# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_whitehouse_b2
# Exported by: [REALM] Robopossum
setting:	replacespawns 0
ttt_random_ammo	-135.213928 -472.867432 64.443657	0.784 -4.473 1.147
ttt_random_ammo	-135.099243 -485.027679 64.394600	0.885 0.010 1.025
ttt_random_ammo	31.623619 -877.750732 64.357521	0.060 0.000 0.001
ttt_random_ammo	19.375690 -876.471619 64.389084	0.422 0.003 0.457
ttt_random_ammo	393.028351 -614.140198 196.327850	0.047 0.000 -0.031
ttt_random_ammo	374.413513 -614.442139 196.344589	0.049 0.000 -0.020
ttt_random_ammo	591.547668 -535.341248 -447.664032	-0.047 -0.000 -0.027
ttt_random_ammo	603.407349 -533.025513 -447.679169	-0.047 -0.000 -0.034
weapon_zm_rifle	577.083984 -854.653015 65.000000	0.000 0.000 0.000
weapon_zm_rifle	1320.900024 -2007.790039 -413.399994	0.000 0.000 90.000
weapon_zm_mac10	1629.359985 -327.464996 64.000000	0.000 0.000 0.000
weapon_zm_mac10	363.735992 -2379.040039 -448.000000	0.000 0.000 0.000
weapon_zm_mac10	2359.979980 -656.333984 93.147499	0.000 180.000 -90.500
weapon_zm_mac10	1058.280029 -343.019989 105.499001	0.000 0.000 90.000
weapon_zm_mac10	2282.570068 -890.494019 68.471199	0.000 0.000 90.000
item_ammo_357_ttt	533.823975 -860.075012 65.275803	0.000 0.000 0.000
item_ammo_357_ttt	551.999023 -822.494995 65.275803	0.000 0.000 0.000
item_ammo_357_ttt	605.966980 -815.659973 65.275803	0.000 0.000 0.000
item_ammo_357_ttt	1322.229980 -2021.709961 -414.082001	0.000 57.500 0.000
item_ammo_357_ttt	1339.310059 -2021.910034 -414.082001	0.000 104.500 0.000
item_ammo_357_ttt	1432.219971 -1978.930054 -415.026001	0.000 192.500 0.000
item_ammo_357_ttt	1422.680054 -1974.589966 -415.026001	0.000 229.500 0.000
item_ammo_357_ttt	-36.401901 -800.090027 77.077103	0.000 0.000 0.000
item_ammo_357_ttt	-35.681198 -820.815002 77.077103	0.000 0.000 0.000
item_ammo_357_ttt	555.268005 -378.183014 230.160004	0.000 0.000 0.000
item_ammo_357_ttt	544.854980 -377.647003 230.160004	0.000 0.000 0.000
item_ammo_357_ttt	811.692993 -2092.800049 -396.941010	0.000 57.500 0.000
item_ammo_357_ttt	814.971985 -2082.350098 -396.941010	0.000 57.500 0.000
item_ammo_pistol_ttt	998.203003 -749.530029 99.796402	0.000 0.000 0.000
item_ammo_pistol_ttt	980.447998 -743.484009 99.796402	0.000 0.000 0.000
item_ammo_pistol_ttt	210.867004 -862.867004 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	418.263000 -2087.040039 -413.614990	0.000 310.000 0.000
item_ammo_pistol_ttt	438.243011 -2089.129883 -413.614990	0.000 35.500 0.000
item_ammo_pistol_ttt	522.007996 -798.987976 -447.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	532.463013 -798.218994 -447.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	542.124023 -798.879028 -447.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	550.023010 -798.145020 -447.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	536.465027 -866.544983 -415.089996	0.000 83.500 0.000
item_ammo_pistol_ttt	1081.839966 -1647.380005 -416.549011	0.000 54.500 0.000
item_ammo_pistol_ttt	1067.680054 -1647.910034 -416.584015	0.000 54.500 0.000
item_ammo_pistol_ttt	1054.099976 -1648.079956 -415.584015	0.000 54.500 0.000
item_ammo_pistol_ttt	1140.739990 -1647.010010 -416.549011	0.000 54.500 0.000
item_ammo_pistol_ttt	1126.589966 -1647.550049 -416.584015	0.000 54.500 0.000
item_ammo_pistol_ttt	1113.000000 -1647.709961 -415.584015	0.000 54.500 0.000
item_ammo_pistol_ttt	1290.609985 -2021.510010 -415.078003	0.000 101.000 0.000
item_ammo_pistol_ttt	1300.390015 -855.695984 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	1285.670044 -854.728027 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	1271.569946 -856.379028 64.280197	0.000 0.000 0.000
item_ammo_pistol_ttt	99.369499 -833.309021 98.073303	0.000 288.000 0.000
item_ammo_pistol_ttt	100.184998 -818.018005 98.073303	0.000 288.000 0.000
item_ammo_pistol_ttt	99.488899 -805.302002 98.073303	0.000 288.000 0.000
item_ammo_pistol_ttt	98.789101 -794.387024 98.073303	0.000 288.000 0.000
item_ammo_pistol_ttt	98.829102 -784.994995 98.073303	0.000 288.000 0.000
item_ammo_pistol_ttt	710.059021 -530.637024 199.035004	0.000 83.500 0.000
item_ammo_pistol_ttt	711.807007 -476.894989 196.279999	0.000 83.500 0.000
item_ammo_pistol_ttt	4.283330 -372.203003 230.164001	0.000 83.500 0.000
item_ammo_pistol_ttt	4.968260 -361.910004 230.164001	0.000 83.500 0.000
item_ammo_pistol_ttt	836.325989 -2126.860107 -447.776001	0.000 310.000 0.000
item_ammo_pistol_ttt	850.786011 -2129.310059 -447.776001	0.000 310.000 0.000
item_ammo_pistol_ttt	867.127014 -2130.840088 -447.776001	0.000 310.000 0.000
weapon_zm_molotov	728.325012 -467.640991 110.735001	0.000 0.000 0.000
weapon_zm_molotov	735.276978 -468.385986 110.735001	0.000 0.000 0.000
weapon_zm_molotov	743.638000 -468.367004 110.735001	0.000 0.000 0.000
weapon_zm_molotov	204.923004 -1902.229980 -410.566986	0.000 0.000 0.000
weapon_zm_molotov	196.554993 -1909.219971 -410.566986	0.000 0.000 0.000
weapon_zm_molotov	1431.229980 -1928.189941 -409.566986	0.000 0.000 0.000
weapon_zm_molotov	1421.729980 -1928.989990 -409.566986	0.000 0.000 0.000
weapon_zm_molotov	-28.372999 -44.632702 68.734596	0.000 0.000 0.000
weapon_zm_molotov	87.637100 -41.018902 68.734596	0.000 0.000 0.000
weapon_zm_molotov	208.356995 -368.544006 234.619003	0.000 0.000 0.000
weapon_zm_molotov	208.792999 -357.688995 234.619003	0.000 0.000 0.000
weapon_zm_molotov	660.286987 -2205.830078 -441.265015	0.000 0.000 0.000
weapon_zm_molotov	868.075989 -2077.149902 -374.820007	0.000 0.000 0.000
weapon_zm_molotov	870.276978 -2091.340088 -374.820007	0.000 0.000 0.000
weapon_zm_molotov	869.185974 -2104.719971 -374.820007	0.000 0.000 0.000
weapon_ttt_confgrenade	182.126007 -867.846985 65.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	-32.215302 -817.471985 108.359001	0.000 0.000 0.000
weapon_ttt_confgrenade	-32.215302 -804.270020 107.513000	0.000 0.000 0.000
item_ammo_revolver_ttt	2784.370117 -523.239014 64.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	0.241913 -49.323601 64.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	60.967899 -43.083599 64.276001	0.000 0.000 0.000
item_ammo_revolver_ttt	2644.709961 -416.997009 98.159599	0.000 296.500 0.000
item_ammo_revolver_ttt	2660.360107 -419.373993 98.159599	0.000 237.000 0.000
item_ammo_revolver_ttt	687.369995 -464.816986 106.276001	0.000 237.000 0.000
item_ammo_revolver_ttt	657.182983 -464.257996 106.276001	0.000 296.500 0.000
item_ammo_revolver_ttt	3189.100098 -652.849976 106.276001	0.000 180.000 0.000
item_ammo_revolver_ttt	3188.270020 -675.309998 106.276001	0.000 180.000 0.000
item_ammo_revolver_ttt	3188.300049 -696.926025 106.276001	0.000 180.000 0.000
item_ammo_revolver_ttt	3188.340088 -718.541016 106.276001	0.000 180.000 0.000
item_ammo_revolver_ttt	535.952026 -624.668030 -412.591003	0.000 327.000 0.000
item_ammo_revolver_ttt	535.393005 -654.854980 -412.591003	0.000 26.500 0.000
item_ammo_revolver_ttt	722.731018 -2219.590088 -445.723999	0.000 0.000 0.000
item_ammo_revolver_ttt	707.336975 -2218.479980 -445.723999	0.000 0.000 0.000
item_ammo_revolver_ttt	98.151299 -821.518005 76.513603	0.000 118.000 0.000
item_ammo_revolver_ttt	98.226097 -809.604980 76.513603	0.000 118.000 0.000
item_ammo_revolver_ttt	97.682503 -795.606995 76.513603	0.000 118.000 0.000
weapon_zm_shotgun	755.460999 -203.526993 64.000000	0.000 0.000 0.000
weapon_zm_shotgun	2781.679932 -276.459991 65.769501	0.000 0.000 90.000
weapon_zm_shotgun	-30.050100 -1699.050049 -409.858002	0.000 180.000 90.000
weapon_zm_shotgun	850.655029 -1683.969971 -442.742004	0.000 180.000 90.000
weapon_zm_shotgun	725.885986 -832.919006 66.488602	0.000 0.000 90.000
weapon_zm_shotgun	2674.159912 -1099.410034 99.359398	0.000 0.000 90.000
weapon_zm_shotgun	2542.739990 -1096.390015 99.359398	0.000 0.000 90.000
weapon_zm_shotgun	1899.079956 -773.580994 106.488998	0.000 115.000 90.000
weapon_zm_shotgun	-155.479004 -2085.530029 -464.355988	0.000 180.000 90.000
weapon_zm_sledge	1100.920044 -2182.939941 -443.197998	0.000 0.000 0.000
weapon_zm_sledge	-347.399994 -695.525024 68.857803	0.000 0.000 0.000
weapon_zm_sledge	-328.221008 -228.945007 68.857803	0.000 0.000 0.000
weapon_zm_revolver	2654.489990 -430.661987 97.785400	0.000 216.500 88.500
weapon_zm_revolver	678.474976 -478.109985 106.502998	0.000 154.000 88.500
weapon_zm_revolver	3174.409912 -671.142029 107.998001	0.000 90.000 90.000
weapon_zm_revolver	3173.939941 -712.898010 107.998001	0.000 90.000 90.000
weapon_zm_revolver	549.244995 -633.757019 -412.738007	0.000 244.000 88.500
weapon_zm_revolver	707.442017 -2204.540039 -444.002014	0.000 0.000 90.000
weapon_zm_revolver	27.588301 -45.734200 65.997902	0.000 0.000 0.000
weapon_zm_pistol	979.577026 -762.940002 99.516296	0.000 0.000 -87.000
weapon_zm_pistol	147.102997 -864.375000 65.978500	0.000 0.000 90.000
weapon_zm_pistol	433.710999 -2101.610107 -412.931000	0.000 180.000 91.500
weapon_zm_pistol	1284.380005 -2008.349976 -413.635010	0.000 0.000 90.000
weapon_zm_pistol	1279.349976 -834.192993 65.723198	0.000 0.000 90.000
weapon_zm_pistol	1904.229980 -757.202026 105.723000	0.000 75.000 90.000
