# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_nuclear_power_b2
# Exported by: [OM] Rogue: The Lonely
setting:	replacespawns 0
ttt_random_weapon	775.415833 -1817.422852 385.202057	1.852 4.715 -92.650
ttt_random_weapon	693.511169 -1954.717163 385.192047	1.965 4.719 -92.391
ttt_random_weapon	703.158325 -1929.874756 385.198456	1.893 4.717 -92.557
ttt_random_weapon	726.171631 -1909.711670 385.287354	1.602 70.774 -95.390
ttt_random_weapon	159.557114 -1973.644165 423.178772	1.103 -35.170 -94.152
ttt_random_weapon	149.774094 -2013.491455 423.248016	1.332 4.944 -93.841
ttt_random_weapon	155.447998 -2049.475586 423.095245	2.059 -5.499 -92.826
ttt_random_weapon	139.330307 -2138.685547 385.212372	1.736 4.408 -92.916
item_ammo_smg1_ttt	301.000000 -2612.000000 444.450012	0.000 0.000 0.000
item_ammo_smg1_ttt	286.000000 -2611.000000 444.450012	0.000 0.000 0.000
item_ammo_smg1_ttt	-138.000000 -804.000000 1.344720	0.000 0.000 0.000
item_ammo_smg1_ttt	-138.000000 -782.000000 1.344720	0.000 0.000 0.000
item_ammo_smg1_ttt	-2411.000000 -489.000000 -298.528992	0.000 0.000 0.000
item_ammo_smg1_ttt	-2394.000000 -489.000000 -298.528992	0.000 0.000 0.000
item_ammo_smg1_ttt	-2394.000000 -514.000000 -298.528992	0.000 0.000 0.000
item_ammo_smg1_ttt	-2411.000000 -514.000000 -298.528992	0.000 0.000 0.000
item_ammo_smg1_ttt	94.000000 -757.000000 -462.654999	0.000 0.000 0.000
item_ammo_smg1_ttt	80.000000 -757.000000 -462.654999	0.000 0.000 0.000
item_ammo_smg1_ttt	87.000000 -756.000000 -447.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	-39.000000 754.000000 -462.654999	0.000 180.000 0.000
item_ammo_smg1_ttt	-25.000000 754.000000 -462.654999	0.000 180.000 0.000
item_ammo_smg1_ttt	-32.000000 753.000000 -447.000000	0.000 180.000 0.000
item_ammo_smg1_ttt	723.000000 -1727.000000 385.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	698.000000 -1729.000000 385.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	626.000000 -2562.000000 385.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	640.000000 -2562.000000 385.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	654.000000 -2562.000000 385.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	668.000000 -2562.000000 385.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	908.000000 412.000000 1049.339966	0.000 0.000 0.000
item_ammo_smg1_ttt	880.000000 412.000000 1049.339966	0.000 0.000 0.000
item_ammo_smg1_ttt	-239.000000 687.000000 1155.339966	0.000 0.000 0.000
item_ammo_smg1_ttt	-239.285004 662.820007 1155.339966	0.000 0.000 0.000
item_ammo_smg1_ttt	-218.000000 663.000000 1155.339966	0.000 0.000 0.000
item_ammo_smg1_ttt	-217.000000 687.000000 1155.339966	0.000 0.000 0.000
item_ammo_smg1_ttt	-203.947006 -3866.639893 384.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	-188.947006 -3867.639893 384.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	-124.000000 -804.000000 1.344720	0.000 0.000 0.000
item_ammo_smg1_ttt	-124.000000 -782.000000 1.344720	0.000 0.000 0.000
item_ammo_smg1_ttt	-216.242996 358.458008 1043.869995	0.000 21.000 0.000
item_ammo_smg1_ttt	-190.102997 368.493011 1043.869995	0.000 21.000 0.000
item_ammo_smg1_ttt	-1894.000000 137.000000 1048.339966	0.000 270.000 0.000
item_ammo_smg1_ttt	-1870.000000 136.000000 1048.339966	0.000 270.000 0.000
weapon_ttt_m16	166.570007 -1455.599976 5.682850	0.000 0.000 0.000
weapon_ttt_m16	1145.000000 334.000000 74.507698	0.000 0.000 0.000
weapon_ttt_m16	-2565.860107 -590.692017 -298.316986	0.000 0.000 0.000
weapon_ttt_m16	-2549.979980 -613.064026 -298.316986	0.000 0.000 0.000
weapon_ttt_m16	20.698500 -715.726013 -458.316986	0.000 0.000 0.000
weapon_ttt_m16	-40.491199 -717.658997 -458.316986	0.000 0.000 0.000
weapon_ttt_m16	34.301498 712.726013 -458.316986	0.000 180.000 0.000
weapon_ttt_m16	95.491203 714.658997 -458.316986	0.000 180.000 0.000
weapon_ttt_m16	787.000000 -1922.000000 389.683014	0.000 0.000 0.000
weapon_ttt_m16	784.690002 -1950.760010 389.683014	0.000 0.000 0.000
weapon_ttt_m16	1150.000000 -1857.000000 389.683014	0.000 180.000 0.000
weapon_ttt_m16	1152.310059 -1828.239990 389.683014	0.000 180.000 0.000
weapon_ttt_m16	1083.130005 -523.349976 1102.550049	0.000 180.000 0.000
weapon_ttt_m16	-1600.000000 268.000000 1053.680054	0.000 0.000 0.000
weapon_ttt_m16	-44.000000 581.000000 1159.680054	0.000 0.000 0.000
weapon_ttt_m16	-43.000000 567.000000 1159.680054	0.000 0.000 0.000
weapon_ttt_m16	-651.606995 -3471.820068 389.683014	0.000 0.000 0.000
weapon_ttt_m16	635.606995 -3471.820068 389.683014	0.000 180.000 0.000
weapon_ttt_m16	-828.000000 166.000000 4.682850	0.000 0.000 0.000
weapon_ttt_m16	-830.000000 182.000000 4.682850	0.000 0.000 0.000
weapon_ttt_m16	-2748.000000 -198.000000 -267.118011	0.000 90.000 0.000
weapon_ttt_m16	1124.839966 -2554.129883 424.683014	0.000 333.500 0.000
weapon_ttt_m16	1384.000000 -716.000000 1049.219971	0.000 200.500 0.000
weapon_ttt_m16	-1334.000000 -132.000000 1052.680054	0.000 0.000 0.000
weapon_ttt_m16	11.441700 223.968002 1077.109985	0.000 0.000 0.000
weapon_ttt_m16	87.007698 191.863007 1044.680054	0.000 0.000 0.000
item_box_buckshot_ttt	-508.000000 -2617.000000 391.489014	0.000 0.000 0.000
item_box_buckshot_ttt	-484.000000 -2616.000000 391.489014	0.000 0.000 0.000
item_box_buckshot_ttt	-484.000000 -2638.000000 391.489014	0.000 0.000 0.000
item_box_buckshot_ttt	-508.000000 -2639.000000 391.489014	0.000 0.000 0.000
item_box_buckshot_ttt	199.000000 -1538.000000 1.293880	0.000 0.000 0.000
item_box_buckshot_ttt	185.000000 -1536.000000 1.293880	0.000 0.000 0.000
item_box_buckshot_ttt	199.000000 -1556.000000 1.293880	0.000 0.000 0.000
item_box_buckshot_ttt	-755.124023 405.572998 1.293880	0.000 0.000 0.000
item_box_buckshot_ttt	-741.463013 407.123993 1.293880	0.000 0.000 0.000
item_box_buckshot_ttt	-1709.130005 687.200989 -432.705994	0.000 0.000 0.000
item_box_buckshot_ttt	-1649.359985 625.206970 -432.705994	0.000 0.000 0.000
item_box_buckshot_ttt	-1519.770020 577.450012 -432.705994	0.000 0.000 0.000
item_box_buckshot_ttt	-1543.579956 612.661987 -432.705994	0.000 0.000 0.000
item_box_buckshot_ttt	2172.000000 111.000000 -302.705994	0.000 270.000 0.000
item_box_buckshot_ttt	2155.000000 111.000000 -302.705994	0.000 270.000 0.000
item_box_buckshot_ttt	2139.000000 111.000000 -302.705994	0.000 270.000 0.000
item_box_buckshot_ttt	2139.000000 125.000000 -302.705994	0.000 270.000 0.000
item_box_buckshot_ttt	2155.000000 125.000000 -302.705994	0.000 270.000 0.000
item_box_buckshot_ttt	2172.000000 125.000000 -302.705994	0.000 270.000 0.000
item_box_buckshot_ttt	2187.000000 125.000000 -302.705994	0.000 270.000 0.000
item_box_buckshot_ttt	2187.000000 111.000000 -302.705994	0.000 270.000 0.000
item_box_buckshot_ttt	818.000000 -1753.000000 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	818.000000 -1765.000000 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	818.000000 -1779.000000 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	818.000000 -1793.000000 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	807.000000 -1793.000000 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	807.000000 -1779.000000 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	807.000000 -1753.000000 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	807.000000 -1765.000000 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	696.000000 -2566.000000 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	705.794983 -2566.510010 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	718.068970 -2566.580078 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	709.000000 -2553.000000 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	723.000000 -2554.000000 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	732.000000 -2566.000000 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	698.000000 -2553.000000 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	900.804016 -530.780029 1049.290039	0.000 270.000 0.000
item_box_buckshot_ttt	886.226013 -531.840027 1049.290039	0.000 270.000 0.000
item_box_buckshot_ttt	874.000000 -532.000000 1049.290039	0.000 270.000 0.000
item_box_buckshot_ttt	-242.000000 541.000000 1155.290039	0.000 0.000 0.000
item_box_buckshot_ttt	-242.000000 556.000000 1155.290039	0.000 0.000 0.000
item_box_buckshot_ttt	-229.000000 556.000000 1155.290039	0.000 0.000 0.000
item_box_buckshot_ttt	-229.000000 541.000000 1155.290039	0.000 0.000 0.000
item_box_buckshot_ttt	-229.000000 570.000000 1155.290039	0.000 0.000 0.000
item_box_buckshot_ttt	-242.000000 570.000000 1155.290039	0.000 0.000 0.000
item_box_buckshot_ttt	462.000000 -2882.000000 424.294006	0.000 0.000 0.000
item_box_buckshot_ttt	734.653015 -32.841099 0.293884	0.000 0.000 0.000
item_box_buckshot_ttt	735.325989 -50.576698 0.293884	0.000 0.000 0.000
item_box_buckshot_ttt	721.062012 -31.399700 0.293884	0.000 0.000 0.000
item_box_buckshot_ttt	722.158020 -48.476601 0.293884	0.000 0.000 0.000
item_box_buckshot_ttt	-2751.439941 164.360992 -303.705994	0.000 0.000 0.000
item_box_buckshot_ttt	-2758.219971 183.792999 -303.705994	0.000 0.000 0.000
item_box_buckshot_ttt	-2751.199951 203.634003 -303.705994	0.000 0.000 0.000
item_box_buckshot_ttt	-2751.229980 146.024002 -303.705994	0.000 0.000 0.000
item_box_buckshot_ttt	201.776993 -1997.569946 384.294006	0.000 0.000 0.000
item_box_buckshot_ttt	201.690994 -1980.359985 384.294006	0.000 0.000 0.000
item_box_buckshot_ttt	-37.642601 -265.635010 1072.719971	0.000 90.000 0.000
item_box_buckshot_ttt	-23.642599 -265.635010 1072.719971	0.000 90.000 0.000
ttt_random_ammo	-1894.740601 -198.173431 -303.555542	1.128 0.029 1.370
ttt_random_ammo	-1907.057007 -204.813965 -303.650940	0.051 -0.000 0.014
ttt_random_ammo	-1919.557007 -204.062805 -303.664734	0.047 0.000 -0.027
ttt_random_ammo	-1934.535278 -198.159714 -303.561005	1.215 -0.030 -1.475
ttt_random_ammo	-1942.231079 -189.265259 -303.657684	0.048 0.000 -0.022
ttt_random_ammo	-1945.540527 -180.266663 -303.662323	0.047 -0.000 0.025
ttt_random_ammo	-1906.182495 214.987289 -303.636505	0.072 -0.000 -0.019
ttt_random_ammo	-1921.399292 220.974167 -303.608368	0.619 -0.005 -0.699
ttt_random_ammo	-1934.784302 233.155060 -303.646667	0.055 0.000 -0.007
ttt_random_ammo	-1950.901978 239.403763 -303.550690	0.976 0.026 1.181
ttt_random_ammo	-1958.584717 244.167908 -303.629028	0.100 0.000 0.056
ttt_random_ammo	-611.634460 194.614151 1048.391602	0.625 -0.005 -0.705
ttt_random_ammo	-622.408020 192.297043 1048.369141	0.091 0.000 0.045
ttt_random_ammo	-632.014771 192.017563 1048.418457	1.601 0.036 1.934
ttt_random_ammo	-643.290100 196.229858 1048.437134	1.222 0.030 1.477
ttt_random_ammo	102.966942 -1905.657349 384.389771	-0.281 -0.001 0.284
ttt_random_ammo	106.378242 -1934.213501 384.349854	-0.051 -0.000 -0.014
ttt_random_ammo	112.694725 -1962.341675 384.320129	0.047 0.000 -0.034
ttt_random_ammo	112.582466 -1997.595093 384.388763	0.415 -0.003 -0.449
ttt_random_ammo	111.984436 -2018.554810 384.431549	1.363 0.033 1.650
ttt_random_ammo	111.743126 -2034.750854 384.365448	0.077 0.000 0.026
ttt_random_ammo	104.867111 -2048.027344 384.367340	0.084 0.000 0.035
ttt_random_ammo	81.260750 -1911.159302 384.333588	-0.047 -0.000 -0.028
ttt_random_ammo	86.828148 -1955.114746 384.356354	-0.058 -0.000 -0.003
ttt_random_ammo	91.882996 -1975.558472 384.325317	0.047 0.000 -0.032
ttt_random_ammo	94.347031 -2000.415894 384.344604	0.049 0.000 -0.019
ttt_random_ammo	88.250908 -2027.308594 384.390228	0.476 0.003 0.524
ttt_random_ammo	85.055130 -2036.301147 384.332825	0.047 0.000 -0.028
weapon_zm_rifle	-1932.000000 -115.223999 -301.041992	0.000 0.000 0.000
weapon_zm_rifle	-1490.000000 170.000000 -301.041992	0.000 0.000 0.000
weapon_zm_rifle	-31.138901 -691.659973 -461.041992	0.000 0.000 0.000
weapon_zm_rifle	86.138901 688.659973 -461.041992	0.000 180.000 0.000
weapon_zm_rifle	1633.000000 176.000000 -301.041992	0.000 0.000 0.000
weapon_zm_rifle	-1648.000000 -292.000000 1050.959961	0.000 0.000 0.000
weapon_zm_rifle	-50.000000 460.000000 1156.959961	0.000 0.000 0.000
weapon_zm_rifle	-48.000000 471.000000 1156.959961	0.000 0.000 0.000
weapon_zm_mac10	330.000000 -2612.000000 444.450012	0.000 0.000 0.000
weapon_zm_mac10	-141.000000 -825.000000 5.471190	0.000 0.000 0.000
weapon_zm_mac10	-2421.399902 -450.860992 -298.528992	0.000 0.000 0.000
weapon_zm_mac10	-2420.000000 -466.000000 -298.528992	0.000 0.000 0.000
weapon_zm_mac10	79.000000 -708.000000 -458.528992	0.000 0.000 0.000
weapon_zm_mac10	73.000000 -694.000000 -458.528992	0.000 0.000 0.000
weapon_zm_mac10	-24.000000 705.000000 -458.528992	0.000 180.000 0.000
weapon_zm_mac10	-18.000000 691.000000 -458.528992	0.000 180.000 0.000
weapon_zm_mac10	715.000000 -1705.000000 389.471008	0.000 0.000 0.000
weapon_zm_mac10	690.000000 -1703.819946 389.471008	0.000 0.000 0.000
weapon_zm_mac10	886.000000 392.000000 1053.469971	0.000 0.000 0.000
weapon_zm_mac10	-201.000000 687.000000 1159.469971	0.000 0.000 0.000
weapon_zm_mac10	-201.000000 663.000000 1159.469971	0.000 0.000 0.000
weapon_zm_mac10	-247.460999 -3843.489990 388.471008	0.000 0.000 0.000
weapon_zm_mac10	-140.000000 -840.000000 5.471190	0.000 0.000 0.000
weapon_zm_mac10	-203.473999 341.937012 1048.000000	0.000 21.000 0.000
weapon_zm_mac10	-1882.000000 124.000000 1052.469971	0.000 270.000 0.000
item_ammo_357_ttt	-1900.949951 -140.727005 -302.723999	0.000 0.000 0.000
item_ammo_357_ttt	-1899.150024 -164.000000 -302.723999	0.000 0.000 0.000
item_ammo_357_ttt	-1915.479980 -160.153000 -302.723999	0.000 0.000 0.000
item_ammo_357_ttt	-1470.000000 190.000000 -302.723999	0.000 0.000 0.000
item_ammo_357_ttt	-1481.000000 190.000000 -302.723999	0.000 0.000 0.000
item_ammo_357_ttt	-1494.000000 189.000000 -302.723999	0.000 0.000 0.000
item_ammo_357_ttt	1653.000000 196.000000 -302.723999	0.000 0.000 0.000
item_ammo_357_ttt	1642.000000 196.000000 -302.723999	0.000 0.000 0.000
item_ammo_357_ttt	1629.000000 195.000000 -302.723999	0.000 0.000 0.000
item_ammo_357_ttt	808.333984 -2478.679932 385.276001	0.000 0.000 0.000
item_ammo_357_ttt	809.578003 -2496.649902 385.276001	0.000 0.000 0.000
item_ammo_357_ttt	801.317993 -2509.530029 385.276001	0.000 0.000 0.000
item_ammo_357_ttt	792.434998 -2493.020020 385.276001	0.000 0.000 0.000
item_ammo_357_ttt	790.171997 -2475.060059 385.276001	0.000 0.000 0.000
item_ammo_357_ttt	822.080994 -2480.899902 385.276001	0.000 0.000 0.000
item_ammo_357_ttt	-1658.469971 -303.449005 1049.280029	0.000 0.000 0.000
item_ammo_357_ttt	-1672.000000 -304.000000 1049.280029	0.000 0.000 0.000
item_ammo_357_ttt	-15.000000 484.000000 1155.280029	0.000 0.000 0.000
item_ammo_357_ttt	-15.000000 498.000000 1155.280029	0.000 0.000 0.000
item_ammo_357_ttt	-15.000000 512.000000 1155.280029	0.000 0.000 0.000
item_ammo_357_ttt	-25.000000 510.000000 1155.280029	0.000 0.000 0.000
item_ammo_357_ttt	-25.000000 496.000000 1155.280029	0.000 0.000 0.000
item_ammo_357_ttt	-25.000000 482.000000 1155.280029	0.000 0.000 0.000
item_ammo_pistol_ttt	73.711304 -3640.540039 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	62.000000 -3640.000000 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	61.000000 -3663.000000 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	74.000000 -3663.000000 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	-89.000000 -3665.000000 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	-88.000000 -3642.000000 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	-76.288696 -3642.540039 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	-76.000000 -3665.000000 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	404.890991 -2611.860107 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	416.467987 -2611.110107 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	190.957993 -1411.859985 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	193.917007 -1439.729980 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	174.712997 -1416.530029 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	1176.000000 315.000000 74.507698	0.000 0.000 0.000
item_ammo_pistol_ttt	1159.000000 315.000000 74.507698	0.000 0.000 0.000
item_ammo_pistol_ttt	-2595.479980 -611.572998 -302.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	-2606.000000 -612.000000 -302.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	-2618.000000 -612.000000 -302.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	-2630.000000 -612.000000 -302.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	-2641.000000 -612.000000 -302.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	-2652.000000 -612.000000 -302.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	-2663.000000 -612.000000 -302.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	-2674.000000 -612.000000 -302.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	52.000000 -758.000000 -462.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	44.000000 -758.000000 -462.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	37.000000 -758.000000 -462.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	30.000000 -758.000000 -462.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	23.000000 -758.000000 -462.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	16.000000 -758.000000 -462.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	3.000000 755.000000 -462.720001	0.000 180.000 0.000
item_ammo_pistol_ttt	11.000000 755.000000 -462.720001	0.000 180.000 0.000
item_ammo_pistol_ttt	18.000000 755.000000 -462.720001	0.000 180.000 0.000
item_ammo_pistol_ttt	25.000000 755.000000 -462.720001	0.000 180.000 0.000
item_ammo_pistol_ttt	32.000000 755.000000 -462.720001	0.000 180.000 0.000
item_ammo_pistol_ttt	39.000000 755.000000 -462.720001	0.000 180.000 0.000
item_ammo_pistol_ttt	2210.000000 -1176.000000 -118.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	2198.000000 -1176.000000 -118.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	659.000000 -1709.000000 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	647.000000 -1709.000000 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	634.000000 -1708.000000 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	621.000000 -1708.000000 385.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	754.000000 -1921.000000 385.279999	0.000 90.000 0.000
item_ammo_pistol_ttt	754.000000 -1933.000000 385.279999	0.000 90.000 0.000
item_ammo_pistol_ttt	753.000000 -1946.000000 385.279999	0.000 90.000 0.000
item_ammo_pistol_ttt	753.000000 -1959.000000 385.279999	0.000 90.000 0.000
item_ammo_pistol_ttt	590.000000 -2564.000000 385.279999	0.000 90.000 0.000
item_ammo_pistol_ttt	597.000000 -2551.000000 385.279999	0.000 90.000 0.000
item_ammo_pistol_ttt	590.000000 -2537.000000 385.279999	0.000 90.000 0.000
item_ammo_pistol_ttt	590.000000 -2508.000000 385.279999	0.000 270.000 0.000
item_ammo_pistol_ttt	597.000000 -2495.000000 385.279999	0.000 270.000 0.000
item_ammo_pistol_ttt	597.000000 -2522.000000 385.279999	0.000 270.000 0.000
item_ammo_pistol_ttt	590.000000 -2481.000000 385.279999	0.000 270.000 0.000
item_ammo_pistol_ttt	1184.000000 -1820.000000 385.279999	0.000 270.000 0.000
item_ammo_pistol_ttt	1184.000000 -1833.000000 385.279999	0.000 270.000 0.000
item_ammo_pistol_ttt	1183.000000 -1846.000000 385.279999	0.000 270.000 0.000
item_ammo_pistol_ttt	1183.000000 -1858.000000 385.279999	0.000 270.000 0.000
item_ammo_pistol_ttt	1100.369995 -2252.770020 385.279999	0.000 90.000 0.000
item_ammo_pistol_ttt	1100.000000 -2267.699951 385.279999	0.000 90.000 0.000
item_ammo_pistol_ttt	1102.469971 -2289.949951 385.279999	0.000 90.000 0.000
