# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_comancher_censored
# Exported by: [OM] Rogue: The Holstered
setting:	replacespawns 1
ttt_random_weapon	-3399.643799 1851.862183 155.428757	19.036 -44.273 -75.015
ttt_random_weapon	-3270.155518 1841.016724 150.734528	18.205 -42.765 -75.609
ttt_random_weapon	-3120.991699 1851.050415 155.669357	1.148 -9.009 109.413
ttt_random_weapon	-2988.587158 1837.457153 149.186798	17.511 -41.573 -76.738
ttt_random_weapon	-218.803223 28.127014 1.192200	1.963 4.639 -92.396
ttt_random_weapon	-271.333832 18.514742 1.233003	1.270 6.604 -93.717
ttt_random_weapon	-295.628174 19.950855 4.247020	-6.585 3.820 173.994
ttt_random_weapon	-333.804352 27.430857 1.208447	1.538 4.826 -93.382
ttt_random_weapon	-360.247742 33.142471 1.735693	-1.894 17.835 85.046
ttt_random_weapon	-340.692993 -281.735413 1.237179	1.455 4.907 -93.559
ttt_random_weapon	-104.768867 6.728410 20.178040	1.170 -1.656 -93.829
ttt_random_weapon	-1860.508545 -237.483185 219.018051	1.124 -0.111 -93.836
ttt_random_weapon	-1858.837402 -214.616379 219.017548	1.038 -0.215 -93.827
ttt_random_weapon	-1863.063599 -191.287094 219.000107	0.999 -0.305 -93.823
ttt_random_weapon	-1829.563477 96.571075 185.199890	1.876 4.780 -92.594
ttt_random_weapon	-1716.466431 -74.923981 222.203491	1.306 3.677 -94.344
ttt_random_weapon	-1600.095581 -297.367310 185.143173	2.278 -2.310 -91.404
ttt_random_weapon	-1508.234375 -101.078033 185.213547	1.722 4.769 -92.947
ttt_random_weapon	-1432.746826 -164.045364 321.204193	1.828 5.723 -92.705
ttt_random_weapon	-1432.791870 -246.496384 321.231171	1.523 5.569 -93.403
ttt_random_weapon	-1432.771851 -302.054535 321.234894	1.476 5.292 -93.506
ttt_random_weapon	-1432.759033 -384.544891 321.202423	1.848 5.378 -92.659
ttt_random_weapon	-1432.756104 -459.519623 321.200348	1.872 5.246 -92.605
ttt_random_weapon	-1519.612549 1230.058960 361.159729	2.206 -3.794 -92.325
ttt_random_weapon	-1450.339355 1159.478638 361.238037	1.445 1.960 -93.581
ttt_random_weapon	-1385.032593 1095.285034 361.173950	2.168 -2.674 -91.926
ttt_random_weapon	-1335.031128 1039.098511 361.235901	1.470 4.751 -93.526
ttt_random_weapon	-2989.181396 680.351563 553.199158	1.885 4.781 -92.575
ttt_random_weapon	-2219.573486 656.596863 553.228027	1.559 4.758 -93.322
ttt_random_weapon	-3702.093750 545.169556 489.940643	1.732 4.927 -92.924
ttt_random_weapon	-3457.779541 544.879211 489.940125	1.738 4.926 -92.910
ttt_random_weapon	-3778.718018 -431.528748 241.202057	1.852 4.715 -92.650
ttt_random_weapon	-3876.194092 3701.431885 1.219456	1.656 120.335 -93.100
ttt_random_weapon	-3651.560547 -183.107269 310.206543	1.801 5.633 -92.766
ttt_random_weapon	-3731.665039 -298.398407 241.081207	1.657 15.507 -91.420
ttt_random_weapon	-3693.784912 -168.842957 310.215576	1.700 4.768 -92.999
ttt_random_weapon	-3607.762695 -168.380310 310.200623	1.868 4.779 -92.613
ttt_random_weapon	-2559.550049 -138.965118 65.212486	1.734 4.770 -92.919
ttt_random_weapon	-2635.725098 -125.430611 65.200615	1.868 4.779 -92.613
ttt_random_weapon	-2718.854980 -119.415550 65.234131	1.490 4.752 -93.480
ttt_random_weapon	-2545.432373 -1.501305 30.122992	24.900 8.795 -111.039
ttt_random_weapon	-2764.064697 -5.126796 38.564823	12.630 13.291 92.495
ttt_random_weapon	-2115.883301 -256.355743 5.231944	1.514 3.698 -93.423
ttt_random_weapon	-2109.108643 -214.849182 5.220283	1.646 3.715 -93.121
ttt_random_weapon	-2116.760742 -153.293961 5.237967	1.446 3.687 -93.579
ttt_random_weapon	-2231.000977 -474.820129 9.213200	1.726 3.723 -92.938
ttt_random_weapon	-2238.223389 -437.293488 9.212667	1.732 3.725 -92.924
ttt_random_weapon	-2242.233643 -392.671722 9.203632	1.834 3.734 -92.691
ttt_random_weapon	-2248.601074 -362.682037 9.227221	1.568 3.706 -93.301
ttt_random_weapon	-1681.084106 80.337822 9.723175	-1.748 -8.234 84.714
ttt_random_weapon	-1612.776978 107.340607 9.255531	1.995 11.575 -89.297
ttt_random_weapon	-1603.930420 103.040672 9.722738	0.591 3.909 -75.051
ttt_random_weapon	-1532.551270 69.953613 45.337711	1.505 4.753 -93.445
ttt_random_weapon	-1460.892578 116.209206 10.462073	-2.807 2.595 -39.784
ttt_random_ammo	-127.875885 1356.893188 34.684822	0.582 0.005 0.654
ttt_random_ammo	-125.517700 1377.184814 34.640572	0.048 0.000 -0.018
ttt_random_ammo	-131.531204 1395.476563 34.662300	0.086 0.000 0.040
ttt_random_ammo	-109.509193 1405.443848 34.650963	0.057 0.000 -0.001
ttt_random_ammo	-89.389694 1416.691895 34.609383	0.047 0.000 -0.035
ttt_random_ammo	-127.270020 1437.769897 34.661835	-0.084 -0.000 0.037
ttt_random_ammo	-98.775940 1782.786377 34.652935	0.060 0.000 0.004
ttt_random_ammo	-75.067581 1800.905273 34.631634	0.046 0.000 -0.025
ttt_random_ammo	-66.420441 1791.081909 34.633923	0.046 0.000 -0.024
ttt_random_ammo	-62.495972 1756.718506 34.665791	0.104 0.000 0.063
ttt_random_ammo	-63.062080 1739.847046 34.695026	1.645 0.032 1.954
ttt_random_ammo	-77.754044 1722.689575 34.648952	0.054 0.000 -0.005
ttt_random_ammo	-96.089569 1718.686890 34.638386	0.047 0.000 -0.020
ttt_random_ammo	-242.457260 1521.312500 32.320847	-0.047 -0.000 -0.034
ttt_random_ammo	-244.141647 1542.515625 32.368626	-0.084 -0.000 0.035
ttt_random_ammo	-332.109955 1520.884277 32.357506	0.060 0.000 0.001
ttt_random_ammo	-326.412903 1541.308960 32.365421	0.077 0.000 0.026
ttt_random_ammo	-374.082397 1533.122314 32.357506	0.060 0.000 0.001
ttt_random_ammo	-192.055466 1536.097534 32.377838	0.149 0.001 0.121
ttt_random_ammo	-569.211670 1536.474243 32.366608	-0.077 0.000 -0.026
ttt_random_ammo	-736.341187 1530.843384 32.349030	0.051 0.000 -0.014
ttt_random_ammo	-645.489014 1509.097046 24.361536	0.067 0.000 0.012
ttt_random_ammo	-639.250916 1561.381470 24.387959	0.359 0.002 0.381
ttt_random_ammo	-1088.619263 1554.916260 32.379440	0.168 0.001 0.145
ttt_random_ammo	-952.362122 1564.915039 32.382500	0.216 0.001 0.204
ttt_random_ammo	-1039.183228 1559.925903 32.365417	0.077 0.000 0.026
ttt_random_ammo	-1093.335815 1512.455078 32.367317	0.082 0.000 0.034
ttt_random_ammo	-955.645447 1507.966309 32.357506	0.060 0.000 0.001
ttt_random_ammo	-1401.640259 1552.871948 24.394127	0.958 0.011 1.112
ttt_random_ammo	-1401.629028 1515.057129 24.385393	0.272 0.001 0.273
ttt_random_ammo	-1431.155762 419.248718 184.355408	0.056 0.000 -0.004
ttt_random_ammo	-1434.439819 441.703400 184.344543	0.048 0.000 -0.019
ttt_random_ammo	-1436.084595 475.942780 184.355408	0.056 0.000 -0.004
ttt_random_ammo	-1434.971802 489.927551 184.388870	0.397 -0.002 -0.428
ttt_random_ammo	-1531.569458 656.860840 41.175682	88.228 -153.141 -147.821
ttt_random_ammo	-1547.043701 663.510010 45.074261	76.234 174.780 -175.708
ttt_random_ammo	-1550.364502 785.793091 46.488110	75.870 177.311 -174.440
ttt_random_ammo	-1554.307373 815.959351 47.667271	75.901 177.696 -174.062
ttt_random_ammo	-1537.063232 799.853882 43.244705	75.964 178.500 -173.241
ttt_random_ammo	-1545.606201 873.885010 48.805576	0.277 -0.319 -0.700
ttt_random_ammo	-1564.279297 920.441528 48.876888	0.257 0.544 -0.003
ttt_random_ammo	-1599.250366 875.390320 48.864803	0.338 0.615 0.127
ttt_random_ammo	-2604.957520 538.869751 376.370941	0.095 0.000 0.052
ttt_random_ammo	-2604.299561 633.477417 376.372711	0.104 0.000 0.065
ttt_random_ammo	-2643.538574 624.236572 376.385406	0.263 0.001 0.264
ttt_random_ammo	-2645.245605 1140.902344 376.380157	-0.149 -0.001 0.121
ttt_random_ammo	-2641.243164 1248.303223 376.414001	1.609 0.035 1.935
ttt_random_ammo	-2972.477539 814.763184 376.460480	1.541 0.494 -1.776
ttt_random_ammo	-2879.459473 909.832947 376.478058	-0.450 4.247 -0.616
ttt_random_ammo	-2880.467529 1004.361145 376.372681	0.107 -0.000 -0.067
ttt_random_ammo	-3057.719238 932.845154 376.377838	0.148 0.001 0.119
ttt_random_ammo	-3052.287109 1084.678467 376.401855	-0.611 -0.005 0.690
ttt_random_ammo	-3220.155762 2199.599609 184.377838	0.147 0.001 0.118
ttt_random_ammo	-3439.799561 2176.634521 184.372681	0.107 -0.000 -0.067
ttt_random_ammo	-3403.720947 2213.376709 184.374481	0.118 0.000 0.082
ttt_random_ammo	-3289.986816 2206.234863 184.372742	0.107 0.000 0.067
ttt_random_ammo	-3229.023926 2093.297119 184.376175	0.132 0.000 0.099
ttt_random_ammo	-3437.599854 2090.284180 184.380997	0.186 0.001 0.168
ttt_random_ammo	-3727.691650 1946.125732 8.374439	-0.108 -0.000 0.068
ttt_random_ammo	-3820.861328 1952.684814 8.443106	-1.517 -0.036 1.826
ttt_random_ammo	-3767.593018 1888.696411 384.379456	0.165 0.001 0.142
ttt_random_ammo	-3793.954346 1890.335938 384.385406	0.270 0.001 0.272
ttt_random_ammo	-3780.704102 1901.934937 384.330322	0.046 0.000 -0.029
ttt_random_ammo	-2492.320801 2915.033447 24.382536	0.203 0.001 0.190
ttt_random_ammo	-2361.369385 2911.567139 24.369135	0.086 0.000 0.041
ttt_random_ammo	-2430.082031 2910.882568 24.431313	1.239 0.031 1.487
ttt_random_ammo	-2500.749023 2902.145264 56.393684	-0.367 -0.002 0.390
ttt_random_ammo	-2499.726318 2886.630127 56.393661	-0.364 -0.002 0.387
ttt_random_ammo	-2498.613281 2864.356445 56.366646	-0.077 -0.000 0.026
ttt_random_ammo	-2366.052979 2904.565918 56.372559	-0.101 -0.000 0.058
ttt_random_ammo	-2364.854004 2887.460449 56.374481	0.123 0.000 0.086
ttt_random_ammo	-2365.278564 2864.601318 56.330364	0.047 0.000 -0.029
ttt_random_ammo	-2091.293945 2170.993652 37.437275	-0.009 -5.147 -0.076
ttt_random_ammo	-2083.653564 2344.084717 37.443523	-0.054 5.074 -0.000
ttt_random_ammo	-2786.807861 2165.470947 37.417480	-0.025 -3.220 0.452
ttt_random_ammo	-2773.917725 2165.988037 37.283779	-0.534 -0.003 0.475
ttt_random_ammo	-2793.025635 2667.902588 144.353287	0.053 0.000 -0.008
ttt_random_ammo	-2739.941895 2650.436279 144.332733	-0.130 -0.144 0.031
ttt_random_ammo	-2688.969727 2616.856201 144.358124	0.045 0.075 -0.102
ttt_random_ammo	-2653.175537 2577.214600 144.376175	0.128 0.000 0.096
ttt_random_ammo	-2086.806641 2667.104492 144.378311	0.215 0.357 0.495
ttt_random_ammo	-2145.471191 2650.086426 144.372025	0.373 0.002 0.329
ttt_random_ammo	-2183.592285 2611.667236 144.335175	0.045 0.000 -0.026
ttt_random_ammo	-2218.073730 2555.151611 144.357452	0.057 0.000 0.000
ttt_random_ammo	-2471.219727 1153.897217 411.795197	1.328 0.034 1.617
ttt_random_ammo	-2495.293457 1149.676880 411.714447	0.049 0.000 -0.011
ttt_random_ammo	-2459.487793 1135.092041 411.708435	0.046 0.000 -0.018
ttt_random_ammo	-2477.967285 1165.524170 411.695587	0.044 0.000 -0.028
ttt_random_ammo	-2216.449951 831.414368 394.748444	-1.602 -0.042 1.934
ttt_random_ammo	-2220.456299 869.108582 394.698242	-0.319 -0.002 0.334
ttt_random_ammo	-2238.952148 910.021606 376.510132	-1.810 -38.719 2.194
ttt_random_ammo	-3636.969238 5.857673 264.339966	0.047 0.000 -0.023
ttt_random_ammo	-3631.481445 -43.698772 264.388000	0.353 0.002 0.374
ttt_random_ammo	-3776.127686 500.223389 0.355439	0.057 0.000 -0.004
ttt_random_ammo	-3715.341797 499.178345 0.379437	0.169 0.001 0.145
ttt_random_ammo	-3835.611816 483.133209 0.461221	1.061 0.002 0.765
ttt_random_ammo	-3834.806396 430.249664 0.439413	1.123 0.028 1.352
ttt_random_ammo	-3829.256592 383.082916 0.400434	-0.072 0.180 0.225
ttt_random_ammo	-3827.363525 327.655731 0.418077	1.540 0.039 1.853
ttt_random_ammo	-3807.451660 219.743423 56.339985	0.047 0.000 -0.023
ttt_random_ammo	-3800.046875 124.999794 56.422657	-0.156 -0.338 0.359
ttt_random_ammo	-3803.138184 51.571926 56.349045	0.051 -0.000 0.014
ttt_random_ammo	-3777.107910 24.892473 11.635034	-89.399 -128.660 89.792
ttt_random_ammo	-3808.815186 95.437805 8.384020	-0.194 -0.001 0.176
ttt_random_ammo	-3820.135986 190.180878 8.503850	-1.449 0.239 1.841
ttt_random_ammo	-3819.918213 -65.388580 8.485037	-0.694 -0.009 1.249
ttt_random_ammo	-3424.263184 225.105423 8.347607	-0.050 -0.000 -0.017
ttt_random_ammo	-3505.800293 228.516266 8.338372	-0.047 -0.000 -0.025
ttt_random_ammo	-3549.623047 220.646088 8.349834	-0.051 -0.000 -0.014
ttt_random_ammo	-3636.567383 229.407928 8.391705	-0.322 -0.002 0.335
ttt_random_ammo	-3683.401855 480.277679 17.108706	-0.100 0.000 -0.059
ttt_random_ammo	-3599.584473 482.008392 17.114052	-0.136 0.001 -0.105
ttt_random_ammo	-3654.494629 540.883484 355.395721	-1.312 -0.256 1.902
ttt_random_ammo	-3681.272949 539.843140 354.704651	-1.305 -0.253 1.934
ttt_random_ammo	-3593.489502 955.585693 277.435791	-0.034 -7.716 0.197
ttt_random_ammo	-3608.687256 952.001648 277.408386	-0.063 -0.044 0.021
ttt_random_ammo	-3709.336182 1023.689636 277.443054	0.051 0.731 -0.252
ttt_random_ammo	-3685.346924 1028.711060 277.323456	0.195 0.237 0.024
ttt_random_ammo	-3798.198730 885.242676 277.449341	-0.156 -2.427 0.000
ttt_random_ammo	-3798.876465 864.042480 277.371674	-0.285 0.104 0.185
ttt_random_ammo	-3766.177246 927.420044 242.711014	0.007 5.930 -89.996
ttt_random_ammo	-3693.344727 953.501404 58.722645	-0.311 0.532 -0.532
ttt_random_ammo	-3640.126953 1063.482056 126.361519	0.066 0.000 0.011
ttt_random_ammo	-3670.730957 1066.690308 126.367294	0.081 0.000 0.033
ttt_random_ammo	-3817.382080 883.793457 126.344574	0.048 -0.000 0.019
ttt_random_ammo	-3789.288818 884.021362 126.376167	0.133 0.000 0.100
ttt_random_ammo	-3816.418945 916.173157 126.383980	0.237 0.001 0.231
ttt_random_ammo	-3784.435547 911.061096 126.363480	0.070 0.000 0.018
ttt_random_ammo	-3476.941650 699.194153 44.135857	-0.020 -1.630 -0.026
ttt_random_ammo	-3537.116943 700.345215 44.205799	-0.643 -0.750 -0.695
ttt_random_ammo	-3594.012695 694.235535 44.263729	0.139 -0.953 0.129
ttt_random_ammo	-3648.537842 695.243103 44.180954	0.505 -0.874 0.461
ttt_random_ammo	-3709.422607 688.478882 44.058662	0.910 0.092 0.767
ttt_random_ammo	-3688.456543 613.067810 26.776646	0.460 1.444 -0.779
ttt_random_ammo	-3600.014160 612.872803 26.710543	0.468 0.035 -1.084
ttt_random_ammo	-3509.709717 610.004517 26.744677	0.725 -1.226 -0.473
ttt_random_ammo	-1282.790405 2160.264893 71.975929	0.051 0.353 -0.124
ttt_random_ammo	-1255.139038 2160.508057 71.945099	0.007 -0.185 -0.092
ttt_random_ammo	-1255.420776 2435.947510 88.057144	0.363 1.145 0.646
ttt_random_ammo	-1410.562256 2271.811035 39.959553	0.466 -0.015 -0.554
ttt_random_ammo	-1410.740356 2332.006104 39.906109	1.322 -0.021 -1.557
ttt_random_ammo	-1409.760498 2302.401611 39.856956	0.161 -0.001 -0.117
ttt_random_ammo	-1367.588623 2301.610107 27.770863	-0.552 -0.070 0.851
ttt_random_ammo	-1552.926514 2505.941895 29.621206	-3.602 -4.602 -2.216
ttt_random_ammo	-1521.017212 2541.064209 29.744617	-2.888 2.917 -3.212
ttt_random_ammo	-1594.446533 2420.834473 29.509911	-4.119 -0.866 -1.198
ttt_random_ammo	-1582.533081 2454.767578 29.469469	-3.965 -1.192 -1.211
ttt_random_ammo	-1481.167847 2583.691650 29.699759	-1.976 1.331 -4.138
ttt_random_ammo	-1450.874268 2604.952881 29.406841	-1.940 1.127 -5.166
ttt_random_ammo	-1375.706421 2635.093018 29.811808	-1.625 -7.190 -4.384
ttt_random_ammo	-1344.817505 2651.479736 29.301449	-1.109 1.088 -4.937
ttt_random_ammo	-1246.758301 2645.837646 30.178871	-0.239 -0.184 -4.390
ttt_random_ammo	-1215.731201 2652.984863 29.733027	-0.042 0.704 -5.731
ttt_random_ammo	-932.264526 2898.899170 34.727131	-0.038 0.196 1.039
ttt_random_ammo	-909.346680 2851.713623 34.655994	-0.510 -0.002 0.430
ttt_random_ammo	-948.205872 2876.806641 34.740471	-1.619 -0.043 1.968
ttt_random_ammo	-990.625610 2851.098389 34.674961	-0.171 -0.001 0.149
ttt_random_ammo	-994.440979 2883.846436 34.655968	-0.067 -0.000 0.014
ttt_random_ammo	-1017.041565 2871.520508 34.625340	-0.045 -0.000 -0.029
ttt_random_ammo	-3287.581299 1508.001221 24.453161	0.817 -1.166 0.492
ttt_random_ammo	-3284.827393 1548.892212 24.365419	0.077 0.000 0.026
ttt_random_ammo	-3231.803223 1560.710815 32.368622	-0.084 -0.000 0.035
ttt_random_ammo	-3161.540283 1515.180908 9.265119	0.538 3.715 98.243
ttt_random_ammo	-3186.737793 1528.144043 32.346825	0.050 0.000 -0.017
ttt_random_ammo	-3213.010742 1510.441650 32.326042	-0.046 -0.000 -0.032
ttt_random_ammo	-3317.239746 1507.955933 32.322727	0.047 0.000 -0.033
ttt_random_ammo	-3312.253174 1545.406982 32.376171	0.136 0.000 0.103
ttt_random_ammo	-3357.553467 1550.634277 32.359543	0.063 0.000 0.006
ttt_random_ammo	-3368.202637 1528.023438 32.339985	0.047 0.000 -0.023
ttt_random_ammo	-3713.886963 1554.399902 24.387920	0.364 0.002 0.387
ttt_random_ammo	-3710.691650 1539.208740 24.330353	0.046 0.000 -0.029
ttt_random_ammo	-3706.913330 1512.370117 24.355442	0.057 0.000 -0.004
ttt_random_ammo	-3657.712891 1527.033813 32.414841	-1.287 -0.020 1.512
ttt_random_ammo	-3618.218262 1529.559570 32.338390	-0.047 0.000 0.025
ttt_random_ammo	-3621.690674 1558.547119 32.377842	0.149 0.001 0.120
ttt_random_ammo	-3736.854248 1556.014526 32.330353	0.046 0.000 -0.029
ttt_random_ammo	-3738.110352 1521.409424 32.325310	0.047 0.000 -0.032
ttt_random_ammo	-3778.084717 1529.371216 32.437870	1.203 0.030 1.454
ttt_random_ammo	-206.734314 -289.318420 0.338112	0.003 -0.116 -0.158
ttt_random_ammo	-181.421829 -303.215210 0.332810	0.046 0.000 -0.028
ttt_random_ammo	-164.928238 -289.220764 0.372754	0.108 0.000 0.068
ttt_random_ammo	-166.941833 -272.653900 0.401041	0.213 -0.060 -0.255
ttt_random_ammo	-176.908524 -255.937561 0.372532	-0.099 -0.000 0.056
ttt_random_ammo	-197.473190 -257.096588 0.379430	0.169 0.001 0.145
ttt_random_ammo	-206.791107 21.928539 0.447618	-0.001 0.118 0.048
ttt_random_ammo	-221.863647 17.128630 0.332810	0.046 0.000 -0.028
ttt_random_ammo	-254.836609 13.462934 2.758746	0.009 23.806 90.369
ttt_random_ammo	-283.655457 12.714354 2.722105	0.681 58.397 90.008
ttt_random_ammo	-312.686035 32.402882 2.757454	89.615 -144.576 -177.793
ttt_random_ammo	-332.757507 38.078915 0.346817	0.049 0.000 -0.017
ttt_random_ammo	-382.277191 43.078762 0.344574	0.048 0.000 -0.019
ttt_random_ammo	-300.475433 -144.498169 0.359728	0.178 0.108 -0.059
ttt_random_ammo	-103.692581 81.280792 19.373976	1.090 0.375 0.427
ttt_random_ammo	-119.835876 3.440500 19.364508	0.733 -1.261 0.373
ttt_random_ammo	-1855.236328 -352.750214 184.411591	0.471 -0.811 2.648
ttt_random_ammo	-1878.128662 -394.587097 218.178741	-0.431 -10.800 0.071
ttt_random_ammo	-1875.936401 -372.571289 218.154404	-0.476 -0.076 -0.061
ttt_random_ammo	-1873.696655 -338.109924 218.115173	-0.432 0.207 -0.095
ttt_random_ammo	-1871.559326 -96.522415 218.222275	-0.575 -4.402 0.021
ttt_random_ammo	-1870.275757 -66.069122 218.206436	-0.366 0.065 -0.026
ttt_random_ammo	-1870.633179 -58.578709 218.194778	-0.349 0.094 0.051
ttt_random_ammo	-1871.654297 7.972162 218.210541	-0.434 -9.445 -0.119
ttt_random_ammo	-1874.197876 76.342865 218.178085	-0.358 0.041 -0.055
ttt_random_ammo	-1873.837524 46.126518 218.148880	-0.455 0.041 -0.176
ttt_random_ammo	-1878.910400 97.042068 218.051086	-0.454 0.213 -0.198
ttt_random_ammo	-1671.731567 116.011543 186.735779	-0.657 -90.020 -90.576
ttt_random_ammo	-1568.687988 -108.531670 242.970016	-0.048 0.227 -0.284
ttt_random_ammo	-1565.043091 -162.899078 242.923523	-0.117 0.316 -0.013
ttt_random_ammo	-1560.672241 -210.717209 242.893402	-0.143 0.119 -0.010
ttt_random_ammo	-1564.541016 -264.719757 242.975327	0.131 0.532 -0.110
ttt_random_ammo	-1582.665649 -322.163300 186.683670	-0.698 -34.702 -89.641
ttt_random_ammo	-1561.863159 -347.927643 242.942078	0.386 -0.013 -0.492
ttt_random_ammo	-1562.328613 -295.919800 242.890213	-0.762 -0.005 0.980
ttt_random_ammo	-1586.734497 11.631743 360.933533	-0.347 -0.138 -0.652
ttt_random_ammo	-1432.317871 -431.596222 320.377869	0.146 0.001 0.117
ttt_random_ammo	-1429.919067 -400.857910 320.454193	0.847 0.024 1.023
ttt_random_ammo	-1432.248779 -356.632751 320.394745	1.069 0.014 1.247
ttt_random_ammo	-1431.233521 -317.945648 320.322723	0.046 0.000 -0.033
ttt_random_ammo	-1430.271118 -272.147888 320.386719	0.312 0.002 0.323
ttt_random_ammo	-1432.146606 -225.510620 320.394836	1.057 0.014 1.233
ttt_random_ammo	-1431.698730 -180.520523 320.351196	0.052 0.000 -0.011
ttt_random_ammo	-1736.793091 1256.058472 360.346802	0.049 0.000 -0.017
