# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_lost_temple_v2
# Exported by: [REALM] Robopossum
setting:	replacespawns 0
weapon_zm_mac10	269.000000 383.000000 -1407.000000	0.000 23.500 -74.000
weapon_zm_mac10	469.000000 830.000000 -1366.530029	0.000 84.000 0.000
weapon_zm_mac10	458.000000 765.000000 -1366.530029	12.779 39.827 -14.854
weapon_zm_mac10	-968.000000 1425.000000 -1396.530029	0.000 0.000 0.000
item_ammo_357_ttt	-959.000000 -3244.000000 -1455.000000	0.000 94.000 0.000
item_ammo_357_ttt	-953.000000 -3229.000000 -1455.000000	0.000 69.000 0.000
item_ammo_357_ttt	-943.000000 -3215.169922 -1456.719971	0.000 167.500 0.000
item_ammo_357_ttt	1340.000000 1660.300049 -1355.719971	0.000 231.500 0.000
item_ammo_357_ttt	1350.640015 1646.180054 -1355.719971	0.000 285.500 0.000
item_ammo_357_ttt	1359.890015 1634.160034 -1355.719971	0.000 256.500 0.000
item_ammo_357_ttt	572.000000 728.000000 -1370.719971	0.000 48.500 0.000
item_ammo_357_ttt	557.000000 729.000000 -1370.719971	0.000 144.000 0.000
item_ammo_357_ttt	543.000000 731.000000 -1370.719971	0.000 68.000 0.000
item_ammo_357_ttt	507.977997 700.059021 -1370.410034	0.000 132.500 0.000
item_ammo_357_ttt	515.809998 711.833984 -1370.410034	0.000 208.500 0.000
item_ammo_357_ttt	3573.000000 28.164200 -1358.719971	0.000 63.000 0.000
item_ammo_357_ttt	3556.000000 27.164200 -1358.719971	0.000 24.500 0.000
item_ammo_357_ttt	3567.000000 47.164200 -1358.719971	0.000 332.000 0.000
item_ammo_357_ttt	-1311.189941 1459.099976 -1358.719971	0.000 0.000 0.000
item_ammo_357_ttt	-1308.030029 1442.469971 -1358.719971	0.000 0.000 0.000
item_ammo_357_ttt	-1309.530029 1421.160034 -1358.719971	0.000 0.000 0.000
item_ammo_pistol_ttt	409.057007 243.326004 -1370.079956	0.000 281.000 0.000
item_ammo_pistol_ttt	407.028015 253.761993 -1369.510010	0.000 281.000 0.000
item_ammo_pistol_ttt	405.131012 263.523987 -1369.689941	0.000 281.000 0.000
item_ammo_pistol_ttt	-200.095993 -1499.619995 -1353.329956	0.000 14.000 0.000
item_ammo_pistol_ttt	-190.447006 -1497.219971 -1353.150024	0.000 14.000 0.000
item_ammo_pistol_ttt	-180.130997 -1494.650024 -1353.719971	0.000 14.000 0.000
item_ammo_pistol_ttt	345.959015 -3101.189941 -1446.609985	0.000 0.000 0.000
item_ammo_pistol_ttt	359.660004 -3094.479980 -1447.849976	0.000 0.000 0.000
item_ammo_pistol_ttt	379.868988 -3096.080078 -1450.719971	0.000 0.000 0.000
item_ammo_pistol_ttt	323.610992 -2698.060059 -1372.719971	0.000 0.000 0.000
item_ammo_pistol_ttt	335.592987 -2700.310059 -1372.719971	0.000 0.000 0.000
item_ammo_pistol_ttt	348.692993 -2699.530029 -1372.719971	0.000 0.000 0.000
item_ammo_pistol_ttt	490.783997 152.669006 -1410.000000	0.000 0.000 0.000
item_ammo_pistol_ttt	478.000000 150.337006 -1410.000000	0.000 0.000 0.000
item_ammo_pistol_ttt	466.868988 150.378998 -1410.719971	0.000 0.000 0.000
item_ammo_pistol_ttt	457.480988 154.481995 -1410.209961	0.000 0.000 0.000
item_ammo_pistol_ttt	1076.579956 1481.619995 -1419.719971	0.000 0.000 0.000
item_ammo_pistol_ttt	1087.400024 1481.380005 -1419.719971	0.000 0.000 0.000
item_ammo_pistol_ttt	1098.689941 1479.380005 -1419.719971	0.000 0.000 0.000
item_ammo_pistol_ttt	1502.000000 2234.000000 -1420.000000	0.000 335.000 0.000
item_ammo_pistol_ttt	1513.000000 2225.000000 -1420.000000	0.000 350.500 0.000
item_ammo_pistol_ttt	1490.000000 1490.380005 -1355.510010	0.000 45.000 0.000
item_ammo_pistol_ttt	1536.000000 1473.000000 -1356.000000	0.000 60.500 0.000
item_ammo_pistol_ttt	1534.000000 1495.380005 -1355.510010	0.000 335.500 0.000
item_ammo_pistol_ttt	1512.000000 1485.380005 -1355.510010	0.000 306.000 0.000
item_ammo_pistol_ttt	621.000000 1635.000000 -1363.719971	0.000 351.500 0.000
item_ammo_pistol_ttt	607.000000 1640.000000 -1363.719971	0.000 26.500 0.000
item_ammo_pistol_ttt	439.102997 708.153992 -1370.719971	0.000 0.000 0.000
item_ammo_pistol_ttt	450.727997 705.041016 -1370.719971	0.000 0.000 0.000
item_ammo_pistol_ttt	468.282013 704.255981 -1370.719971	0.000 0.000 0.000
item_ammo_pistol_ttt	476.605011 702.447021 -1370.719971	0.000 0.000 0.000
weapon_zm_molotov	223.856995 463.363007 -1369.270020	0.000 349.500 74.500
weapon_zm_molotov	218.423996 454.733002 -1368.270020	0.000 316.500 0.000
weapon_zm_molotov	2527.000000 -267.000000 -1355.270020	0.000 0.000 0.000
weapon_zm_molotov	-895.184998 1413.260010 -1381.609985	0.000 0.000 0.000
weapon_zm_molotov	-880.219971 1419.829956 -1381.609985	0.000 0.000 0.000
weapon_zm_molotov	-890.731995 1388.180054 -1381.609985	0.000 0.000 0.000
weapon_ttt_confgrenade	-77.095802 -2686.219971 -1370.719971	0.000 0.000 0.000
weapon_ttt_confgrenade	-70.454903 -2689.409912 -1371.640015	0.000 0.000 0.000
weapon_ttt_confgrenade	1552.709961 2194.629883 -1415.510010	0.000 0.000 0.000
weapon_ttt_confgrenade	1540.800049 2195.320068 -1415.510010	0.000 0.000 0.000
weapon_ttt_confgrenade	3045.090088 -437.407013 -1397.719971	0.000 0.000 0.000
weapon_ttt_confgrenade	3037.000000 -442.000000 -1397.719971	0.000 0.000 0.000
weapon_ttt_confgrenade	3752.699951 -488.123993 -1371.390015	0.000 190.500 0.000
weapon_ttt_confgrenade	3759.810059 -490.049988 -1370.469971	0.000 190.500 0.000
weapon_ttt_confgrenade	3998.419922 -30.069000 -1385.209961	0.000 0.000 0.000
weapon_ttt_confgrenade	4009.979980 -20.055901 -1384.719971	0.000 0.000 0.000
weapon_ttt_confgrenade	-884.718018 1436.010010 -1382.369995	0.000 0.000 0.000
weapon_ttt_confgrenade	-894.693970 1440.699951 -1382.859985	0.000 0.000 0.000
weapon_ttt_confgrenade	-891.857971 1457.939941 -1382.859985	0.000 0.000 0.000
item_ammo_revolver_ttt	87.195602 -947.835999 -1401.410034	0.000 122.000 0.000
item_ammo_revolver_ttt	73.195602 -957.835999 -1401.410034	0.000 160.500 0.000
item_ammo_revolver_ttt	88.195602 -958.835999 -1401.410034	0.000 89.500 0.000
item_ammo_revolver_ttt	59.000000 -967.000000 -1402.000000	0.000 151.500 0.000
item_ammo_revolver_ttt	427.908997 259.834015 -1369.719971	0.000 306.000 0.000
item_ammo_revolver_ttt	433.809998 251.544998 -1369.439941	0.000 306.000 0.000
item_ammo_revolver_ttt	668.070007 -3096.909912 -1410.719971	0.000 235.500 0.000
item_ammo_revolver_ttt	677.000000 -3086.000000 -1411.000000	0.000 343.500 0.000
item_ammo_revolver_ttt	329.809998 221.834000 -1415.410034	0.000 282.000 0.000
item_ammo_revolver_ttt	349.809998 223.834000 -1416.010010	0.000 308.000 0.000
item_ammo_revolver_ttt	361.000000 236.000000 -1414.000000	0.000 327.000 0.000
item_ammo_revolver_ttt	715.195984 -1952.390015 -1353.719971	0.000 22.000 0.000
item_ammo_revolver_ttt	730.994995 -1944.030029 -1353.719971	0.000 226.500 0.000
item_ammo_revolver_ttt	729.468018 -1959.839966 -1353.719971	0.000 305.500 0.000
item_ammo_revolver_ttt	748.195984 -1948.390015 -1353.719971	0.000 353.000 0.000
item_ammo_revolver_ttt	2502.000000 -303.000000 -1359.719971	0.000 136.000 0.000
item_ammo_revolver_ttt	2499.000000 -318.000000 -1359.719971	0.000 169.500 0.000
item_ammo_revolver_ttt	2512.000000 -315.000000 -1359.719971	0.000 164.500 0.000
item_ammo_revolver_ttt	2512.199951 -238.835999 -1359.719971	0.000 197.000 0.000
item_ammo_revolver_ttt	2524.199951 -232.835999 -1359.719971	0.000 150.500 0.000
item_ammo_revolver_ttt	2536.199951 -240.835999 -1359.719971	0.000 188.500 0.000
item_ammo_revolver_ttt	960.361023 1627.599976 -1371.719971	0.000 0.000 0.000
item_ammo_revolver_ttt	960.992981 1653.829956 -1371.719971	0.000 322.000 0.000
item_ammo_revolver_ttt	1013.000000 2282.909912 -1371.719971	0.000 36.000 0.000
item_ammo_revolver_ttt	980.000000 2277.909912 -1371.719971	0.000 255.500 0.000
item_ammo_revolver_ttt	979.140015 2305.550049 -1371.719971	0.000 0.000 0.000
item_ammo_revolver_ttt	990.000000 2309.909912 -1371.719971	0.000 345.000 0.000
item_ammo_revolver_ttt	1445.300049 2293.159912 -1387.719971	0.000 24.500 0.000
item_ammo_revolver_ttt	1447.000000 2310.909912 -1387.719971	0.000 162.500 0.000
item_ammo_revolver_ttt	439.000000 738.000000 -1370.719971	0.000 0.000 0.000
item_ammo_revolver_ttt	452.209015 726.606018 -1370.719971	0.000 36.500 0.000
item_ammo_revolver_ttt	471.000000 727.000000 -1370.719971	0.000 45.500 0.000
item_ammo_revolver_ttt	-1110.000000 1448.489990 -1358.410034	0.000 97.500 0.000
item_ammo_revolver_ttt	-1102.000000 1437.489990 -1358.410034	0.000 330.000 0.000
item_ammo_revolver_ttt	-1101.310059 1420.160034 -1358.410034	0.000 55.000 0.000
weapon_zm_shotgun	304.000000 -1759.000000 -1358.000000	0.000 0.000 -72.000
weapon_zm_shotgun	302.000000 -1821.000000 -1358.510010	0.000 0.000 56.500
weapon_zm_shotgun	-694.000000 -3096.000000 -1417.000000	-4.788 85.598 -47.316
weapon_zm_shotgun	1230.000000 2029.000000 -1416.510010	0.000 0.000 0.000
weapon_zm_shotgun	1226.000000 2041.000000 -1416.510010	0.000 0.000 0.000
weapon_zm_shotgun	-419.000000 -2271.000000 -1356.040039	0.000 342.500 0.000
weapon_zm_sledge	1501.000000 1468.000000 -1351.140015	0.000 0.000 0.000
weapon_zm_sledge	262.000000 415.000000 -1404.949951	0.000 0.000 0.000
weapon_zm_sledge	3995.000000 -11.000000 -1381.000000	0.000 93.500 0.000
weapon_zm_revolver	377.000000 266.000000 -1403.219971	0.000 162.000 0.000
weapon_zm_revolver	680.000000 -3103.000000 -1404.000000	0.000 3.000 -76.000
weapon_zm_revolver	2500.000000 -256.000000 -1356.000000	6.820 338.082 -76.906
weapon_zm_revolver	2500.000000 -293.000000 -1358.000000	0.000 35.500 -80.500
weapon_zm_revolver	986.911987 2286.820068 -1369.000000	0.000 0.000 0.000
weapon_zm_revolver	997.320007 2301.750000 -1369.000000	0.000 0.000 0.000
weapon_zm_revolver	438.000000 209.000000 -1403.000000	0.000 99.000 0.000
weapon_zm_revolver	-1129.000000 1426.000000 -1356.000000	0.000 13.500 0.000
weapon_zm_pistol	429.000000 235.000000 -1367.000000	0.000 126.500 0.000
weapon_zm_pistol	421.000000 221.000000 -1402.219971	12.164 220.507 -4.622
weapon_zm_pistol	-216.000000 -1509.000000 -1351.000000	0.000 0.000 -88.000
weapon_zm_pistol	1500.000000 1503.000000 -1353.280029	0.000 317.000 0.000
weapon_zm_pistol	1516.000000 1505.000000 -1353.280029	0.000 32.500 0.000
weapon_zm_pistol	385.000000 216.000000 -1397.000000	12.164 340.507 -4.622
weapon_zm_pistol	-430.069000 -2707.419922 -1385.209961	0.000 270.000 0.000
