# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_traitormotel_v10
# Exported by: Lanix
setting:	replacespawns 1
item_box_buckshot_ttt	-789.9916 -97.9440 88.3441	-0.585 0.003 -0.490
item_box_buckshot_ttt	-776.8718 -91.6990 88.4062	0.974 0.002 0.806
item_box_buckshot_ttt	-777.2255 -67.9858 88.3815	-0.246 0.000 0.287
weapon_zm_sledge	49.8287 -270.1932 -27.6671	18.217 5.503 1.574
weapon_zm_sledge	48.9379 16.7800 -27.6027	18.286 4.089 2.976
weapon_zm_sledge	-789.8659 369.6801 101.9503	0.959 -1.206 -129.959
weapon_zm_sledge	-1112.4258 -673.8290 100.3255	18.085 -4.934 3.694
weapon_zm_sledge	-548.8768 -521.6085 99.1251	2.047 -4.879 88.510
weapon_zm_sledge	-483.7940 -886.2156 188.3586	17.973 0.304 2.961
weapon_zm_sledge	458.4063 10.1197 3.7503	11.102 2.406 1.439
weapon_zm_sledge	-1020.6141 742.1752 256.4108	18.506 0.754 2.887
weapon_zm_sledge	-303.5559 -217.6602 143.4218	18.520 0.205 2.869
weapon_zm_sledge	-305.1921 -88.2028 143.4283	18.583 0.194 2.836
weapon_ttt_glock	660.9416 554.0737 32.5697	-0.116 39.478 91.583
weapon_ttt_glock	660.9304 533.8063 32.5791	0.163 39.309 91.453
weapon_ttt_glock	-478.0726 -986.5930 143.5485	-1.090 26.679 92.095
weapon_ttt_glock	-480.1230 -978.0837 143.5589	-1.008 26.692 91.895
weapon_ttt_glock	-413.3790 1035.8036 96.5385	-0.731 18.987 92.662
weapon_ttt_glock	-394.0332 1040.8558 96.4711	-1.434 27.591 92.032
weapon_ttt_glock	-1037.4337 296.5324 99.7249	34.603 0.359 0.852
weapon_ttt_glock	-1077.8326 -200.4590 96.5188	-0.619 28.081 92.719
weapon_ttt_glock	-1119.6826 -210.2575 96.5134	-0.903 25.713 92.135
ttt_random_ammo	238.6194 -94.5618 0.3898	0.481 -0.003 -0.530
ttt_random_ammo	239.1126 -137.2063 0.3423	0.048 -0.000 0.021
ttt_random_ammo	238.4581 -113.2356 0.3377	0.047 -0.000 0.025
ttt_random_ammo	240.7076 -198.1881 0.3254	0.047 -0.000 0.032
ttt_random_ammo	250.9980 -168.8209 0.3793	0.173 -0.001 -0.150
ttt_random_ammo	156.7669 -203.8642 0.3709	0.100 -0.000 -0.057
ttt_random_ammo	215.5857 -228.3437 0.3353	0.047 -0.000 0.027
ttt_random_ammo	187.0350 -52.7627 43.0372	-1.840 -146.551 88.757
ttt_random_ammo	231.7124 -56.0344 43.9984	-88.194 -13.759 0.499
ttt_random_ammo	149.7602 -108.9972 52.1904	0.561 -0.076 0.353
ttt_random_ammo	123.7728 -208.6987 52.2289	-0.318 -0.081 -0.304
ttt_random_ammo	189.8026 -210.2150 52.2915	-0.279 -0.157 -0.076
ttt_random_ammo	215.3613 -162.3621 52.2621	-0.447 -0.089 -0.113
ttt_random_ammo	204.7038 -111.5526 52.1457	0.705 0.141 -0.275
ttt_random_ammo	-395.1184 467.7031 255.5831	-88.023 -60.530 90.479
ttt_random_ammo	-376.3907 524.9190 255.6676	-89.524 118.386 -149.799
ttt_random_ammo	-349.6164 525.1573 265.1155	0.563 -1.073 7.931
ttt_random_ammo	-370.8765 490.6758 261.1634	-2.878 -1.612 5.821
ttt_random_ammo	-382.7580 508.4085 258.7100	-70.492 145.376 176.003
ttt_random_ammo	-357.7849 535.7112 255.6591	-89.706 -175.765 -176.548
ttt_random_ammo	544.0375 -577.8641 -127.6063	0.821 0.009 0.945
ttt_random_ammo	569.2712 -577.7816 -127.6087	0.533 0.004 0.594
ttt_random_ammo	696.7737 -1043.7166 0.4462	1.075 0.028 1.305
ttt_random_ammo	677.1930 -1037.9200 0.3336	-0.047 -0.000 -0.028
ttt_random_ammo	704.4549 -1027.4430 0.3949	1.240 0.019 1.455
ttt_random_ammo	-573.6761 360.5692 -79.6446	0.056 0.000 -0.004
ttt_random_ammo	-560.4177 338.3733 -79.5453	0.548 5.950 0.800
ttt_random_ammo	-555.0678 367.4393 -79.6773	0.047 0.000 -0.033
ttt_random_ammo	-586.3758 373.4257 -79.6799	0.047 0.000 -0.034
ttt_random_ammo	-604.7043 361.9810 -79.6308	0.091 0.000 0.045
ttt_random_ammo	-591.0720 339.9413 -79.5601	1.168 0.029 1.413
ttt_random_ammo	-555.9284 306.3292 -79.6577	0.048 0.000 -0.022
ttt_random_ammo	-555.5093 280.4809 -79.6365	0.071 0.000 0.018
ttt_random_ammo	-579.8386 311.4223 -79.6510	0.051 0.000 -0.014
ttt_random_ammo	-578.5470 285.7540 -79.6532	0.050 0.000 -0.017
ttt_random_ammo	-621.0402 374.9933 -79.6308	0.091 0.000 0.045
ttt_random_ammo	-657.7082 363.6675 -79.5741	1.494 0.034 1.811
ttt_random_ammo	-684.8190 374.0992 -79.5553	1.088 0.028 1.318
ttt_random_ammo	-631.2911 344.9038 -79.5456	0.787 0.023 0.944
ttt_random_ammo	-609.6129 313.8532 -79.5553	1.088 0.028 1.318
ttt_random_ammo	-923.8388 8.7885 -23.6175	0.213 0.001 0.200
ttt_random_ammo	-934.1718 9.1535 -23.6600	0.047 0.000 -0.023
ttt_random_ammo	-945.5208 8.9874 -23.5744	1.472 -0.035 -1.784
weapon_zm_mac10	279.6289 967.1731 1.2358	-0.118 -21.413 -88.325
weapon_zm_mac10	-465.6573 719.7380 101.5549	-0.244 8.014 -91.976
weapon_zm_mac10	-652.0222 296.5226 97.1815	0.442 176.169 90.386
weapon_zm_mac10	-972.5048 -408.7767 97.2985	-0.150 22.753 -88.690
weapon_zm_mac10	-918.3271 1202.3002 97.3196	-0.016 -30.514 -89.114
weapon_zm_mac10	-754.0941 -220.1050 121.3207	0.441 -43.485 -87.715
item_ammo_357_ttt	-295.6242 -105.0487 96.2292	0.451 0.063 0.053
item_ammo_357_ttt	-298.7257 -122.5450 96.2209	0.450 0.067 0.056
item_ammo_357_ttt	-358.7840 -686.7735 96.3148	0.447 0.072 0.062
item_ammo_357_ttt	-370.1134 -684.4153 96.3553	0.455 0.059 0.046
item_ammo_357_ttt	-683.0717 744.1851 96.3107	0.462 0.075 0.058
item_ammo_357_ttt	-697.3707 742.6981 96.3857	0.469 0.058 0.031
item_ammo_revolver_ttt	289.5436 454.0512 0.4322	1.620 0.076 -0.696
item_ammo_revolver_ttt	275.6837 453.9831 0.4442	1.143 -0.384 -0.839
item_ammo_revolver_ttt	266.0471 454.5204 0.3303	0.450 0.067 0.056
item_ammo_revolver_ttt	298.8948 519.8967 0.3124	0.446 0.072 0.064
item_ammo_revolver_ttt	284.9593 520.9068 0.3840	0.460 0.054 0.035
item_ammo_revolver_ttt	273.9461 521.8879 0.4425	1.136 1.377 -0.068
item_ammo_revolver_ttt	291.8336 650.7443 0.3878	0.461 0.054 0.033
item_ammo_revolver_ttt	280.9447 651.6976 0.3878	0.461 0.054 0.033
item_ammo_revolver_ttt	273.1216 652.7703 0.3444	0.452 0.061 0.051
item_ammo_revolver_ttt	300.6494 711.8717 0.3822	0.609 -0.069 0.014
item_ammo_revolver_ttt	284.3959 710.4536 0.3481	0.453 0.061 0.049
item_ammo_revolver_ttt	273.5464 713.0120 0.3621	0.456 0.057 0.044
item_ammo_revolver_ttt	-1007.3242 -398.6561 96.3772	0.459 0.055 0.038
item_ammo_revolver_ttt	-997.6931 -396.6051 96.3500	0.453 0.061 0.049
item_ammo_revolver_ttt	-989.1785 -394.3008 96.4598	1.878 0.274 -1.145
item_ammo_revolver_ttt	-1149.6960 625.2244 121.1112	0.468 0.058 0.034
item_ammo_revolver_ttt	-1163.8093 632.0983 121.1207	0.469 0.058 0.031
item_ammo_revolver_ttt	-1172.3566 604.4290 121.0457	0.462 0.075 0.058
item_ammo_revolver_ttt	-801.5840 1.1633 96.3366	0.451 0.063 0.054
item_ammo_revolver_ttt	-786.1282 1.4638 96.4457	1.135 -0.199 -0.813
item_ammo_revolver_ttt	-795.4240 1.0241 96.4329	0.776 -0.155 -0.736
item_ammo_revolver_ttt	-694.8279 207.9781 252.2990	0.660 -0.079 -0.056
item_ammo_revolver_ttt	-687.4664 220.9315 252.3317	0.625 -0.073 -0.045
item_ammo_revolver_ttt	-672.6093 226.9474 252.2883	0.672 -0.085 -0.059
item_ammo_revolver_ttt	-339.8124 737.6778 100.3658	0.002 0.141 -0.043
item_ammo_revolver_ttt	-322.2168 723.1369 100.3223	0.482 0.037 0.044
item_ammo_revolver_ttt	-334.5833 725.3348 100.3553	0.454 0.059 0.046
ttt_playerspawn	-173.4760 142.4538 96.3620	-0.029 -0.000 0.029
ttt_playerspawn	-180.4385 -74.9319 96.3775	-0.025 -0.000 0.025
ttt_playerspawn	-191.0062 -299.2870 96.3895	0.020 -0.000 -0.020
ttt_playerspawn	-76.6264 -26.3586 96.3578	-0.023 -0.000 0.023
ttt_playerspawn	-88.5112 -196.7785 96.4348	-0.011 -0.000 0.011
ttt_playerspawn	-173.3197 -425.5829 96.4151	-0.017 0.000 0.017
ttt_playerspawn	300.1461 -427.7296 0.4704	-0.006 0.000 0.006
ttt_playerspawn	300.2001 -282.5245 0.3639	-0.028 -0.000 0.028
ttt_playerspawn	205.6649 138.9561 0.3853	0.022 0.000 -0.022
ttt_playerspawn	395.4101 162.5251 0.4005	-0.007 -2.431 0.028
ttt_playerspawn	359.2840 -21.7276 0.3499	-0.030 -0.000 0.030
ttt_playerspawn	407.4247 -219.8951 0.4088	-0.013 -0.000 0.013
ttt_playerspawn	381.1759 -401.8077 0.3884	-0.022 0.000 0.022
ttt_playerspawn	309.7771 -146.4923 0.3762	-0.025 -0.000 0.025
ttt_playerspawn	291.8083 101.6673 0.4222	0.016 0.000 -0.016
ttt_playerspawn	196.9026 33.3341 0.3994	-0.016 -0.000 0.016
ttt_playerspawn	-128.8067 49.4170 96.4469	0.011 0.000 -0.011
ttt_playerspawn	-410.9742 -70.8409 96.4947	-0.000 2.106 -0.016
ttt_playerspawn	-407.0131 -260.1677 96.4055	0.017 -0.000 -0.017
ttt_playerspawn	-444.1855 -346.8036 96.4562	-0.006 0.000 0.006
ttt_playerspawn	-33.0386 -455.6472 96.4305	-0.024 0.000 0.003
ttt_playerspawn	185.6219 -346.2253 0.4460	0.010 0.000 -0.010
ttt_playerspawn	173.8179 -458.5916 0.3734	0.027 -0.000 -0.027
ttt_playerspawn	398.3556 -104.3677 0.3822	0.018 -0.000 -0.018
ttt_playerspawn	-39.8111 198.1278 96.4281	-0.014 0.000 0.014
ttt_playerspawn	-26.4102 -288.3681 96.3917	-0.022 -0.000 0.022
ttt_playerspawn	-22.2224 -114.7473 96.4309	0.014 0.000 -0.014
ttt_playerspawn	-327.6287 852.8481 96.3545	0.030 0.000 -0.030
ttt_playerspawn	-451.1595 -138.6085 96.3775	-0.020 0.000 0.020
ttt_playerspawn	-477.8074 624.8410 96.4194	-0.013 0.000 0.013
ttt_playerspawn	-884.0698 634.6160 96.3657	-0.024 0.000 0.024
ttt_playerspawn	-887.2585 125.3139 96.4079	0.020 0.000 -0.020
ttt_playerspawn	-1028.7938 -897.6779 96.3966	0.030 -0.107 -0.018
ttt_playerspawn	-999.1924 -1478.0197 96.4357	-0.011 0.000 0.011
ttt_playerspawn	-1091.4806 -1190.0284 96.3796	-0.022 0.000 0.022
ttt_playerspawn	-360.1193 -1272.7744 96.4393	-0.012 -0.000 -0.030
ttt_playerspawn	-132.6592 -873.1144 96.4626	0.008 0.000 -0.008
ttt_playerspawn	-382.7393 -940.5458 96.4094	0.020 0.000 -0.020
ttt_playerspawn	-376.9579 -1067.2244 96.3951	0.017 0.000 -0.017
ttt_playerspawn	-303.2892 -1001.1463 96.3973	-0.018 0.000 0.018
ttt_playerspawn	-187.6564 -196.0833 96.3908	-0.020 0.000 0.020
ttt_playerspawn	-432.5128 28.7835 96.3819	0.020 0.000 -0.020
weapon_zm_rifle	-301.4166 -79.7623 97.2520	3.926 92.772 64.206
weapon_zm_rifle	-385.5292 -658.8632 97.3178	3.346 4.515 64.456
weapon_zm_rifle	-699.1859 727.5975 97.3438	3.329 11.510 64.898
weapon_ttt_smokegrenade	233.9041 -1108.6045 100.5417	0.236 -0.195 -0.046
weapon_ttt_smokegrenade	224.9718 -1112.2157 100.5587	0.207 -0.209 -0.040
weapon_ttt_smokegrenade	659.5016 622.3501 36.5973	2.445 -0.125 -2.535
weapon_ttt_smokegrenade	659.8216 599.8162 36.5685	3.188 -0.143 -3.303
weapon_ttt_smokegrenade	645.2395 609.4935 36.5856	2.820 -0.137 -2.936
weapon_ttt_smokegrenade	6.6648 -151.4502 20.5013	0.261 0.003 0.111
weapon_ttt_smokegrenade	6.4702 -111.8465 20.5234	0.552 0.007 -0.255
weapon_ttt_smokegrenade	-800.1687 -137.0314 100.5457	0.229 -0.195 -0.045
weapon_ttt_smokegrenade	-795.1726 -168.0358 100.5355	0.246 -0.185 -0.049
weapon_ttt_confgrenade	-4.1509 607.8947 35.5317	1.713 0.235 -0.717
weapon_ttt_confgrenade	12.2011 593.9032 35.4971	2.215 0.191 -0.928
weapon_ttt_confgrenade	13.1310 619.8699 35.5467	1.495 0.225 -0.626
weapon_ttt_confgrenade	646.1389 618.6774 35.5317	1.713 0.235 -0.717
weapon_ttt_confgrenade	658.4498 610.1158 35.5611	1.285 0.223 -0.538
weapon_ttt_confgrenade	644.0996 598.0327 35.4899	2.317 0.201 -0.971
weapon_ttt_confgrenade	8.0159 -223.2741 19.5177	1.569 0.149 -0.401
weapon_ttt_confgrenade	8.5111 -36.0176 19.5031	1.744 0.170 -0.446
weapon_ttt_confgrenade	-747.7980 -155.9047 98.1515	-9.934 35.215 85.425
weapon_ttt_confgrenade	-733.4611 -147.6452 98.0675	41.864 -9.849 -94.523
weapon_ttt_confgrenade	-709.2526 -176.9659 99.4922	2.457 0.210 -0.776
