# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_rooftops_a2
# Exported by: [OM] Rogue: The Lonely
setting:	replacespawns 0
ttt_random_weapon	3216.917480 2213.568604 513.219421	1.656 4.923 -93.099
ttt_random_weapon	3296.000977 2462.963135 561.049622	1.722 4.770 -92.947
ttt_random_weapon	3298.856689 2417.079834 609.051636	1.700 4.768 -92.999
ttt_random_weapon	3792.422607 2501.490234 695.346130	1.919 4.783 -92.496
ttt_random_weapon	1278.347046 2466.431641 769.206909	1.798 4.929 -92.775
ttt_random_weapon	376.100830 2626.299072 320.198334	2.082 2.892 -92.124
ttt_random_weapon	578.989380 2606.700928 258.731995	1.514 4.553 -93.424
ttt_random_weapon	612.579895 2280.030762 417.707672	1.789 4.375 -92.795
ttt_random_weapon	254.504715 2311.438721 417.680420	2.095 4.376 -92.092
ttt_random_weapon	-187.697144 1368.836914 256.206268	1.805 4.928 -92.759
ttt_random_weapon	987.914185 -80.456642 113.065277	1.545 4.757 -93.352
ttt_random_weapon	992.040527 -37.895866 161.050644	1.711 4.769 -92.973
ttt_random_weapon	904.559875 44.262966 97.074554	1.842 5.713 -92.793
ttt_random_weapon	870.115906 63.342186 97.034645	2.265 5.679 -91.922
ttt_random_weapon	911.234070 136.120743 97.052719	2.075 5.613 -92.309
ttt_random_weapon	874.549927 140.635330 97.029144	2.323 5.662 -91.803
ttt_random_weapon	463.617126 -1101.505127 129.202026	1.852 4.778 -92.649
ttt_random_weapon	475.642670 -1171.644653 145.176208	1.822 4.776 -92.719
ttt_random_weapon	392.753784 -829.297241 169.732742	1.822 4.776 -92.719
ttt_random_weapon	921.686218 -1156.471680 577.216248	1.692 4.925 -93.016
ttt_random_weapon	923.757385 -1189.334717 577.202271	1.850 4.928 -92.656
ttt_random_weapon	747.568726 -1145.094116 753.037415	1.860 4.779 -92.631
ttt_random_weapon	801.422546 -1109.827515 705.222717	1.619 4.921 -93.184
ttt_random_weapon	800.947876 -1141.842285 705.202271	1.849 4.928 -92.656
ttt_random_weapon	1218.168823 190.028183 553.825134	1.874 4.930 -92.601
ttt_random_weapon	1216.149658 208.646652 553.841736	1.687 4.924 -93.029
ttt_random_weapon	1131.835693 2242.520996 385.206268	1.805 4.928 -92.758
ttt_random_weapon	1278.172485 2288.329102 411.571594	1.919 4.783 -92.496
ttt_random_weapon	1274.195679 2196.299316 411.518097	2.251 3.609 -92.804
ttt_random_weapon	1276.233032 2112.093018 411.571594	1.919 3.753 -92.497
ttt_random_weapon	1277.603027 2065.708252 411.577515	1.852 4.778 -92.649
ttt_random_weapon	1855.211914 1709.091309 769.204956	1.819 4.928 -92.725
item_ammo_smg1_ttt	178.000000 14.000000 64.000000	0.000 271.000 0.000
item_ammo_smg1_ttt	178.000000 28.000000 64.000000	0.000 271.000 0.000
item_ammo_smg1_ttt	842.000000 -1052.000000 448.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	829.721985 -1051.359985 448.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	838.000000 -1034.000000 448.000000	0.000 271.500 0.000
item_ammo_smg1_ttt	-705.882996 14.154400 -188.654999	0.000 0.000 0.000
item_ammo_smg1_ttt	-691.757996 16.518600 -188.654999	0.000 0.000 0.000
item_ammo_smg1_ttt	604.505981 -748.000000 130.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	620.000000 -748.942017 130.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	1776.750000 45.169399 67.344704	0.000 0.000 0.000
item_ammo_smg1_ttt	1776.510010 18.677000 67.344704	0.000 0.000 0.000
item_ammo_smg1_ttt	810.000000 736.793030 256.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	829.773010 737.674988 256.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	845.650024 736.489014 256.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	3034.550049 1557.339966 385.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	3005.929932 1558.579956 385.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	2632.000000 1290.000000 834.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	2614.419922 1289.520020 834.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	2597.030029 1288.989990 834.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	3116.000000 1472.000000 612.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	3136.000000 1472.000000 612.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	3126.000000 1502.000000 612.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	685.682983 2630.570068 259.609985	0.000 0.000 0.000
item_ammo_smg1_ttt	702.546021 2630.379883 259.609985	0.000 0.000 0.000
item_ammo_smg1_ttt	719.262024 2627.929932 259.609985	0.000 0.000 0.000
item_ammo_smg1_ttt	703.601990 2607.389893 259.609985	0.000 0.000 0.000
item_ammo_smg1_ttt	1128.000000 420.000000 64.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	1144.000000 420.000000 64.000000	0.000 0.000 0.000
weapon_ttt_m16	714.000000 -8.000000 70.000000	0.052 270.999 -3.000
weapon_ttt_m16	870.000000 -1044.000000 386.000000	1.000 270.009 -89.500
weapon_ttt_m16	-709.963989 -817.403992 69.682800	0.000 0.000 0.000
weapon_ttt_m16	1129.000000 -1234.000000 69.000000	0.035 272.000 -0.999
weapon_ttt_m16	1434.140015 420.000000 66.000000	0.000 0.000 86.000
weapon_ttt_m16	2060.909912 294.470001 390.683014	0.000 0.000 0.000
weapon_ttt_m16	-484.000000 1036.000000 260.683014	0.000 275.500 0.000
weapon_ttt_m16	2669.179932 1282.670044 773.682983	0.000 0.000 0.000
weapon_ttt_m16	3615.459961 2522.000000 388.000000	0.000 0.000 87.500
weapon_ttt_m16	1121.699951 2207.350098 389.683014	0.000 0.000 0.000
weapon_ttt_m16	417.664001 2423.580078 422.683014	0.000 0.000 0.000
weapon_ttt_m16	1184.280029 -344.665009 69.682800	0.000 0.000 0.000
weapon_ttt_m16	780.000000 -1118.000000 581.682983	0.000 0.000 0.000
item_box_buckshot_ttt	834.000000 -12.503600 64.000000	0.000 0.000 0.000
item_box_buckshot_ttt	846.000000 -14.000000 64.000000	0.000 0.000 0.000
item_box_buckshot_ttt	840.000000 -28.000000 64.000000	0.000 0.000 0.000
item_box_buckshot_ttt	780.000000 -1423.859985 640.000000	0.000 0.000 0.000
item_box_buckshot_ttt	769.244019 -1427.209961 640.000000	0.000 0.000 0.000
item_box_buckshot_ttt	754.888000 -1424.709961 640.000000	0.000 0.000 0.000
item_box_buckshot_ttt	775.719971 -1408.859985 640.000000	0.000 0.000 0.000
item_box_buckshot_ttt	765.518982 -1408.000000 640.000000	0.000 0.000 0.000
item_box_buckshot_ttt	756.601013 -1409.810059 640.000000	0.000 0.000 0.000
item_box_buckshot_ttt	-662.474976 0.372930 -190.705994	0.000 0.000 0.000
item_box_buckshot_ttt	-650.158997 0.964309 -190.705994	0.000 0.000 0.000
item_box_buckshot_ttt	-658.179993 18.084700 -190.705994	0.000 0.000 0.000
item_box_buckshot_ttt	431.437988 -746.653015 146.000000	0.000 0.000 0.000
item_box_buckshot_ttt	424.747986 -762.000000 146.000000	0.000 0.000 0.000
item_box_buckshot_ttt	438.066010 -761.442993 146.000000	0.000 0.000 0.000
item_box_buckshot_ttt	1296.930054 -1044.410034 65.293900	0.000 0.000 0.000
item_box_buckshot_ttt	1297.729980 -1061.859985 65.293900	0.000 0.000 0.000
item_box_buckshot_ttt	1944.770020 -200.242996 386.294006	0.000 0.000 0.000
item_box_buckshot_ttt	1925.770020 -201.832993 386.294006	0.000 0.000 0.000
item_box_buckshot_ttt	308.000000 1369.829956 256.294006	0.000 0.000 0.000
item_box_buckshot_ttt	325.467010 1371.540039 256.294006	0.000 0.000 0.000
item_box_buckshot_ttt	341.005005 1372.619995 256.294006	0.000 0.000 0.000
item_box_buckshot_ttt	3804.000000 1996.650024 705.294006	0.000 0.000 0.000
item_box_buckshot_ttt	3802.629883 2012.660034 705.294006	0.000 0.000 0.000
item_box_buckshot_ttt	2551.760010 1088.729980 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	2575.479980 1087.060059 385.294006	0.000 0.000 0.000
item_box_buckshot_ttt	-289.040985 2644.459961 260.294006	0.000 0.000 0.000
item_box_buckshot_ttt	-276.606995 2645.790039 260.294006	0.000 0.000 0.000
item_box_buckshot_ttt	-262.957001 2645.300049 260.294006	0.000 0.000 0.000
item_box_buckshot_ttt	632.810974 2199.360107 300.558990	0.000 0.000 0.000
item_box_buckshot_ttt	619.463989 2198.149902 300.558990	0.000 0.000 0.000
item_box_buckshot_ttt	607.693970 2197.649902 300.558990	0.000 0.000 0.000
item_box_buckshot_ttt	593.757019 2200.879883 300.558990	0.000 0.000 0.000
item_box_buckshot_ttt	958.000000 34.000000 106.000000	0.000 0.000 0.000
item_box_buckshot_ttt	970.000000 34.000000 106.000000	0.000 0.000 0.000
item_box_buckshot_ttt	982.000000 34.000000 106.000000	0.000 0.000 0.000
ttt_random_ammo	1062.910034 -879.677979 65.000603	0.000 0.000 0.000
ttt_random_ammo	864.094971 -1120.660034 705.000977	0.000 0.000 0.000
ttt_random_ammo	858.049988 -1107.140015 705.000977	0.000 0.000 0.000
ttt_random_ammo	859.515991 -1132.349976 705.000977	0.000 0.000 0.000
ttt_random_ammo	1297.810059 121.750000 76.000000	0.000 0.000 0.000
ttt_random_ammo	1322.390015 123.315002 76.000000	0.000 0.000 0.000
ttt_random_ammo	1346.000000 120.000000 76.000000	0.000 0.000 0.000
ttt_random_ammo	1322.579956 123.315002 138.000000	0.000 0.000 0.000
ttt_random_ammo	1346.189941 120.000000 138.000000	0.000 0.000 0.000
ttt_random_ammo	1298.000000 121.750000 138.000000	0.000 0.000 0.000
ttt_random_ammo	1320.390015 239.315002 138.000000	0.000 0.000 0.000
ttt_random_ammo	1344.000000 236.000000 138.000000	0.000 0.000 0.000
ttt_random_ammo	1295.810059 237.750000 138.000000	0.000 0.000 0.000
ttt_random_ammo	1344.000000 234.000000 76.000000	0.000 0.000 0.000
ttt_random_ammo	1320.390015 237.315002 76.000000	0.000 0.000 0.000
ttt_random_ammo	1295.810059 235.750000 76.000000	0.000 0.000 0.000
ttt_random_ammo	-155.984909 1351.900269 255.349030	0.051 0.000 -0.014
ttt_random_ammo	-187.272720 1351.055420 255.369156	0.090 0.000 0.045
ttt_random_ammo	-217.914581 1361.946655 255.372681	0.110 -0.000 -0.070
ttt_random_ammo	-308.359009 1010.260559 256.446289	-0.300 0.014 1.693
ttt_random_ammo	-314.442657 1029.343872 256.389740	-0.280 -0.001 0.284
ttt_random_ammo	-329.688965 1029.086426 256.387848	-0.250 -0.001 0.246
ttt_random_ammo	-183.670456 -77.026100 129.347519	-0.048 -0.000 -0.016
ttt_random_ammo	-81.972786 -74.774506 129.349747	-0.049 -0.000 -0.014
ttt_random_ammo	-71.877625 -179.761963 129.376160	0.130 0.000 0.097
ttt_random_ammo	-186.710541 -182.175140 129.366547	-0.074 -0.000 0.024
ttt_random_ammo	167.074677 138.826843 109.852325	0.305 -0.670 -0.199
ttt_random_ammo	165.982574 101.810593 109.817337	0.421 0.296 0.746
ttt_random_ammo	954.057190 -19.208458 112.210480	0.063 -0.000 -0.011
ttt_random_ammo	953.698425 -42.008682 112.305618	-1.492 0.039 -1.821
ttt_random_ammo	933.866028 -18.403128 112.168259	0.045 -0.000 0.034
ttt_random_ammo	933.224304 -40.769482 112.163261	0.046 -0.000 0.035
ttt_random_ammo	761.498962 80.350006 63.386738	0.302 0.002 0.312
ttt_random_ammo	766.392273 102.773758 63.355392	0.055 0.000 -0.004
ttt_random_ammo	764.403442 125.357002 63.348976	0.049 0.000 -0.014
ttt_random_ammo	758.543579 156.773041 63.418198	1.511 0.036 1.817
ttt_random_ammo	759.378113 177.384537 63.381016	0.180 0.001 0.161
ttt_random_ammo	756.727844 203.019974 63.365387	0.073 0.000 0.024
ttt_random_ammo	755.586243 223.985733 63.351151	0.051 0.000 -0.011
ttt_random_ammo	758.345337 239.771500 63.376163	0.130 0.000 0.098
ttt_random_ammo	1009.717224 62.561943 63.348976	0.049 0.000 -0.014
ttt_random_ammo	1003.590698 96.830437 63.363457	0.069 0.000 0.017
ttt_random_ammo	1003.258118 135.367767 63.423790	1.401 0.032 1.684
ttt_random_ammo	1008.650513 157.552750 63.337570	0.045 0.000 -0.025
ttt_random_ammo	1012.614929 175.254120 63.332752	0.045 0.000 -0.027
ttt_random_ammo	1016.480835 214.451767 63.388020	0.344 0.002 0.364
ttt_random_ammo	1013.915588 235.230026 63.418613	1.404 0.032 1.675
ttt_random_ammo	1010.164490 255.643845 63.353287	0.053 0.000 -0.008
ttt_random_ammo	599.015137 16.703136 64.349052	0.051 0.000 -0.014
ttt_random_ammo	599.222534 45.290043 64.349052	0.052 0.000 -0.014
ttt_random_ammo	596.655823 62.061440 64.344597	0.049 0.000 -0.019
ttt_random_ammo	593.687073 79.567055 64.367317	0.085 0.000 0.036
ttt_random_ammo	594.698669 96.878716 64.394539	1.101 0.015 1.285
ttt_random_ammo	594.914185 108.439240 64.353355	0.055 0.000 -0.007
ttt_random_ammo	593.022156 240.760757 64.441032	1.175 0.030 1.424
ttt_random_ammo	598.605530 221.898804 64.353355	0.055 0.000 -0.007
ttt_random_ammo	600.589905 187.562622 64.330376	0.047 0.000 -0.030
ttt_random_ammo	600.237000 164.155167 64.418350	1.631 0.036 1.973
ttt_random_ammo	600.106018 151.654312 64.374489	0.124 0.000 0.087
ttt_random_ammo	598.982849 129.502884 64.355461	0.057 0.000 -0.003
ttt_random_ammo	879.861145 -1102.595215 704.448975	-1.467 -0.034 1.774
ttt_random_ammo	868.815674 -1126.824829 704.408020	0.561 -0.032 -2.809
ttt_random_ammo	866.039001 -1133.374878 704.483826	1.335 -0.047 -1.617
ttt_random_ammo	879.386230 -1136.607300 704.337646	0.047 0.000 -0.025
ttt_random_ammo	872.752686 -1146.253174 704.472412	0.482 -0.019 -0.584
ttt_random_ammo	859.573425 -1147.901978 704.413391	0.272 -0.140 0.638
ttt_random_ammo	853.887939 -1143.666992 704.450012	-1.139 -2.959 -0.673
ttt_random_ammo	850.835571 -1133.848633 704.388672	-0.738 -0.938 0.800
ttt_random_ammo	844.583069 -1133.138306 707.583923	-87.953 -74.466 66.380
ttt_random_ammo	850.649170 -1106.066406 704.338379	-0.047 -0.000 -0.025
ttt_random_ammo	1326.004028 -367.784485 384.363495	0.072 -0.000 -0.019
ttt_random_ammo	1267.482788 -360.991974 384.423798	1.599 0.043 1.944
ttt_random_ammo	1232.186157 -362.430054 384.332855	0.046 0.000 -0.028
ttt_random_ammo	1183.985962 -364.754242 384.355469	0.057 0.000 -0.004
ttt_random_ammo	1147.363159 -373.929108 384.421021	1.593 -0.042 -1.933
ttt_random_ammo	1106.726807 -370.462341 384.322754	0.047 0.000 -0.033
ttt_random_ammo	1066.767578 -364.273315 384.428040	1.505 0.034 1.830
ttt_random_ammo	1900.835571 1700.856812 768.369141	0.091 -0.000 -0.045
ttt_random_ammo	1909.017822 1681.718140 768.355469	0.057 0.000 -0.003
ttt_random_ammo	1905.263428 1661.759888 769.128052	17.837 0.969 -0.064
ttt_random_ammo	1904.624146 1647.614014 769.503601	29.372 0.358 -0.332
ttt_random_ammo	2623.739502 2075.840576 768.360596	-0.064 -0.000 0.006
ttt_random_ammo	2625.862061 2016.396362 768.378357	-0.138 -0.000 0.105
ttt_random_ammo	2561.218994 2025.922119 768.368652	-0.085 -0.000 0.036
ttt_random_ammo	2562.788818 2072.894043 768.450317	-1.525 -0.036 1.852
ttt_random_ammo	2592.016357 2046.232910 768.315552	-0.048 -0.000 -0.036
ttt_random_ammo	3805.197510 2534.765625 640.376221	0.135 0.000 0.102
ttt_random_ammo	3778.619141 2533.626465 640.351257	0.053 0.000 -0.011
ttt_random_ammo	3748.019043 2533.181641 640.389160	0.418 0.003 0.453
ttt_random_ammo	3783.873047 1910.126831 752.210205	-0.058 0.219 0.144
ttt_random_ammo	3795.523193 1882.340942 752.225098	0.142 -0.001 -0.115
ttt_random_ammo	3821.594238 1892.349976 752.204956	0.054 -0.000 0.003
ttt_random_ammo	3819.171387 1917.027222 752.199219	0.048 -0.000 0.013
ttt_random_ammo	3788.965820 1866.032349 704.363464	0.071 -0.000 -0.018
ttt_random_ammo	3815.151367 1869.630981 704.432373	1.324 -0.032 -1.604
ttt_random_ammo	3829.179688 1869.601318 704.361511	0.067 0.000 0.012
ttt_random_ammo	3800.761475 1866.780396 704.322754	0.047 -0.000 0.033
ttt_random_ammo	3076.686035 1343.866211 448.314789	0.047 -0.000 0.036
ttt_random_ammo	3077.590088 1338.113403 448.361542	0.067 0.000 0.012
ttt_random_ammo	3078.142090 1322.800293 448.332855	0.046 -0.000 0.028
ttt_random_ammo	3076.896973 1308.839966 448.394226	0.947 0.011 1.099
ttt_random_ammo	3092.718262 1268.600098 498.363617	-0.043 -0.000 -0.026
ttt_random_ammo	3089.715088 1285.927979 498.393005	0.017 0.000 -0.043
ttt_random_ammo	3210.540527 1193.244141 384.509888	-1.778 -0.112 2.156
ttt_random_ammo	3209.483398 1179.260498 384.340729	-0.047 -0.000 -0.023
weapon_zm_rifle	-110.000000 -122.000000 66.000000	0.000 271.000 0.000
weapon_zm_rifle	784.000000 -1114.000000 836.000000	-0.018 271.000 1.000
weapon_zm_rifle	463.397003 -1221.329956 66.957497	0.000 0.000 0.000
weapon_zm_rifle	1804.000000 1040.000000 258.957001	0.000 270.000 -88.500
weapon_zm_rifle	1202.000000 -126.000000 556.000000	0.000 0.000 0.000
weapon_zm_rifle	1718.000000 1976.000000 386.000000	0.000 0.000 0.000
weapon_zm_rifle	1848.000000 1626.000000 770.958008	0.000 0.000 0.000
weapon_zm_rifle	3215.760010 1197.459961 386.958008	0.000 0.000 0.000
weapon_zm_rifle	1202.780029 2473.229980 770.958008	0.000 0.000 0.000
weapon_zm_rifle	416.463989 2399.459961 302.958008	0.000 0.000 0.000
weapon_zm_rifle	3150.000000 1986.000000 342.000000	0.000 0.000 0.000
weapon_zm_rifle	1192.000000 -72.000000 84.000000	0.000 90.500 0.000
weapon_zm_mac10	174.000000 8.000000 66.000000	0.035 270.999 -2.000
weapon_zm_mac10	812.000000 -1036.000000 451.000000	1.000 270.009 -89.500
weapon_zm_mac10	-704.000000 4.000000 -188.000000	0.000 0.000 88.000
weapon_zm_mac10	1750.000000 36.000000 66.000000	0.000 0.000 89.500
weapon_zm_mac10	823.765991 752.000000 260.471008	0.000 0.000 0.000
weapon_zm_mac10	3012.000000 1556.000000 386.000000	0.000 0.000 89.500
weapon_zm_mac10	2534.000000 1264.000000 898.000000	0.000 0.000 -88.500
weapon_zm_mac10	3116.000000 1486.130005 612.000000	0.000 0.000 0.000
weapon_zm_mac10	608.000000 1918.000000 264.000000	0.000 0.000 0.000
weapon_zm_mac10	1096.000000 420.000000 69.471199	0.000 0.000 0.000
item_ammo_357_ttt	-124.000000 -120.000000 64.000000	-0.018 271.000 1.000
item_ammo_357_ttt	-124.000000 -130.000000 64.000000	-0.018 271.000 1.000
item_ammo_357_ttt	-124.000000 -144.000000 64.000000	-0.018 271.000 1.000
item_ammo_357_ttt	812.039001 -1128.939941 833.276001	0.000 0.000 0.000
item_ammo_357_ttt	800.658997 -1128.010010 833.276001	0.000 0.000 0.000
item_ammo_357_ttt	810.005981 -1114.319946 833.276001	0.000 0.000 0.000
item_ammo_357_ttt	476.035004 -1234.560059 65.275803	0.000 0.000 0.000
item_ammo_357_ttt	491.653015 -1235.969971 65.275803	0.000 0.000 0.000
item_ammo_357_ttt	459.019012 -1234.839966 65.275803	0.000 0.000 0.000
item_ammo_357_ttt	1809.410034 994.763000 257.276001	0.000 0.000 0.000
item_ammo_357_ttt	1806.000000 1062.000000 257.276001	0.000 0.000 0.000
item_ammo_357_ttt	1216.000000 -140.000000 556.000000	0.000 0.000 0.000
item_ammo_357_ttt	1216.000000 -112.000000 556.000000	0.000 0.000 0.000
item_ammo_357_ttt	1743.060059 2122.679932 385.276001	0.000 0.000 0.000
item_ammo_357_ttt	1728.469971 2123.500000 385.276001	0.000 0.000 0.000
item_ammo_357_ttt	1716.449951 2122.989990 385.276001	0.000 0.000 0.000
item_ammo_357_ttt	1825.250000 1628.979980 769.276001	0.000 0.000 0.000
item_ammo_357_ttt	1892.250000 1626.520020 769.276001	0.000 0.000 0.000
item_ammo_357_ttt	3228.739990 1176.439941 385.276001	0.000 0.000 0.000
item_ammo_357_ttt	3244.719971 1176.839966 385.276001	0.000 0.000 0.000
item_ammo_357_ttt	1246.569946 2470.409912 769.276001	0.000 0.000 0.000
item_ammo_357_ttt	483.782990 2437.719971 301.276001	0.000 0.000 0.000
item_ammo_357_ttt	484.117004 2455.219971 301.276001	0.000 0.000 0.000
item_ammo_357_ttt	485.028015 2469.719971 301.276001	0.000 0.000 0.000
item_ammo_357_ttt	468.273987 2463.479980 301.276001	0.000 0.000 0.000
item_ammo_357_ttt	3150.000000 1964.000000 342.000000	0.000 0.000 0.000
item_ammo_357_ttt	3166.000000 1964.000000 342.000000	0.000 0.000 0.000
item_ammo_357_ttt	3184.000000 1964.000000 342.000000	0.000 0.000 0.000
item_ammo_357_ttt	1192.000000 -92.000000 84.000000	0.000 90.500 0.000
item_ammo_357_ttt	1192.000000 -100.000000 84.000000	0.000 90.500 0.000
item_ammo_pistol_ttt	803.896973 -11.651800 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	811.500000 -13.182500 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	732.000000 -18.000000 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	888.000000 -1042.000000 384.000000	0.008 180.500 -0.500
item_ammo_pistol_ttt	898.000000 -1042.000000 384.000000	0.008 180.500 -0.500
item_ammo_pistol_ttt	-715.812988 -829.520996 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-706.706970 -829.218994 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-699.773987 -829.192993 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	536.716003 -734.674011 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	537.435974 -760.466980 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	569.250000 -762.002014 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	570.093018 -732.383972 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	1106.430054 -1252.119995 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	1097.229980 -1249.849976 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	1105.449951 -1227.650024 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	1096.589966 -1228.189941 65.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	1425.180054 55.100800 67.280098	0.000 0.000 0.000
