# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_bank_b3
# Exported by: [REALM] Robopossum
setting:	replacespawns 0
ttt_random_ammo	-801.125000 970.570007 -653.000000	0.000 0.000 0.000
ttt_random_ammo	-764.000000 970.854980 -653.000000	0.000 0.000 0.000
ttt_random_ammo	-583.187988 1046.829956 -620.999023	0.000 0.000 0.000
ttt_random_ammo	-610.330994 1047.219971 -620.999023	0.000 0.000 0.000
ttt_random_ammo	-689.713013 1018.109985 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-722.023010 1037.310059 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-758.166992 1038.119995 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-755.366028 1010.840027 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-719.437012 1015.309998 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-691.903992 1040.180054 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-788.101990 1014.809998 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-787.122009 1042.010010 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-690.862000 737.812988 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-688.244019 710.539001 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-717.343994 713.950989 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-717.617004 736.551025 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-750.609985 734.254028 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-754.632019 709.914978 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-785.416992 710.101013 -625.314026	0.000 0.000 0.000
ttt_random_ammo	-784.257019 738.138977 -625.314026	0.000 0.000 0.000
ttt_random_ammo	859.876526 792.488586 -38.937119	-0.159 0.384 0.076
ttt_random_ammo	848.088745 801.656677 -38.994381	0.168 -0.007 0.187
ttt_random_ammo	255.118500 2288.547607 -32.317108	-0.069 0.000 -0.021
ttt_random_ammo	263.927979 2301.359375 -32.370678	-0.016 -0.147 0.186
ttt_random_ammo	1428.196411 1725.410522 -63.610783	0.395 0.002 0.426
ttt_random_ammo	1443.033447 1727.236572 -63.679962	0.045 0.000 -0.033
ttt_random_ammo	1470.424927 2294.916260 -63.620564	0.162 0.001 0.138
ttt_random_ammo	1487.213379 2297.388672 -63.578133	1.392 0.032 1.668
ttt_random_ammo	1092.233276 1782.897705 -255.575211	1.575 0.041 1.914
ttt_random_ammo	1081.905273 1776.271606 -255.629028	0.101 0.000 0.058
ttt_random_ammo	135.269058 1297.383911 -245.497559	0.403 57.791 -180.000
ttt_random_ammo	129.242371 1282.092407 -252.375397	-88.852 9.242 -93.425
ttt_random_ammo	241.081116 722.174744 -228.348663	-89.426 143.784 90.494
ttt_random_ammo	264.764099 721.158447 -231.530090	-1.266 -1.350 -0.710
ttt_random_ammo	203.494446 2481.810059 -255.585114	-1.291 -0.020 1.517
ttt_random_ammo	199.799164 2463.104736 -255.575699	-1.683 -0.028 1.997
ttt_random_ammo	868.442139 2372.864014 -255.657684	0.048 0.000 -0.022
ttt_random_ammo	846.652893 2369.735107 -255.625580	0.122 -0.000 -0.085
weapon_zm_rifle	322.181000 2039.939941 -618.841003	0.000 0.000 90.000
weapon_zm_rifle	406.738007 788.086975 -28.491699	0.000 20.500 90.000
weapon_zm_rifle	-814.875000 791.090027 -593.585999	0.000 0.000 73.500
weapon_zm_mac10	744.526978 2730.350098 -613.736023	0.000 0.000 90.000
weapon_zm_mac10	-816.000000 785.000000 -627.000000	0.000 0.000 73.500
item_ammo_357_ttt	534.883972 1659.410034 -33.724201	0.000 108.023 0.000
item_ammo_357_ttt	407.917999 808.265015 -32.141399	0.000 106.631 0.000
item_ammo_357_ttt	421.424011 815.161011 -32.141399	0.000 101.988 0.000
item_ammo_357_ttt	404.006012 819.536011 -32.141399	0.000 0.000 0.000
item_ammo_pistol_ttt	1372.000000 1776.000000 -243.705994	0.000 242.000 0.000
item_ammo_pistol_ttt	1394.000000 1774.000000 -245.516998	0.000 159.000 0.000
weapon_zm_molotov	688.052979 1811.150024 -211.264999	0.000 0.000 0.000
weapon_zm_molotov	525.226013 2218.800049 -220.681000	0.000 0.000 0.000
weapon_zm_molotov	143.632996 2449.840088 -135.253998	0.000 0.000 0.000
weapon_zm_molotov	1431.619995 1768.459961 -211.026993	0.000 0.000 0.000
weapon_zm_molotov	392.266998 930.637024 -650.786987	0.000 90.000 0.000
weapon_zm_molotov	-938.000000 848.000000 -647.000000	0.000 0.000 0.000
weapon_zm_molotov	-938.000000 867.000000 -647.000000	0.000 0.000 0.000
weapon_zm_molotov	-938.000000 887.000000 -647.000000	0.000 0.000 0.000
weapon_zm_molotov	-938.000000 912.000000 -647.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	1396.000000 1765.000000 -195.440002	0.000 176.037 0.000
weapon_ttt_confgrenade	1356.000000 1766.000000 -220.000000	0.000 176.037 0.000
weapon_ttt_confgrenade	1135.000000 2472.000000 -233.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	-938.000000 911.000000 -627.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	-938.000000 886.000000 -627.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	-938.000000 866.000000 -627.000000	0.000 0.000 0.000
weapon_ttt_confgrenade	-938.000000 847.000000 -627.000000	0.000 0.000 0.000
item_ammo_revolver_ttt	1266.000000 1769.000000 -242.000000	0.000 266.000 0.000
item_ammo_revolver_ttt	1284.000000 1769.000000 -242.000000	0.000 312.000 0.000
item_ammo_revolver_ttt	863.257019 1190.469971 -607.130005	0.000 180.000 0.000
item_ammo_revolver_ttt	878.658997 1171.689941 -607.130005	0.000 6.000 0.000
item_ammo_revolver_ttt	886.021973 1192.229980 -607.130005	0.000 253.037 0.000
item_ammo_revolver_ttt	323.987000 2548.949951 -639.091980	0.000 253.037 0.000
item_ammo_revolver_ttt	307.523987 2549.820068 -639.091980	0.000 180.000 0.000
item_ammo_revolver_ttt	316.962006 2536.780029 -639.091980	0.000 6.000 0.000
item_ammo_revolver_ttt	-780.843018 1344.530029 -150.714005	0.000 6.000 0.000
item_ammo_revolver_ttt	-773.818970 1356.699951 -150.714005	0.000 253.037 0.000
item_ammo_revolver_ttt	-790.281006 1357.569946 -150.714005	0.000 180.000 0.000
item_ammo_revolver_ttt	255.054993 2918.830078 -191.091995	0.000 6.000 0.000
item_ammo_revolver_ttt	262.079987 2931.000000 -191.091995	0.000 253.037 0.000
item_ammo_revolver_ttt	245.617004 2931.879883 -191.091995	0.000 180.000 0.000
item_ammo_revolver_ttt	1933.839966 2341.479980 -255.723999	0.000 6.000 0.000
item_ammo_revolver_ttt	1940.869995 2353.649902 -255.723999	0.000 253.037 0.000
item_ammo_revolver_ttt	1924.400024 2354.530029 -255.723999	0.000 180.000 0.000
item_ammo_revolver_ttt	1908.530029 66.049301 -247.723999	0.000 6.000 0.000
item_ammo_revolver_ttt	1915.550049 78.217499 -247.723999	0.000 253.037 0.000
item_ammo_revolver_ttt	1899.089966 79.094002 -247.723999	0.000 180.000 0.000
item_ammo_revolver_ttt	1496.060059 2082.570068 -703.723999	0.000 6.000 0.000
item_ammo_revolver_ttt	1503.089966 2094.729980 -703.723999	0.000 253.037 0.000
item_ammo_revolver_ttt	1486.619995 2095.610107 -703.723999	0.000 180.000 0.000
weapon_zm_shotgun	923.146973 1560.800049 -700.979980	0.000 0.000 90.000
weapon_zm_shotgun	-856.000000 786.000000 -627.000000	0.000 0.000 73.500
weapon_zm_shotgun	-354.065002 1192.390015 -241.511002	0.000 0.000 90.000
weapon_zm_sledge	-856.000000 786.000000 -660.000000	0.000 0.000 73.500
weapon_zm_revolver	1280.000000 1765.000000 -219.699005	-5.961 0.157 -91.508
weapon_zm_revolver	1024.540039 2220.310059 -637.369995	0.000 90.000 0.000
weapon_zm_revolver	650.263000 2161.679932 -62.001701	0.000 90.000 0.000
weapon_zm_revolver	230.811996 2323.760010 -62.001701	0.000 90.000 0.000
weapon_zm_revolver	1490.810059 1956.170044 -62.001701	0.000 90.000 0.000
weapon_zm_revolver	1270.560059 1767.920044 -174.186996	-5.961 0.157 -91.508
weapon_zm_revolver	-777.000000 784.000000 -660.000000	0.000 0.000 73.500
weapon_zm_revolver	219.634995 1902.859985 -148.992004	0.000 261.000 0.000
weapon_zm_revolver	863.898010 1177.310059 -605.406982	0.000 270.000 90.000
weapon_zm_revolver	305.250000 2539.459961 -637.369995	0.000 270.000 90.000
weapon_zm_revolver	-792.556030 1347.209961 -148.990997	0.000 270.000 90.000
weapon_zm_revolver	243.341995 2921.510010 -189.369995	0.000 270.000 90.000
weapon_zm_revolver	1922.130005 2344.159912 -254.001999	0.000 270.000 90.000
weapon_zm_revolver	1896.819946 68.728500 -246.001999	0.000 270.000 90.000
weapon_zm_revolver	1484.349976 2085.250000 -702.002014	0.000 270.000 90.000
weapon_zm_revolver	1062.000000 2480.000000 -235.000000	0.000 0.000 0.000
weapon_zm_pistol	511.281006 2003.729980 -10.935700	0.000 261.000 0.000
weapon_zm_pistol	1249.260010 1774.869995 -174.462006	-5.961 276.193 -91.508
weapon_zm_pistol	1382.930054 1771.349976 -174.462006	-5.961 276.193 -91.508
weapon_zm_pistol	-816.000000 785.000000 -660.000000	0.000 0.000 73.500
weapon_zm_pistol	1257.229980 1781.160034 -217.619995	-5.961 276.193 -91.508
weapon_zm_pistol	1120.500000 1781.160034 -188.324005	-5.961 276.193 -91.508
weapon_zm_pistol	1459.060059 1650.390015 -190.891998	-5.961 276.193 -91.508
weapon_zm_pistol	652.317993 1869.699951 -189.645004	-5.961 276.193 -91.508
weapon_zm_pistol	825.989990 1894.380005 -149.266998	-5.961 276.193 -91.508
weapon_zm_pistol	665.172974 2453.290039 -189.645004	-5.961 276.193 -91.508
weapon_zm_pistol	127.101997 2397.780029 -149.266998	-5.961 276.193 -91.508
weapon_zm_pistol	126.751999 2086.879883 -189.645004	-5.961 276.193 -91.508
