# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: dm_richland
# Exported by: [OM] Rogue: The Lonely
setting:	replacespawns 0
ttt_random_ammo	-582.611938 1971.224243 224.360443	-0.061 -0.000 0.005
ttt_random_ammo	-581.901123 1980.197144 224.330994	-0.045 -0.000 -0.029
ttt_random_ammo	-1327.046875 2119.203369 189.428741	3.203 -8.440 0.597
ttt_random_ammo	-1331.251587 2110.427734 189.415024	3.484 -9.195 5.168
ttt_random_ammo	-1319.240234 2118.398438 188.677139	6.064 5.396 6.874
ttt_random_ammo	-1315.931030 2111.463623 189.822845	4.815 15.221 97.833
ttt_random_ammo	-1323.777588 2112.126953 189.497238	-6.185 88.489 32.274
ttt_random_ammo	-1319.944336 2099.145996 188.923737	1.953 34.381 98.968
ttt_random_ammo	-1325.442871 2097.934570 189.383087	7.071 -16.850 94.096
ttt_random_ammo	-1324.083618 2112.036865 198.364105	-51.227 -36.426 122.081
ttt_random_ammo	-1311.269043 2130.814453 191.037674	86.415 162.308 -46.297
ttt_random_ammo	-46.306198 1476.275635 80.408730	1.684 -0.034 -2.026
ttt_random_ammo	-33.720291 1476.618164 80.355453	0.057 0.000 -0.004
ttt_random_ammo	39.225128 1474.397583 80.442307	1.159 0.029 1.407
ttt_random_ammo	52.581596 1474.777100 80.363503	0.071 0.000 0.018
ttt_random_ammo	1438.643188 -1314.509033 24.397781	-0.484 -0.003 0.534
ttt_random_ammo	1432.120361 -1324.171509 24.328587	-0.046 -0.000 -0.031
ttt_random_ammo	1427.645020 -1331.278198 24.338373	-0.047 -0.000 -0.025
ttt_random_ammo	1424.110718 -1341.226563 24.382093	-0.168 -0.001 0.144
ttt_random_ammo	1471.825439 -1455.670410 24.330357	0.046 0.000 -0.029
ttt_random_ammo	1466.086914 -1452.296875 24.407078	-0.297 0.000 0.227
ttt_random_ammo	1456.104126 -1445.619629 24.419466	1.615 -0.037 -1.959
ttt_random_ammo	1443.448242 -1437.391968 24.325342	0.046 -0.000 0.032
ttt_random_ammo	1437.697388 -1434.135986 24.344519	-0.146 0.001 -0.114
ttt_random_ammo	-1108.799927 -1140.740967 280.355438	0.056 0.000 -0.004
ttt_random_ammo	-1117.169189 -1142.137207 280.353333	0.054 0.000 -0.008
ttt_random_ammo	-1158.298706 -1141.005615 280.436371	1.218 0.030 1.471
ttt_random_ammo	-1175.379761 -1143.375000 280.330322	0.046 0.000 -0.029
ttt_random_ammo	-1078.689575 -1233.186279 280.367279	0.082 -0.000 -0.034
ttt_random_ammo	-1079.729370 -1217.184204 280.390259	0.468 0.003 0.515
ttt_random_ammo	-1083.140625 -1180.091919 280.351196	0.052 0.000 -0.011
ttt_random_ammo	-1084.187866 -1162.884644 280.412323	1.662 0.034 2.001
ttt_random_ammo	-1099.571167 -1251.799438 280.365387	0.075 -0.000 -0.024
ttt_random_ammo	-1117.959351 -1251.775879 280.346802	0.049 0.000 -0.017
ttt_random_ammo	-1161.847656 -1252.685547 280.446564	0.944 0.025 1.133
ttt_random_ammo	-1171.953979 -1254.352539 280.381012	0.187 0.001 0.168
ttt_random_ammo	-1053.412109 333.312073 16.389851	0.469 -0.003 -0.515
ttt_random_ammo	-1052.474976 347.534882 16.322762	0.047 -0.000 0.033
ttt_random_ammo	-1053.648804 362.173279 16.351206	0.053 0.000 -0.011
ttt_random_ammo	-1052.784302 377.959991 16.464062	0.684 0.022 0.830
ttt_random_ammo	-1054.067627 401.599213 16.363499	0.072 0.000 0.019
ttt_random_ammo	-1053.594360 415.906342 16.314753	0.047 0.000 -0.036
ttt_random_ammo	-1053.137207 428.650818 16.363501	0.071 0.000 0.018
ttt_random_ammo	-1052.442627 448.138763 16.377844	0.149 0.001 0.120
ttt_random_ammo	-1054.269043 214.168777 16.385324	0.281 0.001 0.285
ttt_random_ammo	-1055.197021 192.841156 16.361530	0.067 -0.000 -0.012
ttt_random_ammo	-1055.606323 169.315994 16.377821	0.152 0.001 0.124
ttt_random_ammo	-1056.020630 148.319778 16.392815	0.832 -0.009 -0.958
ttt_random_ammo	-1056.411255 128.072937 16.359541	0.063 0.000 0.006
ttt_random_ammo	-1056.779541 109.330666 16.387606	0.364 -0.002 -0.387
ttt_random_ammo	-1057.174683 89.082253 16.386709	0.313 0.002 0.324
ttt_random_ammo	-1057.554321 69.590431 16.370949	0.097 -0.000 -0.054
ttt_random_ammo	-1064.290039 -348.638977 16.455551	0.870 0.024 1.056
ttt_random_ammo	-1064.422485 -365.892670 16.337637	0.047 0.000 -0.025
ttt_random_ammo	-1064.572754 -384.642334 16.342304	0.048 0.000 -0.021
ttt_random_ammo	-1064.728638 -404.139923 16.380980	0.193 0.001 0.175
ttt_random_ammo	-1064.871460 -422.140656 16.322733	0.047 0.000 -0.033
ttt_random_ammo	-1065.015015 -440.139435 16.363497	0.072 0.000 0.019
ttt_random_ammo	-1065.134399 -455.138794 16.359543	0.063 0.000 0.006
ttt_random_ammo	-1065.254639 -470.137695 16.376183	0.135 0.000 0.102
ttt_random_ammo	606.501404 -504.913055 308.464630	-0.976 -0.026 1.181
ttt_random_ammo	626.886658 -504.209015 308.383942	-0.187 -0.001 0.168
ttt_random_ammo	642.463257 -504.847870 308.370544	-0.089 -0.000 0.044
ttt_random_ammo	647.474243 -515.005249 308.393677	1.072 -0.014 -1.251
ttt_random_ammo	625.287292 -515.418396 308.360504	-0.062 -0.000 0.006
ttt_random_ammo	609.023071 -514.379761 308.380157	-0.149 -0.001 0.121
ttt_random_ammo	329.306549 1828.725952 80.391449	0.510 0.004 0.568
ttt_random_ammo	332.050507 1843.423584 80.431892	1.242 0.031 1.492
ttt_random_ammo	308.540619 1829.071289 80.363464	0.069 0.000 0.017
ttt_random_ammo	309.590240 1840.676636 80.337578	0.045 0.000 -0.024
ttt_random_ammo	336.733459 1997.341675 80.317383	0.046 0.000 -0.034
ttt_random_ammo	335.441864 1986.302246 80.363464	0.069 0.000 0.017
ttt_random_ammo	325.869843 1998.166992 80.412140	1.630 0.034 1.959
ttt_random_ammo	322.314575 1985.692627 80.374474	0.116 0.000 0.080
ttt_random_ammo	-337.490265 1832.729126 80.405640	1.725 0.029 2.070
ttt_random_ammo	-334.569733 1846.790771 80.346779	0.048 0.000 -0.017
ttt_random_ammo	-334.934937 1983.505127 114.395126	-0.426 6.721 0.087
ttt_random_ammo	-323.113098 1981.939209 114.425758	-0.334 -0.053 -0.041
ttt_random_ammo	-544.281555 1545.593628 80.332756	0.045 0.000 -0.027
ttt_random_ammo	-558.865051 1544.395264 80.376183	0.128 0.000 0.096
ttt_random_ammo	-570.693054 1544.025146 80.359505	0.060 0.000 0.005
ttt_random_ammo	-581.746216 1543.564453 80.389206	0.397 0.002 0.429
ttt_random_ammo	-591.630920 1544.486084 80.332756	0.045 0.000 -0.027
ttt_random_ammo	-712.949036 664.943054 20.564125	0.027 -0.014 -0.034
ttt_random_ammo	-692.921448 679.552490 20.564016	0.040 -0.016 -0.051
ttt_random_ammo	-672.960571 687.807495 20.563343	0.061 -0.019 -0.077
ttt_random_ammo	-659.345215 690.219971 20.563736	-0.076 -0.017 0.091
ttt_random_ammo	-638.960388 694.165405 20.563969	-0.090 -0.000 0.109
ttt_random_ammo	-626.711914 689.797607 20.563120	-0.088 -0.022 0.106
ttt_random_ammo	-612.254211 675.955017 20.561214	0.033 -0.418 -0.050
ttt_random_ammo	-606.056152 674.505188 22.820713	89.964 172.627 180.000
ttt_random_ammo	-632.442810 651.767883 20.560791	0.098 -0.062 -0.034
ttt_random_ammo	-652.821594 651.767151 20.554815	0.080 -0.024 -0.052
ttt_random_ammo	-703.492065 726.488708 20.546307	-0.533 -0.018 0.671
ttt_random_ammo	-664.512024 731.487366 20.540857	-0.578 -0.017 0.726
ttt_random_ammo	-632.180054 738.896240 20.533079	-0.633 -0.017 0.792
ttt_random_ammo	-621.035461 739.387756 20.533323	-0.802 -0.020 1.022
ttt_random_ammo	-623.461060 724.757202 20.524916	-1.034 -0.024 1.300
weapon_zm_rifle	-33.212193 1809.148193 123.104485	3.404 26.433 65.535
weapon_zm_rifle	-800.481506 35.942883 57.084087	3.478 26.186 65.629
weapon_zm_rifle	-335.193817 -218.869522 175.135239	3.358 26.310 65.500
weapon_zm_rifle	525.648804 90.989693 17.247807	0.122 1.753 -89.554
weapon_zm_rifle	408.358978 -350.264954 175.293762	3.314 159.901 67.055
weapon_zm_mac10	-271.864624 -61.743782 354.732971	23.363 -12.374 -93.764
weapon_zm_mac10	622.443176 -44.475441 575.652161	29.424 -44.802 -43.900
weapon_zm_mac10	-11.094625 57.829926 -124.499992	-3.278 5.095 -45.051
weapon_zm_mac10	-659.357605 1879.694702 61.952980	-15.901 52.977 98.847
weapon_zm_mac10	464.897247 -360.406891 177.276749	-0.152 -4.111 -89.004
weapon_zm_mac10	461.089111 -271.273102 177.313385	-0.005 -3.252 -88.736
weapon_zm_mac10	-660.466980 379.043640 223.268890	-0.107 -52.246 -87.008
weapon_zm_mac10	678.895996 -377.545563 222.999542	0.352 53.534 87.284
weapon_zm_mac10	624.148743 1525.453369 276.806793	-0.236 8.091 87.075
item_ammo_357_ttt	-524.069153 285.077484 82.982391	1.650 -1.139 -0.414
item_ammo_357_ttt	-523.765259 275.533356 82.976494	1.509 0.111 0.150
item_ammo_357_ttt	-258.171082 -73.850563 210.074707	0.464 0.905 -0.110
item_ammo_357_ttt	523.424744 256.094025 82.932182	0.091 -0.568 0.002
item_ammo_357_ttt	-656.967529 36.980507 58.344673	0.567 0.310 0.152
item_ammo_357_ttt	-318.427246 1946.542969 114.457886	0.202 0.533 -0.005
item_ammo_357_ttt	733.552490 270.498047 81.731506	0.542 0.162 -0.114
item_ammo_357_ttt	733.576843 260.467377 81.730827	0.547 0.013 -0.158
item_ammo_357_ttt	523.053101 -310.750305 231.449890	0.726 2.410 0.097
item_ammo_357_ttt	-860.513977 330.316040 176.333145	0.553 0.209 -0.173
item_ammo_357_ttt	-917.794067 367.206665 176.409882	0.660 0.114 0.025
item_ammo_357_ttt	617.486816 464.307037 311.238342	-87.704 -112.325 -0.007
item_ammo_357_ttt	-627.636414 -450.340637 308.373474	0.873 -0.247 0.726
item_ammo_pistol_ttt	688.431152 573.068237 -127.547447	0.931 5.908 0.001
item_ammo_pistol_ttt	-693.043274 571.545837 -127.542038	0.822 6.975 0.001
item_ammo_pistol_ttt	-764.781433 432.380859 308.450897	-0.964 1.336 -0.001
item_ammo_pistol_ttt	764.436218 -429.643036 308.446350	-1.056 1.373 -0.001
item_ammo_pistol_ttt	647.557129 -53.119244 568.452637	0.234 -0.656 -0.021
item_ammo_pistol_ttt	-641.949097 -52.124626 568.377869	0.593 -0.643 -0.041
item_ammo_pistol_ttt	48.820549 52.970737 -124.718491	89.673 174.631 174.979
item_ammo_pistol_ttt	524.079346 -289.182190 231.450348	-0.040 1.172 -0.327
item_ammo_pistol_ttt	525.063843 -375.832184 231.381653	-0.462 2.932 -0.014
item_ammo_pistol_ttt	-1071.262817 1572.100464 40.479004	0.396 6.983 0.000
item_ammo_pistol_ttt	-1495.173462 1134.437988 1.480009	0.436 6.754 -0.020
weapon_zm_molotov	-791.404358 23.060217 88.626137	0.437 11.968 5.226
weapon_zm_molotov	-695.307678 37.509132 24.668816	2.634 57.430 -8.828
weapon_zm_molotov	-788.031738 -24.055897 88.662338	0.010 1.163 2.370
weapon_zm_molotov	-752.765564 -135.331039 88.637260	1.794 -0.445 -3.071
weapon_zm_molotov	-530.370178 -134.487625 88.583145	3.446 -0.091 -2.318
weapon_zm_molotov	-465.333374 -46.244728 21.797728	9.901 -93.493 -89.930
weapon_zm_molotov	-567.231689 46.137047 21.637854	-33.320 85.303 90.001
weapon_zm_molotov	-501.957611 134.631180 88.629845	0.417 11.931 4.923
weapon_zm_molotov	467.967285 21.909916 21.606981	-12.534 86.459 90.058
weapon_zm_molotov	487.811859 129.552002 21.735682	44.652 18.622 -89.841
weapon_zm_molotov	460.845886 -34.453205 24.654531	-0.562 55.506 -3.081
weapon_zm_molotov	666.654968 -46.074776 21.734524	-83.430 83.850 90.767
weapon_zm_molotov	729.695251 -134.976105 88.633537	0.292 6.629 4.866
weapon_zm_molotov	726.619324 135.335419 88.634872	1.484 0.496 0.791
weapon_zm_molotov	753.794922 133.731567 88.654526	0.092 1.165 3.127
weapon_zm_molotov	442.411407 114.654823 50.114342	60.577 89.482 90.136
weapon_zm_molotov	598.129211 -121.747047 50.475887	-31.789 -133.209 -90.021
weapon_zm_molotov	816.832581 -133.928131 50.221577	32.554 -24.821 89.990
weapon_zm_molotov	679.719238 123.749863 50.347408	44.255 -22.059 -90.032
weapon_zm_molotov	-814.426880 134.378052 50.346046	-53.884 85.318 90.238
weapon_zm_molotov	-679.530579 -123.578209 50.213703	58.691 -62.024 89.333
weapon_zm_molotov	-437.029449 -123.111794 50.245220	71.503 -132.829 -90.012
weapon_zm_molotov	-578.267822 123.838745 50.245518	82.113 -20.974 -89.501
weapon_zm_shotgun	-620.270386 92.561729 232.296585	8.227 89.911 31.714
weapon_zm_shotgun	-634.819763 -80.735062 232.338135	8.926 -54.321 -23.424
weapon_zm_shotgun	633.378906 -108.744957 231.200867	-0.178 114.965 82.095
weapon_zm_shotgun	622.785156 95.657562 230.436813	9.477 3.364 -4.309
weapon_zm_shotgun	448.750702 -32.129612 58.969944	-0.413 5.735 -84.216
weapon_zm_shotgun	-495.548279 264.744873 16.926167	-0.362 -54.619 -83.818
weapon_zm_shotgun	-843.513550 -292.747528 176.941620	-0.375 5.708 -83.860
weapon_zm_shotgun	0.131959 318.801636 -127.012650	-0.043 4.129 -83.517
weapon_zm_shotgun	626.092834 521.796448 309.242371	-0.398 8.836 83.591
weapon_zm_shotgun	-631.438782 526.906250 309.240936	-0.397 9.315 83.556
weapon_zm_shotgun	1209.909790 1740.591309 26.306259	-5.942 -9.318 -89.296
weapon_zm_shotgun	1323.859497 -1459.328003 72.268532	-0.280 9.294 83.811
weapon_zm_shotgun	-1053.882690 1619.229248 41.009388	-0.230 4.052 -84.019
weapon_zm_shotgun	-558.262878 1963.679077 226.325943	9.467 0.300 1.075
weapon_zm_shotgun	-586.593933 1626.018677 81.234413	-0.716 -9.708 -92.093
weapon_zm_shotgun	257.974976 1906.620605 82.391083	9.452 0.334 1.128
weapon_zm_shotgun	-543.960754 1939.689819 -62.740871	-0.380 9.898 83.895
weapon_zm_shotgun	273.257965 370.916199 176.994980	-0.431 5.684 -84.382
weapon_zm_shotgun	-330.905457 -286.104065 176.920059	-0.352 5.710 -83.739
weapon_zm_shotgun	-263.273224 -248.073502 178.308868	9.473 0.318 1.205
weapon_zm_shotgun	-409.533722 -245.161102 178.339859	9.471 -0.350 -1.065
weapon_zm_shotgun	1383.528320 -1450.570190 71.946426	-0.402 3.378 -84.105
weapon_zm_shotgun	796.102051 -1091.552246 -140.736282	-0.225 10.386 83.554
weapon_zm_shotgun	764.611267 -1163.254639 -140.733246	-0.260 -18.601 83.716
weapon_zm_shotgun	-1118.151978 -1338.515991 153.195206	-0.333 9.239 82.411
weapon_zm_shotgun	-102.988541 1661.490601 -133.996826	-0.613 2.300 -84.663
weapon_zm_shotgun	589.272217 1593.133179 49.259335	-0.176 8.676 83.321
weapon_zm_shotgun	-325.145111 1565.417969 -62.773533	-0.385 8.598 83.216
weapon_zm_shotgun	-412.775146 1945.023926 80.966797	-0.403 5.706 -84.090
weapon_zm_shotgun	31.666561 -41.653030 -126.724602	-0.359 8.476 84.179
weapon_zm_shotgun	-34.810558 -42.197475 -126.758537	-0.344 9.848 83.417
weapon_zm_shotgun	-586.622070 1571.998291 82.377838	9.446 -0.288 -0.848
weapon_zm_sledge	-1145.138794 -1206.227051 283.144745	2.603 11.812 88.358
weapon_zm_revolver	619.090942 -531.356812 309.947021	2.624 -24.962 -84.135
weapon_zm_revolver	634.859863 -531.241028 309.904999	2.452 -27.502 -83.571
weapon_zm_revolver	-638.530945 -523.706238 309.859985	2.260 -28.360 -83.516
weapon_zm_revolver	-620.647766 -521.625366 309.950806	2.447 -25.197 -84.583
weapon_zm_revolver	-361.221283 1565.121948 -62.045708	3.131 -19.677 -83.367
weapon_zm_revolver	-381.182587 1563.883179 -62.093288	1.864 -21.326 -86.032
weapon_zm_revolver	-753.004211 137.482407 85.850555	1.425 -15.017 -86.796
weapon_zm_revolver	-692.519043 27.662603 87.255943	13.418 -15.557 -64.941
weapon_zm_revolver	-749.318420 -122.370277 21.932173	2.730 -23.985 -83.633
weapon_zm_revolver	-663.581604 -26.579391 84.664886	2.310 4.902 84.317
weapon_zm_revolver	-592.240051 -33.401428 21.896414	2.460 -25.035 -83.378
weapon_zm_revolver	-493.903229 -123.264359 21.899054	1.804 -20.525 -86.137
weapon_zm_revolver	-536.227844 130.173676 21.940392	2.448 -19.648 -84.393
weapon_zm_revolver	-584.785156 26.227961 88.059227	22.739 -10.985 -42.439
weapon_zm_revolver	527.230347 137.512268 85.890099	1.734 -15.517 -86.259
weapon_zm_revolver	564.982727 25.704851 88.367279	30.059 -4.810 -10.971
weapon_zm_revolver	469.078033 -21.459869 85.764420	0.863 -30.209 -83.537
weapon_zm_revolver	511.388367 -124.931313 21.916910	2.573 -22.584 -83.599
weapon_zm_revolver	543.457031 -124.063805 21.909224	2.536 -25.514 -83.507
weapon_zm_revolver	757.209351 -131.866882 85.917450	3.100 -37.060 -83.427
weapon_zm_revolver	792.038879 -28.525587 21.944738	2.550 -24.922 -84.222
weapon_zm_revolver	753.010559 130.363388 21.927774	2.496 -25.372 -83.966
weapon_zm_revolver	690.239929 27.693357 85.862762	1.520 -17.505 -86.630
weapon_zm_revolver	909.172363 223.544189 177.895432	2.310 -19.956 -83.973
weapon_zm_revolver	933.262573 230.932190 177.937531	2.106 -26.003 -85.611
weapon_zm_revolver	-679.962341 -385.341583 223.890747	2.449 -18.176 -83.316
weapon_zm_revolver	-662.037842 -383.616638 223.925385	2.010 -20.482 -85.778
weapon_zm_revolver	518.938721 -326.859863 232.754807	1.041 39.121 -87.231
weapon_zm_revolver	517.397949 -338.308685 232.773529	1.236 33.827 -86.396
weapon_zm_pistol	972.645386 1660.480347 252.467773	-0.175 35.456 89.253
weapon_zm_pistol	580.698792 -5.832886 308.213104	-0.081 36.160 89.068
weapon_zm_pistol	-676.982300 -2.601516 308.208008	-0.238 36.167 88.797
weapon_zm_pistol	-571.564209 391.697174 223.396698	-0.194 -23.586 -89.422
weapon_zm_pistol	-590.173767 385.831787 223.457428	-0.573 -18.397 -89.670
weapon_zm_pistol	479.282990 -230.056519 177.334961	-1.170 0.328 -88.973
weapon_zm_pistol	480.933411 -273.142242 177.406189	-0.386 2.504 -88.414
weapon_zm_pistol	-507.463654 -113.372108 59.434486	-0.144 -21.151 -87.967
weapon_zm_pistol	163.430359 -1014.379456 18.342728	-0.103 -170.888 91.066
weapon_zm_pistol	142.096741 -1033.785522 33.758442	0.015 -29.957 -89.356
weapon_zm_pistol	557.460754 1494.553955 18.430130	0.056 -22.841 -88.066
weapon_zm_pistol	560.559387 1505.759766 18.437849	0.203 -22.046 -88.921
