# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: clue
# Exported by: [OM] Rogue: The Lonely
setting:	replacespawns 0
ttt_random_ammo	131.901627 759.208008 31.274443	-0.002 -9.430 -0.003
ttt_random_ammo	142.665298 759.145569 31.272383	-0.020 -6.585 0.024
ttt_random_ammo	150.286346 758.632996 31.273514	0.031 -2.869 0.062
ttt_random_ammo	158.605286 758.515137 31.292395	0.003 1.512 0.541
ttt_random_ammo	170.511551 758.442444 31.227350	-1.291 -0.214 0.434
ttt_random_ammo	169.939072 765.555908 31.273119	0.029 3.536 0.000
ttt_random_ammo	170.501953 768.759155 33.490627	-0.000 4.671 -90.001
ttt_random_ammo	155.374710 775.827759 33.485069	-0.026 -174.117 -89.999
ttt_random_ammo	162.080994 776.652527 31.813606	13.834 16.188 -0.024
ttt_random_ammo	154.022369 778.646667 34.614979	-86.157 97.984 -93.918
ttt_random_ammo	142.338531 766.905334 33.485394	0.103 16.161 -90.000
ttt_random_ammo	133.645645 764.378357 31.263077	-0.020 -1.331 -0.009
ttt_random_ammo	122.956039 763.604797 31.274080	0.001 -1.811 0.006
ttt_random_ammo	116.913345 766.332825 31.273651	0.008 -11.525 0.020
ttt_random_ammo	115.223137 769.953430 33.465221	0.002 -0.136 -89.852
ttt_random_ammo	119.154106 777.303772 33.488598	0.060 -95.285 -90.011
ttt_random_ammo	122.780594 760.852417 41.791733	-0.072 -4.987 -0.058
ttt_random_ammo	129.975082 760.836853 41.928116	-7.434 -4.492 -0.625
ttt_random_ammo	137.918671 760.986145 42.497894	-22.874 -3.313 34.176
ttt_random_ammo	143.603149 763.978333 33.531826	89.971 -173.436 180.000
ttt_random_ammo	157.859024 766.448303 38.443245	0.086 9.445 -89.969
ttt_random_ammo	167.242889 778.458130 43.915031	-12.469 -87.101 -132.176
ttt_random_ammo	147.561539 763.828247 37.184952	-0.105 -2.899 -0.014
ttt_random_ammo	133.362991 769.952759 34.423840	-89.915 -102.491 16.404
ttt_random_ammo	116.260887 765.526917 41.791866	0.014 1.875 -0.019
ttt_random_ammo	120.497208 769.887756 33.654022	86.921 77.676 91.150
ttt_random_ammo	140.639236 770.948792 38.442463	0.141 1.195 -89.926
ttt_random_ammo	157.559326 766.028748 41.032776	3.709 7.183 56.465
ttt_random_ammo	163.410599 771.099243 31.271210	0.063 1.866 0.000
ttt_random_ammo	167.905746 768.704041 42.375164	34.606 1.457 -47.272
ttt_random_ammo	148.657303 772.370239 31.272446	-0.067 -10.041 0.009
ttt_random_ammo	133.230835 768.677307 40.330585	-89.849 -142.891 44.815
ttt_random_ammo	127.621094 781.332825 39.393394	-89.970 -89.972 180.000
ttt_random_ammo	132.253464 775.375061 45.331081	-0.134 9.842 89.927
ttt_random_ammo	455.426666 1253.518677 24.470768	-0.105 0.862 -0.761
ttt_random_ammo	449.652222 1249.461670 24.458370	-0.190 2.433 -0.902
ttt_random_ammo	460.186676 1279.027832 24.426746	1.390 0.032 1.676
ttt_random_ammo	470.401398 951.906799 24.423206	1.399 0.032 1.679
ttt_random_ammo	473.203033 910.533081 24.393078	0.699 0.006 0.797
ttt_random_ammo	448.693268 904.881958 24.359518	0.062 0.000 0.005
ttt_random_ammo	463.137085 934.392151 24.415398	1.616 0.035 1.947
ttt_random_ammo	128.861954 1138.131104 24.349005	0.050 0.000 -0.014
ttt_random_ammo	124.290497 1126.283325 24.339956	0.046 0.000 -0.023
ttt_random_ammo	125.785088 1113.851074 24.374477	0.119 0.000 0.082
ttt_random_ammo	128.240082 1104.250244 24.374477	0.119 0.000 0.082
ttt_random_ammo	147.128922 1112.116211 24.394367	0.921 0.011 1.068
ttt_random_ammo	146.980652 1119.014038 24.349003	0.050 0.000 -0.014
ttt_random_ammo	144.075226 1128.338013 24.337603	0.046 0.000 -0.025
ttt_random_ammo	145.564575 1135.726196 24.363480	0.070 0.000 0.017
ttt_random_ammo	548.669373 533.840271 360.359528	0.062 0.000 0.005
ttt_random_ammo	550.293884 523.429321 360.376190	0.130 0.000 0.097
ttt_random_ammo	549.588379 508.582794 360.374481	0.118 0.000 0.081
ttt_random_ammo	549.443054 501.775543 360.411621	1.690 0.034 2.037
ttt_random_ammo	282.754883 535.949707 360.367310	0.081 0.000 0.033
ttt_random_ammo	293.569885 532.524780 360.369141	0.089 0.000 0.043
ttt_random_ammo	303.592438 531.045593 360.361511	0.065 0.000 0.011
ttt_random_ammo	308.625732 521.174500 360.322693	0.046 0.000 -0.033
ttt_random_ammo	299.480255 514.481140 360.385406	0.266 0.001 0.267
ttt_random_ammo	285.230133 516.194946 360.369171	0.088 0.000 0.042
ttt_random_ammo	268.400421 525.206360 360.469055	0.528 0.020 0.637
ttt_random_ammo	8.720606 474.407471 360.370972	0.097 0.000 0.054
ttt_random_ammo	4.394014 451.660553 360.421021	1.975 0.011 1.469
ttt_random_ammo	4.807723 438.956268 360.487030	1.083 -0.069 1.313
ttt_random_ammo	4.422336 413.465729 360.449249	1.568 0.004 1.032
ttt_random_ammo	22.903547 -154.924637 408.195709	-0.041 0.000 0.025
ttt_random_ammo	21.837635 -147.810623 408.213959	0.072 -0.000 -0.024
ttt_random_ammo	16.918262 -138.339325 408.231720	0.261 -0.001 -0.263
ttt_random_ammo	21.686625 -129.357132 408.184570	0.044 -0.000 0.027
ttt_random_ammo	35.866920 -129.510727 408.197205	0.047 -0.000 0.016
ttt_random_ammo	43.080177 -136.366928 408.203674	-0.042 0.000 0.020
ttt_random_ammo	770.856995 -94.209160 360.372742	0.106 0.000 0.066
ttt_random_ammo	743.441406 -93.921425 360.327820	0.046 0.000 -0.030
ttt_random_ammo	726.331177 -91.024681 360.434906	1.166 0.029 1.398
ttt_random_ammo	710.032776 -85.253395 360.351196	0.052 0.000 -0.011
ttt_random_ammo	763.230103 -19.665937 360.327820	0.046 0.000 -0.030
ttt_random_ammo	738.122742 -4.248856 360.372742	0.107 0.000 0.067
ttt_random_ammo	725.912598 8.193357 360.393921	0.786 0.008 0.903
ttt_random_ammo	722.300903 21.463583 360.434601	1.232 0.030 1.485
ttt_random_ammo	817.299133 -14.042107 408.288055	-1.044 -0.779 -0.254
ttt_random_ammo	803.028381 -6.999631 408.173584	-0.044 0.000 0.034
ttt_random_ammo	785.196655 5.371352 408.265228	-0.403 -2.501 0.828
ttt_random_ammo	809.729736 40.091057 400.374481	0.119 0.000 0.082
ttt_random_ammo	787.933472 44.362259 402.688324	1.261 -19.517 89.997
ttt_random_ammo	786.702148 55.773312 400.353333	0.054 -0.000 0.008
ttt_random_ammo	922.827209 89.991608 360.395538	-0.403 -0.002 0.435
ttt_random_ammo	901.691223 89.284019 360.391632	-0.314 -0.002 0.325
ttt_random_ammo	879.950745 88.837753 360.372498	-0.097 -0.000 0.054
ttt_random_ammo	863.546509 89.299156 360.460907	-1.028 -0.027 1.240
ttt_random_ammo	855.411743 239.337692 228.342300	0.048 0.000 -0.022
ttt_random_ammo	881.818420 237.012482 228.346832	0.050 0.000 -0.017
ttt_random_ammo	890.931091 237.596466 228.383957	0.244 0.001 0.239
ttt_random_ammo	906.498901 237.235611 228.379440	0.169 0.001 0.145
ttt_random_ammo	809.288574 137.704193 239.918762	0.065 0.000 0.016
ttt_random_ammo	660.674072 70.126259 228.405121	1.723 0.029 2.065
ttt_random_ammo	695.332764 69.850632 228.381012	0.181 0.001 0.163
ttt_random_ammo	700.370239 137.784088 228.363464	0.068 0.000 0.016
ttt_random_ammo	667.580566 136.935516 228.357468	0.057 0.000 0.000
ttt_random_ammo	588.392212 395.662415 218.745636	-1.374 0.012 -1.346
ttt_random_ammo	595.396301 366.260742 218.669815	-0.049 0.000 0.011
ttt_random_ammo	595.799438 350.606934 218.688095	0.011 -0.125 0.095
ttt_random_ammo	593.639038 332.677765 218.667801	-0.047 0.000 0.014
ttt_random_ammo	391.552460 448.671997 200.359512	0.062 0.000 0.005
ttt_random_ammo	391.939575 411.833496 200.344543	0.048 0.000 -0.019
ttt_random_ammo	391.416687 359.325806 200.410187	1.652 0.034 1.983
ttt_random_ammo	390.883636 306.840027 200.379440	0.164 0.001 0.140
ttt_random_ammo	392.255981 268.688446 200.408325	1.643 0.033 1.967
ttt_random_ammo	393.264832 230.338242 200.346802	0.049 0.000 -0.017
ttt_random_ammo	393.924591 192.844208 200.348999	0.050 0.000 -0.014
ttt_random_ammo	394.357605 148.918015 200.357483	0.058 0.000 -0.001
ttt_random_ammo	393.857025 127.242653 200.365402	0.075 0.000 0.025
ttt_random_ammo	392.975342 82.501785 200.317413	0.047 0.000 -0.035
ttt_random_ammo	396.143066 -144.435425 200.424316	-0.025 0.174 -0.065
ttt_random_ammo	396.141022 -203.788269 200.331039	-0.046 -0.000 -0.029
ttt_random_ammo	396.339905 -256.181458 200.349792	-0.050 -0.000 -0.014
ttt_random_ammo	396.445648 -323.618835 200.414322	-1.230 -0.018 1.444
ttt_random_ammo	396.376129 -398.574310 200.343018	-0.047 -0.000 -0.021
ttt_random_ammo	395.994324 -450.695160 200.362549	-0.066 -0.000 0.012
ttt_random_ammo	401.705414 -502.679779 200.489304	0.682 0.823 -0.826
ttt_random_ammo	87.740509 -508.305237 240.383789	-0.187 0.001 -0.168
ttt_random_ammo	296.581879 -508.536377 240.381897	-0.163 0.001 -0.139
ttt_random_ammo	379.658386 -135.123291 240.337585	0.046 0.000 -0.025
ttt_random_ammo	380.664734 75.196449 240.342255	0.047 0.000 -0.021
ttt_random_ammo	236.200775 467.115387 240.435257	-1.626 0.034 -1.951
ttt_random_ammo	81.339615 466.939514 166.449142	-1.375 0.032 -1.660
ttt_random_ammo	7.927522 551.828125 240.378159	-0.132 0.000 -0.099
ttt_random_ammo	82.730782 246.561447 50.362549	-0.066 -0.000 0.011
ttt_random_ammo	372.429962 162.867950 59.440727	1.068 0.028 1.282
ttt_random_ammo	374.527100 142.100052 59.344551	0.048 0.000 -0.019
ttt_random_ammo	377.066895 119.282883 59.382511	0.211 0.001 0.198
ttt_random_ammo	372.490692 100.564987 59.379341	0.163 -0.001 -0.139
ttt_random_ammo	762.094849 255.800217 0.456177	0.766 0.023 0.920
ttt_random_ammo	760.373352 305.007477 0.370927	0.096 -0.000 -0.053
ttt_random_ammo	761.474121 330.643677 0.357485	0.059 0.000 0.000
ttt_random_ammo	706.122986 429.355896 0.343030	-0.047 0.000 0.021
ttt_random_ammo	666.430542 435.925262 0.406465	-0.808 -0.008 0.930
ttt_random_ammo	650.341003 433.661102 0.364584	-0.070 -0.000 0.018
ttt_random_ammo	637.272888 431.906311 29.204971	0.045 0.000 -0.035
ttt_random_ammo	613.249329 432.538940 29.241299	0.043 0.000 -0.017
ttt_random_ammo	602.517090 429.088104 29.202528	0.045 0.000 -0.036
ttt_random_ammo	578.792480 426.328613 29.277025	0.313 0.002 0.332
ttt_random_ammo	409.086609 434.000946 33.338348	-0.046 0.000 0.025
ttt_random_ammo	408.570740 413.900635 33.363464	0.070 -0.000 -0.017
ttt_random_ammo	412.376587 354.781555 33.361511	0.066 0.000 0.011
ttt_random_ammo	433.359436 154.622925 0.390322	0.458 0.003 0.503
ttt_random_ammo	458.343079 153.268692 0.395171	1.397 0.023 1.647
ttt_random_ammo	438.788330 179.388184 0.358958	0.118 -0.042 -0.259
ttt_random_ammo	602.012085 133.117035 56.370972	0.096 0.000 0.053
ttt_random_ammo	581.241882 135.512299 56.458828	0.737 0.022 0.888
ttt_random_ammo	567.857361 135.716202 56.381012	0.185 0.001 0.166
ttt_random_ammo	547.623535 -61.594925 22.155569	0.047 -0.000 0.038
ttt_random_ammo	496.913696 -141.090927 37.144958	-0.044 0.000 0.011
ttt_random_ammo	483.802063 -127.427200 37.237957	-0.946 0.028 -1.138
ttt_random_ammo	440.816132 -194.886841 0.431580	1.288 0.031 1.552
ttt_random_ammo	419.976318 -193.801376 0.363465	0.070 -0.000 -0.017
ttt_random_ammo	414.648590 -175.375443 0.354161	-0.054 -0.000 -0.008
ttt_random_ammo	762.104248 114.288040 0.381038	0.181 0.001 0.161
ttt_random_ammo	738.455750 115.973358 0.330320	0.046 0.000 -0.029
ttt_random_ammo	762.925476 82.949928 0.383805	0.236 -0.001 -0.229
ttt_random_ammo	15.422981 -557.717834 24.356298	-0.056 -0.000 -0.004
ttt_random_ammo	18.653511 -576.729980 24.379436	0.166 0.001 0.142
ttt_random_ammo	29.037947 -590.574097 24.355425	0.056 -0.000 0.004
ttt_random_ammo	41.386269 -575.837036 24.442152	1.075 0.028 1.295
ttt_random_ammo	44.083237 -563.881592 24.394812	1.057 0.014 1.233
ttt_random_ammo	34.999146 -546.685425 24.349798	-0.050 -0.000 -0.014
ttt_random_ammo	18.792967 -457.378448 0.353852	0.313 0.409 0.633
ttt_random_ammo	22.301058 -427.733856 0.454910	0.867 0.024 1.050
ttt_random_ammo	358.778931 -428.076691 0.320120	0.047 0.000 -0.034
ttt_random_ammo	361.416992 -460.119537 0.339996	0.047 0.000 -0.024
ttt_random_ammo	359.972137 -483.316284 0.349038	0.051 0.000 -0.014
ttt_random_ammo	352.164764 -504.923157 2.706926	88.720 130.149 89.983
ttt_random_ammo	15.010524 13.323287 0.367028	-0.281 -0.172 0.247
ttt_random_ammo	16.366606 29.389572 0.398786	0.021 0.123 -0.067
ttt_random_ammo	15.995997 78.015320 0.410505	0.006 0.120 -0.070
ttt_random_ammo	15.757187 99.405853 0.380956	-0.164 -0.174 0.029
ttt_random_ammo	-131.052109 282.851776 27.350361	-0.239 -0.169 -0.174
ttt_random_ammo	-134.514771 344.938568 29.639870	-83.784 -2.310 5.035
ttt_random_ammo	-194.881393 348.413757 19.987251	-89.691 -52.040 64.195
ttt_random_ammo	-178.403397 295.240814 27.434336	1.125 -0.028 -1.346
ttt_random_ammo	-281.222809 105.792015 0.339955	0.047 0.000 -0.023
ttt_random_ammo	-279.603424 135.526688 0.353316	0.053 0.000 -0.008
ttt_random_ammo	-256.014008 145.310669 0.385405	0.267 0.001 0.268
ttt_random_ammo	-257.526520 124.445580 0.388043	0.344 0.002 0.363
ttt_random_ammo	139.040024 516.833313 0.372498	-0.098 -0.000 0.055
ttt_random_ammo	162.233353 519.579407 0.383956	-0.189 -0.001 0.171
ttt_random_ammo	178.843140 520.544250 0.379455	0.163 0.001 0.139
ttt_random_ammo	-282.656006 82.543716 -83.594162	-0.346 -0.008 -1.455
ttt_random_ammo	-253.296356 90.284935 -83.625511	0.117 0.000 0.080
ttt_random_ammo	-232.518356 88.989052 -83.567558	1.199 0.029 1.436
ttt_random_ammo	-213.703506 98.992828 -83.630852	0.089 0.000 0.043
ttt_random_ammo	-205.455475 96.304634 -83.674728	0.046 0.000 -0.032
ttt_random_ammo	54.915710 593.019592 -115.667213	0.046 0.000 -0.028
ttt_random_ammo	93.611984 583.945007 -115.592056	1.770 0.034 2.133
ttt_random_ammo	113.803719 587.925293 -115.640480	0.062 0.000 0.005
ttt_random_ammo	154.427826 586.993408 -115.642509	0.058 0.000 -0.000
ttt_random_ammo	140.144302 782.232117 -115.679924	0.046 0.000 -0.034
ttt_random_ammo	105.223190 786.370422 -115.614616	0.270 0.001 0.271
ttt_random_ammo	85.120941 782.922241 -115.604874	1.209 0.018 1.418
ttt_random_ammo	53.491817 775.116516 -115.640480	0.062 0.000 0.005
ttt_random_ammo	148.503723 716.338806 -115.618980	0.184 0.001 0.164
ttt_random_ammo	146.488968 651.411499 -115.682587	0.047 0.000 -0.035
ttt_random_ammo	-298.538086 758.237000 -97.379906	-88.328 177.258 -87.302
ttt_random_ammo	-279.672791 759.443542 -97.210876	-64.852 5.341 25.177
ttt_random_ammo	-286.708252 749.763000 -100.312202	3.521 21.553 2.138
ttt_random_ammo	-272.648499 754.474854 -98.280327	0.130 -145.574 90.322
ttt_random_ammo	-283.442719 735.908020 -90.398918	-0.606 169.769 -179.481
ttt_random_ammo	-272.018005 719.461182 -98.112236	89.294 73.090 -109.567
ttt_random_ammo	-285.480652 783.322205 -98.190834	89.745 -41.898 -49.632
ttt_random_ammo	-237.931305 758.425842 -113.263832	-0.562 134.380 89.985
ttt_random_ammo	-210.575897 767.897339 -113.245949	-0.110 4.391 89.995
ttt_random_ammo	-284.779938 773.847351 -97.131996	-88.766 -107.631 -126.569
ttt_random_ammo	-296.761963 789.506226 -100.262009	2.550 -0.477 0.239
ttt_random_ammo	-296.416779 784.564697 -100.277039	-0.709 -1.460 0.156
ttt_random_ammo	-281.430817 764.726318 -98.115036	89.800 -58.037 89.300
ttt_random_ammo	-288.060760 741.512329 -98.199371	0.994 -34.272 90.126
ttt_random_ammo	-298.446930 735.590576 -97.251366	-87.170 164.489 102.890
ttt_random_ammo	-297.656494 723.238647 -98.146484	-0.195 0.545 90.025
ttt_random_ammo	-221.816071 709.226990 -112.360741	-89.414 -76.624 92.038
ttt_random_ammo	-284.980286 714.938965 -98.077484	89.651 74.148 -105.217
ttt_random_ammo	-296.938843 733.996826 -92.314751	0.003 84.746 90.831
ttt_random_ammo	-298.842499 751.316284 -92.334335	24.367 -79.686 -46.774
ttt_random_ammo	-277.806915 735.107361 -97.371262	-89.061 166.183 -77.830
ttt_random_ammo	-254.303833 727.859741 -113.326317	-0.016 17.022 89.511
ttt_random_ammo	-297.549347 770.515869 -98.166054	0.295 -0.317 90.166
ttt_random_ammo	-297.347717 771.017761 -97.212334	-89.766 61.006 -147.350
ttt_random_ammo	-279.030334 748.673340 -98.302887	-0.157 -178.967 -89.918
ttt_random_ammo	-292.270721 746.087463 -100.252213	1.391 14.836 -1.847
ttt_random_ammo	-293.568390 729.541382 -98.783981	45.720 -103.267 0.556
ttt_random_ammo	-273.089172 739.434509 -97.322632	-87.323 3.179 86.468
ttt_random_ammo	-277.184296 715.197266 -92.499374	84.916 88.378 88.335
ttt_random_ammo	-280.793549 744.380310 -93.283447	-3.287 -118.367 -85.004
ttt_random_ammo	-269.200867 726.850891 -98.196251	89.050 -97.142 -6.072
ttt_random_ammo	-295.107544 753.834473 -95.850029	40.533 37.439 26.504
ttt_random_ammo	-288.060974 763.965637 -98.205444	-0.442 22.852 -89.659
ttt_random_ammo	-270.057404 746.020691 -100.493752	-0.926 -71.704 -1.333
ttt_random_ammo	-288.004517 790.434692 -98.063988	-0.108 -16.622 89.697
ttt_random_ammo	-275.534882 773.918213 -100.453171	0.089 -20.228 -0.544
ttt_random_ammo	-269.200531 768.984497 -98.283096	86.368 -161.737 -70.088
ttt_random_ammo	-286.116577 776.817932 -100.462341	-0.225 43.562 -0.203
ttt_random_ammo	-271.630859 757.677429 -93.554367	4.259 86.393 -75.945
ttt_random_ammo	-270.082489 786.583923 -98.181900	-0.157 165.491 -90.239
ttt_random_ammo	-285.157166 742.813721 -100.509209	-1.138 -44.331 -0.092
ttt_random_ammo	-274.999298 727.678955 -92.443604	0.037 8.769 -90.552
ttt_random_ammo	-283.072662 726.023071 -97.273140	-89.630 46.284 -97.067
ttt_random_ammo	-288.545624 723.281128 -100.328278	-0.713 7.225 -1.676
ttt_random_ammo	-278.412598 751.396912 -100.556717	-0.129 -93.758 -0.113
ttt_playerspawn	181.199402 -387.711853 0.523673	-0.073 -0.000 0.073
ttt_playerspawn	194.219620 -243.284683 0.581929	0.000 0.369 -0.057
ttt_playerspawn	177.284302 -152.158600 0.539113	-0.058 -0.000 0.058
ttt_playerspawn	160.182785 -23.144913 0.540922	-0.057 -0.000 0.057
ttt_playerspawn	182.332031 146.979050 0.552151	-0.046 -0.000 0.046
ttt_playerspawn	265.378174 341.265106 0.556281	-0.042 -0.000 0.042
ttt_playerspawn	270.425232 157.061813 0.551425	-0.046 -0.000 0.046
ttt_playerspawn	255.078857 -41.804348 0.577755	-0.005 -0.000 0.037
ttt_playerspawn	266.738159 -176.040405 0.540922	-0.057 -0.000 0.057
ttt_playerspawn	263.166351 -304.058929 0.556934	-0.041 -0.000 0.041
ttt_playerspawn	76.759918 -345.693573 0.551425	-0.046 -0.000 0.046
ttt_playerspawn	95.033257 -227.664566 0.551425	-0.046 -0.000 0.046
ttt_playerspawn	88.479576 -98.231224 0.579968	0.017 -0.001 0.055
ttt_playerspawn	93.906807 50.614758 0.530238	0.067 0.000 0.067
ttt_playerspawn	115.744362 181.536255 0.537221	0.060 0.000 0.060
ttt_playerspawn	222.908249 54.944805 0.542673	-0.055 -0.000 0.055
ttt_playerspawn	325.199158 -87.417862 0.542675	-0.055 -0.000 0.055
ttt_playerspawn	201.403366 -104.723289 0.518925	-0.078 -0.000 0.078
ttt_playerspawn	93.003159 -150.114624 0.546831	-0.051 -0.000 0.051
ttt_playerspawn	147.150635 -320.673126 0.599802	0.002 0.108 0.002
ttt_playerspawn	319.484589 -395.952972 0.546833	-0.051 -0.000 0.051
ttt_playerspawn	487.415527 451.628235 201.459000	-0.014 -0.000 0.014
ttt_playerspawn	496.779388 327.439972 201.473572	0.040 -0.079 0.094
ttt_playerspawn	501.546295 216.490829 201.540878	0.015 -0.101 0.061
ttt_playerspawn	491.610352 57.960491 201.518082	-0.008 -0.000 0.008
ttt_playerspawn	471.662811 -76.996109 201.495728	-0.010 -0.000 0.010
ttt_playerspawn	468.599030 -188.768372 201.471207	-0.013 -0.000 0.013
ttt_playerspawn	463.502228 -317.869263 201.501846	-0.010 -0.000 0.010
ttt_playerspawn	459.909515 -415.302948 201.506180	-0.009 -0.000 0.009
ttt_playerspawn	456.316498 -512.736938 201.476913	-0.012 -0.000 0.012
ttt_playerspawn	329.766510 -565.290039 200.491074	0.044 0.000 0.044
ttt_playerspawn	220.587753 -558.163086 200.556564	-0.017 -0.000 0.017
ttt_playerspawn	102.719231 -573.153931 200.516708	-0.032 0.038 0.200
ttt_playerspawn	522.313232 134.533981 360.533813	-0.027 -0.000 0.027
ttt_playerspawn	326.439758 218.912170 360.526428	-0.030 -0.000 0.030
ttt_playerspawn	324.168823 55.703606 360.563751	-0.015 -0.000 0.015
ttt_playerspawn	379.925781 -67.108551 360.524200	-0.031 -0.000 0.031
