# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_concrete_b3
# Exported by: [OM] Rogue: The Lonely
setting:	replacespawns 0
ttt_random_weapon	-2049.027344 2229.022217 145.202957	1.842 4.927 -92.673
ttt_random_weapon	-1752.282104 2429.931885 145.107666	2.204 -0.269 -91.030
ttt_random_weapon	-1758.547852 2401.563721 185.340118	1.274 4.053 -93.964
ttt_random_weapon	-1772.019531 2382.247559 146.622650	-3.564 -13.855 -28.506
ttt_random_weapon	-1525.090210 2281.367676 513.226440	1.577 4.985 -93.280
ttt_random_weapon	-1495.570068 2758.604248 369.246979	1.278 10.928 -94.304
ttt_random_weapon	-1458.564209 2796.815674 369.222107	1.625 4.977 -93.169
ttt_random_weapon	-1457.422852 2824.106689 369.220398	1.645 4.986 -93.125
ttt_random_weapon	-1336.018799 2619.673584 369.221741	1.630 4.989 -93.159
ttt_random_weapon	-1334.522705 2654.290771 369.230560	1.530 4.981 -93.387
ttt_random_weapon	-1346.083496 2678.413086 369.219666	1.653 4.989 -93.105
ttt_random_weapon	-1200.117065 2308.686768 657.198792	1.751 4.893 -92.723
ttt_random_weapon	-1324.665527 2187.749023 873.202942	1.842 4.927 -92.673
ttt_random_weapon	-1345.478394 2366.575439 873.210449	1.757 4.927 -92.867
ttt_random_weapon	-787.236145 813.867493 509.221405	1.634 4.694 -93.150
ttt_random_weapon	-93.014603 841.922974 513.220276	1.646 4.922 -93.121
ttt_random_weapon	121.190315 807.437927 546.883728	-1.396 4.374 -59.742
ttt_random_weapon	120.226715 743.796997 546.023132	1.658 4.697 -93.096
ttt_random_weapon	409.519012 779.731506 544.222778	1.814 4.712 -92.737
ttt_random_weapon	139.739746 640.251404 523.377136	34.661 12.823 174.404
ttt_random_weapon	52.137772 654.377869 516.188416	-6.917 31.432 174.050
ttt_random_weapon	-497.600037 830.602112 401.035217	1.885 4.781 -92.575
ttt_random_weapon	-606.268860 1016.689392 305.214752	1.709 4.925 -92.978
ttt_random_weapon	-248.027603 1047.580688 305.213226	1.726 4.926 -92.938
ttt_random_weapon	-72.376785 1036.623901 305.193970	1.943 4.925 -92.441
ttt_random_ammo	-1248.879272 846.802734 64.325310	0.047 0.000 -0.032
ttt_random_ammo	-1267.411499 848.678528 64.415588	1.648 0.035 1.989
ttt_random_ammo	-1285.565674 850.627075 64.335243	0.046 0.000 -0.027
ttt_random_ammo	-1085.221680 749.578613 64.357506	0.059 -0.000 -0.001
ttt_random_ammo	-1111.376465 750.897949 64.385109	0.279 -0.001 -0.282
ttt_random_ammo	-1076.088989 547.924805 64.385132	0.276 -0.001 -0.278
ttt_random_ammo	-1105.341064 561.474854 64.369164	0.090 0.000 0.044
ttt_random_ammo	-923.353821 484.748871 112.213982	0.072 -0.000 -0.024
ttt_random_ammo	-938.826599 482.555450 112.177795	0.044 -0.000 0.030
ttt_random_ammo	-935.677856 463.321106 112.223610	0.127 -0.001 -0.096
ttt_random_ammo	-921.462891 462.811829 112.188911	0.044 -0.000 0.024
ttt_random_ammo	-315.417084 355.848328 64.322731	0.047 0.000 -0.033
ttt_random_ammo	-318.605469 371.593353 64.369156	0.091 0.000 0.045
ttt_random_ammo	-319.277649 381.838593 64.390236	0.473 0.003 0.520
ttt_random_ammo	-314.340302 340.122345 64.416878	1.623 0.036 1.960
ttt_random_ammo	26.336088 1077.055176 64.382500	0.215 0.001 0.203
ttt_random_ammo	21.277988 1054.664551 64.382492	0.217 0.001 0.205
ttt_random_ammo	18.845882 1040.259399 64.312004	0.048 0.000 -0.037
ttt_random_ammo	113.585327 1077.424194 64.435829	1.286 0.031 1.559
ttt_random_ammo	112.036949 1056.977051 64.320107	0.047 0.000 -0.034
ttt_random_ammo	113.419258 1031.291016 64.353340	0.054 0.000 -0.008
ttt_random_ammo	525.426575 759.226868 320.216888	-0.174 0.000 -0.301
ttt_random_ammo	499.624847 762.157776 320.184387	0.042 0.000 -0.031
ttt_random_ammo	460.115723 718.362000 320.243896	-0.080 -0.510 0.486
ttt_random_ammo	459.023376 700.474487 320.299652	-0.221 0.871 1.130
ttt_random_ammo	-2404.108643 209.338821 624.351196	0.053 -0.000 0.011
ttt_random_ammo	-2374.829346 210.886917 624.346802	0.050 0.000 -0.017
ttt_random_ammo	-2350.917480 208.914001 624.327820	0.046 0.000 -0.031
ttt_random_ammo	-2350.750488 168.921097 624.369141	0.091 0.000 0.045
ttt_random_ammo	-2348.807129 184.834305 624.337646	0.047 -0.000 0.025
ttt_random_ammo	-2403.007813 727.548889 624.380859	0.192 -0.001 -0.173
ttt_random_ammo	-2402.881592 776.966431 624.369141	0.091 0.000 0.045
ttt_random_ammo	-2400.384277 751.924133 624.392151	0.622 0.005 0.703
ttt_random_ammo	-2339.483154 718.383057 624.376160	0.136 0.000 0.103
ttt_random_ammo	-2305.013916 715.840759 624.369141	0.090 0.000 0.044
ttt_random_ammo	-2264.665527 720.821289 624.325317	0.046 0.000 -0.032
ttt_random_ammo	-2279.492676 778.780151 624.361511	0.067 0.000 0.012
ttt_random_ammo	-2315.542236 787.443115 624.430298	1.331 0.032 1.606
ttt_random_ammo	-2354.999512 781.819458 624.359558	0.063 -0.000 -0.006
ttt_random_ammo	-2378.130127 1069.482300 624.370972	0.099 0.000 0.056
ttt_random_ammo	-2334.407959 1076.575073 624.365417	0.077 0.000 0.026
ttt_random_ammo	-2337.205322 1057.025513 624.346802	0.050 0.000 -0.017
ttt_random_ammo	-1123.451050 360.603516 432.479889	0.085 -0.000 -0.036
ttt_random_ammo	-1159.542480 366.186615 432.481689	0.092 -0.000 -0.047
ttt_random_ammo	-1180.044678 372.813965 432.478027	0.078 -0.000 -0.028
ttt_random_ammo	-1122.069580 241.580460 432.461914	0.051 -0.000 0.013
ttt_random_ammo	-1156.313965 254.523376 432.438568	0.047 -0.000 0.032
ttt_random_ammo	-1193.639160 255.253128 432.529114	1.678 -0.036 -2.035
ttt_random_ammo	-1516.325073 161.291458 432.542480	1.454 -0.034 -1.771
ttt_random_ammo	-1474.903931 161.759506 432.443542	0.046 -0.000 0.029
ttt_random_ammo	-1419.609131 155.019867 432.466156	0.055 -0.000 0.007
ttt_random_ammo	-1381.257935 164.112183 432.496338	0.237 0.001 0.230
ttt_random_ammo	-1810.552612 328.923676 460.399902	-0.553 -0.004 0.617
ttt_random_ammo	-1816.271606 298.580994 460.338379	-0.047 -0.000 -0.025
ttt_random_ammo	-1815.016357 272.093109 460.394714	1.273 0.019 1.494
ttt_random_ammo	-1769.088745 294.655792 460.455078	0.726 -1.534 0.002
ttt_random_ammo	-1753.671021 168.422867 604.419434	1.668 0.036 2.025
ttt_random_ammo	-1772.228882 169.365204 604.389160	0.408 0.002 0.441
ttt_random_ammo	-1796.842651 171.261566 604.363464	0.071 0.000 0.018
ttt_random_ammo	-1818.542725 171.221436 604.442322	1.123 -0.029 -1.361
ttt_random_ammo	-2392.934814 525.172180 624.353333	0.054 -0.000 0.007
ttt_random_ammo	-2364.532227 527.694153 624.344604	0.049 0.000 -0.019
ttt_random_ammo	-2336.374512 526.772156 624.327820	0.046 0.000 -0.031
ttt_random_ammo	-2316.703125 528.549927 624.372742	0.109 0.000 0.069
ttt_random_ammo	-2298.158203 528.166443 624.394287	0.940 0.011 1.090
ttt_random_ammo	-2277.681885 526.750732 624.376160	0.134 0.000 0.101
ttt_random_ammo	-2263.569092 525.091064 624.372742	0.110 0.000 0.070
ttt_random_ammo	-237.400070 2287.996338 656.385132	0.275 -0.001 -0.277
ttt_random_ammo	-263.455963 2287.255615 656.418518	1.663 0.036 2.016
ttt_random_ammo	-278.473999 2288.761230 656.377686	0.150 -0.001 -0.122
ttt_random_ammo	-292.526123 2290.387695 656.363464	0.071 0.000 0.018
ttt_random_ammo	-313.092102 2291.301025 656.431641	1.345 -0.033 -1.630
ttt_random_ammo	-335.175720 2285.817871 656.432678	-0.008 -73.865 -1.592
ttt_random_ammo	-349.365356 2293.950195 656.483459	-0.107 -14.001 -0.049
ttt_random_ammo	-364.558411 2306.446777 656.335266	0.046 -0.000 0.027
ttt_random_ammo	-746.305420 2565.252441 656.457703	-1.294 -0.032 1.572
ttt_random_ammo	-748.090759 2508.918457 656.366638	-0.077 -0.000 0.026
ttt_random_ammo	-745.317078 2480.436768 656.385864	-0.217 -0.001 0.205
ttt_random_ammo	-741.623413 2427.293457 656.338318	-0.047 -0.000 -0.025
ttt_random_ammo	-658.559631 2535.296631 656.360535	-0.063 -0.000 0.007
ttt_random_ammo	-667.976807 2483.491699 656.458801	-1.255 -0.031 1.526
ttt_random_ammo	-667.890747 2454.966309 656.358398	-0.060 -0.000 0.001
ttt_random_ammo	-661.544067 2430.073975 656.335938	-0.047 -0.000 -0.027
ttt_random_ammo	-268.503632 2268.278076 536.351196	0.052 0.000 -0.011
ttt_random_ammo	-361.895203 2269.544189 536.387939	0.359 0.002 0.381
ttt_random_ammo	-442.535095 2275.838379 536.363525	0.071 0.000 0.018
ttt_random_ammo	-546.552063 2276.639160 536.353333	0.054 0.000 -0.007
ttt_random_ammo	-704.547363 2274.342285 536.346802	0.050 0.000 -0.017
ttt_random_ammo	-810.909485 2269.774414 536.372742	0.110 0.000 0.070
ttt_random_ammo	-927.159973 2275.030762 536.355469	0.057 0.000 -0.004
ttt_random_ammo	-1131.269531 2272.948242 536.353333	0.054 0.000 -0.008
ttt_random_ammo	-1020.194092 2273.433105 536.372742	0.108 0.000 0.068
ttt_random_ammo	-226.828979 2284.234375 368.386658	0.319 0.002 0.331
ttt_random_ammo	-257.858826 2275.825928 368.370972	0.100 0.000 0.057
ttt_random_ammo	-293.258789 2280.961670 368.437775	1.272 0.032 1.545
ttt_random_ammo	-599.112061 2835.342529 224.342316	0.048 0.000 -0.021
ttt_random_ammo	-604.891418 2797.432617 224.342316	0.048 0.000 -0.021
ttt_random_ammo	-597.752014 2771.821533 224.446243	1.076 0.028 1.305
ttt_random_ammo	-314.816772 2838.134766 224.426285	1.525 0.036 1.851
ttt_random_ammo	-272.757507 2841.513916 224.361557	0.067 0.000 0.012
ttt_random_ammo	-239.984222 2826.809326 224.335266	0.047 0.000 -0.027
ttt_random_ammo	-1411.897583 2765.554688 244.477585	0.012 0.000 -0.045
ttt_random_ammo	-1389.675171 2768.507568 244.414520	0.047 0.000 -0.039
ttt_random_ammo	-1375.565674 2762.285889 244.440292	0.039 0.000 -0.034
ttt_random_ammo	-1399.713867 2758.634521 244.417053	0.046 0.000 -0.038
ttt_random_ammo	-1355.793213 2860.158203 226.711487	0.002 -90.863 -90.001
ttt_random_ammo	-1266.732422 2782.393311 241.362259	0.914 -0.180 -0.991
ttt_random_ammo	-1255.045532 2751.975586 241.369843	-0.888 29.985 1.749
ttt_random_ammo	-1283.223877 2806.301270 244.494034	-88.781 122.684 -89.139
ttt_random_ammo	-1426.273682 2417.536133 224.367310	0.085 0.000 0.036
ttt_random_ammo	-1416.813477 2446.914551 224.332840	0.047 0.000 -0.028
ttt_random_ammo	-1391.226929 2447.784912 224.443527	1.166 0.029 1.418
ttt_random_ammo	-1405.108276 2415.042236 224.322754	0.047 0.000 -0.033
ttt_random_ammo	-1196.610840 2203.825684 128.335175	0.045 0.000 -0.026
ttt_random_ammo	-1192.491089 2171.469727 128.363449	0.069 0.000 0.017
ttt_random_ammo	-1164.640259 2216.679688 128.374466	0.115 0.000 0.079
ttt_random_ammo	-2075.525635 2284.120850 144.368622	-0.084 -0.000 0.036
ttt_random_ammo	-2086.454590 2224.581055 144.404373	-0.731 -0.007 0.835
ttt_random_ammo	-2073.477295 2184.693115 144.318192	-0.047 -0.000 -0.035
ttt_random_ammo	-1898.519653 2264.272949 144.406631	-0.825 -0.009 0.950
ttt_random_ammo	-1889.128418 2218.683105 144.344589	0.049 -0.000 0.019
ttt_random_ammo	-1894.015259 2153.266846 144.359543	0.062 -0.000 -0.005
ttt_random_ammo	-1685.450562 2382.671143 177.548019	0.002 -0.129 -0.001
ttt_random_ammo	-1703.658936 2387.656494 177.548660	-0.002 0.370 0.003
ttt_random_ammo	-1723.330444 2391.624268 177.548203	-0.002 0.046 0.001
ttt_random_ammo	-1691.215454 2396.620361 177.547867	0.011 -0.382 -0.016
ttt_random_ammo	-1696.440796 2413.833984 146.694672	88.410 129.330 89.840
ttt_random_ammo	-1683.227051 2390.848389 216.370438	0.011 -1.673 -0.014
ttt_random_ammo	-1709.947388 2394.490234 216.372375	-0.209 0.113 0.255
ttt_random_ammo	-1725.147583 2418.818115 146.710754	88.817 127.363 89.517
ttt_random_ammo	-1674.746460 2399.683105 241.440369	0.020 -0.026 0.220
ttt_random_ammo	-1694.731934 2379.259033 144.619705	-1.337 -2.981 2.302
ttt_random_ammo	-1721.444702 2378.751465 146.758881	89.945 -179.985 180.000
ttt_random_ammo	-1495.429321 2260.023193 368.361511	0.068 0.000 0.012
ttt_random_ammo	-1512.521729 2262.436035 368.342285	0.048 0.000 -0.021
ttt_random_ammo	-1539.756104 2265.454590 368.317444	0.048 0.000 -0.035
ttt_random_ammo	-1564.527710 2263.864502 368.392883	0.728 0.007 0.831
ttt_random_ammo	-1466.690430 2588.686523 401.129395	-0.047 0.000 0.036
ttt_random_ammo	-1468.438110 2639.860596 401.180054	0.082 0.000 0.035
ttt_random_ammo	-1359.077271 2743.536377 401.185242	-0.117 -0.000 0.080
ttt_random_ammo	-1408.756348 2738.108154 401.194336	-0.207 -0.001 0.194
ttt_random_ammo	-1495.185913 2836.746826 368.322723	0.047 0.000 -0.033
ttt_random_ammo	-1505.695190 2803.711914 368.312012	0.048 0.000 -0.037
ttt_random_ammo	-1515.770142 2766.427734 370.694794	0.766 24.647 89.466
ttt_random_ammo	-1527.113892 2755.285645 368.369141	0.091 0.000 0.045
ttt_random_ammo	-1542.725098 2749.643799 368.392059	0.636 0.005 0.719
ttt_random_ammo	-1550.479614 2729.738281 368.392181	0.621 0.005 0.701
ttt_random_ammo	-1286.454956 2687.380127 368.359528	0.064 -0.000 -0.006
ttt_random_ammo	-1291.544556 2639.252686 368.353333	0.055 -0.000 0.008
ttt_random_ammo	-1299.055420 2607.516113 368.418915	1.634 0.036 1.979
ttt_random_ammo	-1337.658203 2580.078125 368.380951	0.194 0.001 0.175
ttt_random_ammo	-1363.279541 2584.902588 368.389801	0.473 -0.003 -0.521
ttt_random_ammo	-1390.460327 2593.364746 368.424866	1.489 0.034 1.801
ttt_random_ammo	-1362.447876 2382.253906 872.384033	-0.192 -0.001 0.174
ttt_random_ammo	-1343.736206 2388.445313 872.414429	-1.237 -0.018 1.452
ttt_random_ammo	-1328.276367 2386.676514 872.354187	-0.055 -0.000 -0.007
ttt_random_ammo	-1344.644409 2209.902832 872.389832	0.473 -0.003 -0.520
ttt_random_ammo	-1307.647095 2220.596924 872.393799	1.060 -0.014 -1.237
ttt_random_ammo	-1283.801880 2224.283203 872.433105	1.208 -0.030 -1.452
ttt_random_ammo	-1850.317017 1377.125977 656.393677	0.820 0.009 0.944
ttt_random_ammo	-1849.659424 1409.870117 656.355408	0.057 0.000 -0.004
ttt_random_ammo	-1849.287964 1435.213257 656.392151	0.623 0.005 0.704
ttt_random_ammo	-1853.902100 1077.528687 656.391235	0.541 0.004 0.603
ttt_random_ammo	-1854.855591 1132.669434 656.348999	0.051 0.000 -0.014
ttt_random_ammo	-1854.691162 800.144714 704.404358	-0.731 -0.007 0.835
ttt_random_ammo	-1856.293091 757.066772 704.335266	0.046 -0.000 0.027
ttt_random_ammo	-1854.530151 728.726685 704.351196	0.053 0.000 -0.011
ttt_random_ammo	-769.938782 849.450134 508.381012	0.190 0.001 0.171
ttt_random_ammo	-791.465088 850.979980 508.374512	-0.111 -0.000 0.071
ttt_random_ammo	-787.967041 832.467407 508.357544	0.060 0.000 0.001
ttt_random_ammo	373.811646 770.111206 543.406982	-0.039 0.259 0.135
ttt_random_ammo	400.243408 771.596436 543.416199	1.402 -0.023 -1.654
ttt_random_ammo	419.636139 770.466309 543.378601	0.053 -0.000 0.008
ttt_random_ammo	438.630737 769.138794 543.392639	-0.010 -0.128 0.122
ttt_random_ammo	186.662796 691.599121 512.434631	-1.733 -0.029 2.085
ttt_random_ammo	157.554382 688.619568 512.372437	-0.095 -0.000 0.053
ttt_random_ammo	122.520767 687.127869 512.368530	-0.080 -0.000 0.032
ttt_random_ammo	141.145554 709.336731 512.358337	-0.058 -0.000 0.001
ttt_random_ammo	164.604660 709.888123 512.330994	-0.045 -0.000 -0.029
ttt_random_ammo	63.152073 645.896667 528.889404	0.045 12.304 -0.288
ttt_random_ammo	92.387245 643.962708 528.824646	0.071 0.151 -1.279
ttt_random_ammo	125.287506 641.015686 528.910767	0.003 -6.850 0.037
ttt_random_ammo	-34.703869 853.279053 512.355469	0.057 0.000 -0.004
ttt_random_ammo	-69.648529 829.225342 512.389160	0.413 0.003 0.447
ttt_random_ammo	-106.000481 828.912903 512.365417	0.077 0.000 0.026
ttt_random_ammo	-125.167007 858.251892 512.339966	0.047 0.000 -0.023
ttt_random_ammo	-481.619873 795.204468 352.257324	0.507 0.082 0.497
ttt_random_ammo	-495.689056 789.328491 352.184387	0.042 0.000 -0.031
ttt_random_ammo	-626.011658 1044.509766 304.387970	0.358 0.002 0.379
ttt_random_ammo	-581.980591 1041.807373 304.339996	0.047 0.000 -0.023
ttt_random_ammo	-569.232056 1022.797424 304.327850	0.046 0.000 -0.031
ttt_random_ammo	-587.691406 994.763184 304.385345	0.280 0.001 0.283
ttt_random_ammo	-618.932190 984.671204 304.390259	0.471 0.003 0.518
ttt_random_ammo	-11.086075 938.195313 304.349030	0.051 0.000 -0.014
ttt_random_ammo	-36.060814 942.366455 304.377838	0.149 0.001 0.120
ttt_random_ammo	-140.079453 919.568481 304.390228	0.476 0.003 0.525
ttt_random_ammo	-191.702209 939.311523 304.386719	0.313 0.002 0.325
ttt_random_ammo	-223.850250 1044.659546 304.357513	0.060 0.000 0.001
ttt_random_ammo	-217.229858 1073.114624 304.383942	0.246 0.001 0.241
ttt_playerspawn	-2053.631104 1234.562134 624.533081	-0.065 -0.000 0.065
ttt_playerspawn	-2034.723022 990.707581 624.533081	-0.065 -0.000 0.065
ttt_playerspawn	-2053.287598 764.686462 624.527832	-0.071 -0.000 0.071
ttt_playerspawn	-2048.488037 557.456116 624.514771	-0.083 -0.000 0.083
ttt_playerspawn	-2046.881470 352.757874 624.527832	-0.071 -0.000 0.071
ttt_playerspawn	-1202.064697 782.973633 304.523346	-0.075 -0.000 0.075
ttt_playerspawn	-1392.876709 761.293518 304.534058	-0.064 -0.000 0.064
ttt_playerspawn	-1581.749390 716.936768 304.536987	-0.062 -0.000 0.062
ttt_playerspawn	-1659.187378 1007.491699 304.508118	-0.090 -0.000 0.090
ttt_playerspawn	-1694.852051 1289.850220 304.535034	-0.063 -0.000 0.063
ttt_playerspawn	-2210.604736 1736.721436 124.539764	-0.059 -0.000 0.059
ttt_playerspawn	-2027.988159 1747.195557 124.528900	-0.069 -0.000 0.069
ttt_playerspawn	-1857.488647 1765.184326 124.551216	-0.048 -0.000 0.048
ttt_playerspawn	-1373.575806 1779.164917 124.538849	-0.060 -0.000 0.060
ttt_playerspawn	-1070.825562 1789.100586 124.555428	-0.043 -0.000 0.043
ttt_playerspawn	-840.797668 1783.808716 124.536980	-0.062 -0.000 0.062
ttt_playerspawn	-641.351685 1780.802612 124.539757	-0.059 -0.000 0.059
ttt_playerspawn	-440.525055 1776.188721 124.520988	-0.077 -0.000 0.077
ttt_playerspawn	-262.878021 1768.480347 124.553368	-0.045 -0.000 0.045
ttt_playerspawn	-67.927109 1761.571655 124.540657	-0.058 -0.000 0.058
ttt_playerspawn	-690.148865 2456.857178 224.521378	-0.075 -0.000 0.075
ttt_playerspawn	-876.863220 2598.646729 224.531357	-0.066 -0.000 0.066
ttt_playerspawn	-1021.577393 2734.549316 368.550079	0.036 0.001 0.169
ttt_playerspawn	-1393.720825 2642.189697 368.525970	-0.071 -0.000 0.071
ttt_playerspawn	-1529.539551 2795.531006 368.573364	0.025 0.000 0.025
ttt_playerspawn	-1509.684448 2582.972656 512.568604	-0.030 -0.000 0.030
ttt_playerspawn	-1328.720093 2688.997314 512.537292	-0.060 -0.000 0.060
ttt_playerspawn	-1482.827881 2803.301025 656.541504	-0.057 -0.000 0.057
ttt_playerspawn	-1520.289795 2639.362061 656.528870	-0.069 -0.000 0.069
ttt_playerspawn	-1391.162842 2713.920654 656.534058	-0.064 -0.000 0.064
ttt_playerspawn	-285.227753 2777.574463 656.562256	0.005 0.020 -0.125
ttt_playerspawn	-401.105560 2804.737305 656.517273	-0.081 -0.000 0.081
ttt_playerspawn	-350.236053 2687.359863 656.542419	-0.056 -0.000 0.056
ttt_playerspawn	-270.122040 2330.346680 656.537903	-0.061 -0.000 0.061
ttt_playerspawn	-444.101776 2337.833496 656.513489	-0.085 -0.000 0.085
ttt_playerspawn	-346.504211 2446.181396 656.538818	-0.060 -0.000 0.060
ttt_playerspawn	-832.021606 2449.575195 728.547913	-0.063 -0.000 0.063
ttt_playerspawn	-579.330383 2447.486084 728.543030	-0.069 -0.000 0.069
ttt_playerspawn	-1320.968750 2283.733154 872.528931	-0.069 -0.000 0.069
ttt_playerspawn	-1324.623535 1421.149292 128.524475	-0.074 -0.000 0.074
ttt_playerspawn	-1156.362427 1406.419922 128.537903	-0.061 0.000 -0.061
ttt_playerspawn	-531.311890 1301.248779 -67.927437	-2.761 -0.106 2.514
ttt_playerspawn	16.415257 1044.502686 304.539764	-0.059 -0.000 0.059
ttt_playerspawn	-342.871490 1031.389160 304.541534	-0.057 -0.000 0.057
ttt_playerspawn	-683.326477 1009.292603 304.540649	-0.058 -0.000 0.058
ttt_playerspawn	395.144318 1018.200439 304.516083	-0.082 -0.000 0.082
ttt_playerspawn	746.011475 985.262268 304.525604	-0.073 -0.000 0.073
ttt_playerspawn	767.491821 671.591614 304.556091	-0.043 -0.000 0.043
ttt_playerspawn	759.408630 384.200684 304.542419	-0.056 -0.000 0.056
ttt_playerspawn	755.417175 194.437912 304.544128	-0.055 -0.000 0.055
ttt_playerspawn	215.782806 249.572708 304.535034	-0.063 -0.000 0.063
ttt_playerspawn	-273.122253 244.159393 304.551941	-0.047 -0.000 0.047
ttt_playerspawn	-520.028748 254.827393 304.546600	-0.052 -0.000 0.052
ttt_playerspawn	-1128.591187 291.521179 432.655334	0.067 -0.000 0.067
ttt_playerspawn	-2099.241211 584.733459 480.490875	-0.011 -0.000 0.011
ttt_playerspawn	-2052.532715 888.509705 480.454651	-0.014 -0.000 0.014
ttt_playerspawn	-2299.779785 962.087341 336.500336	-0.010 -0.000 0.010
ttt_playerspawn	-2287.885986 716.307678 336.465240	-0.013 -0.000 0.013
ttt_playerspawn	-2011.886719 496.140289 336.501831	-0.010 -0.000 0.010
ttt_playerspawn	-2321.291016 325.752472 64.528175	-0.069 -0.000 0.069
ttt_playerspawn	-2051.753662 324.832703 64.538223	-0.059 -0.000 0.059
ttt_playerspawn	-1705.885498 370.119049 64.536331	-0.061 -0.000 0.061
