# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_67thway_v3
# Exported by: [OM] Rogue: The Lonely
setting:	replacespawns 0
ttt_random_weapon	-844.476257 139.022293 138.278046	1.332 -0.447 -93.845
ttt_random_weapon	-850.703613 143.289703 116.565193	1.241 5.128 -93.836
ttt_random_weapon	-610.446228 -10.523719 178.208420	-1.415 -17.227 84.229
ttt_random_weapon	536.660522 -44.863544 108.481857	-7.385 132.520 -101.180
ttt_random_weapon	530.034546 -273.855103 108.991112	6.651 -2.367 85.117
ttt_random_weapon	1050.625732 -87.254868 178.204132	1.517 4.795 -93.061
ttt_random_weapon	1499.059937 -257.074493 153.895721	2.501 4.120 -91.742
ttt_random_weapon	1346.488037 -228.743927 153.976746	1.736 -10.402 -92.916
ttt_random_weapon	1360.725708 -610.756714 188.066345	-0.333 7.305 -94.340
ttt_random_weapon	1043.999390 -525.862183 161.286621	1.222 -5.294 -93.855
ttt_random_weapon	1047.928345 -454.079895 161.197601	2.135 -1.666 -92.102
ttt_random_weapon	772.069824 -519.344910 161.238602	1.715 5.529 -92.867
item_ammo_smg1_ttt	1001.000000 202.000000 -165.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	1018.000000 202.000000 -165.000000	0.000 0.000 0.000
item_ammo_smg1_ttt	-907.918030 1221.760010 93.344704	0.000 0.000 0.000
item_ammo_smg1_ttt	-943.802979 1223.449951 93.344704	0.000 0.000 0.000
item_ammo_smg1_ttt	-910.419006 1253.050049 93.344704	0.000 0.000 0.000
item_ammo_smg1_ttt	-940.971008 1249.969971 93.344704	0.000 0.000 0.000
item_ammo_smg1_ttt	-924.968994 1231.949951 93.344704	0.000 0.000 0.000
item_ammo_smg1_ttt	-924.758972 1254.640015 93.344704	0.000 0.000 0.000
item_ammo_smg1_ttt	1040.000000 1344.000000 241.345001	0.000 271.500 0.000
item_ammo_smg1_ttt	1008.000000 1360.000000 241.345001	0.000 0.000 0.000
item_ammo_smg1_ttt	-2813.560059 6225.600098 65.344704	0.000 0.000 0.000
item_ammo_smg1_ttt	-2784.580078 6227.899902 65.344704	0.000 0.000 0.000
item_ammo_smg1_ttt	-1061.000000 -286.000000 145.000000	0.000 0.000 0.000
weapon_ttt_m16	916.000000 -531.000000 164.000000	0.000 96.000 -97.500
weapon_ttt_m16	833.987976 -602.000000 -447.000000	0.000 0.000 90.500
weapon_ttt_m16	833.827026 -729.000000 -446.000000	0.000 0.000 90.500
weapon_ttt_m16	-783.901978 1821.319946 160.082993	-0.484 89.875 -75.499
weapon_ttt_m16	-783.901978 1862.319946 160.082993	-0.484 89.875 -75.499
weapon_ttt_m16	-616.000000 120.000000 156.000000	0.000 284.000 -89.500
weapon_ttt_m16	-604.000000 -237.000000 105.682999	0.000 86.000 90.500
weapon_ttt_m16	-2430.860107 4554.569824 62.413399	0.000 94.000 0.000
item_box_buckshot_ttt	601.262024 -735.721985 75.488701	0.000 0.000 -0.500
item_box_buckshot_ttt	619.000000 -735.000000 75.488701	0.000 0.000 -0.500
item_box_buckshot_ttt	766.000000 -472.000000 162.000000	0.000 0.000 0.000
item_box_buckshot_ttt	763.000000 -489.000000 162.000000	0.000 0.000 0.000
item_box_buckshot_ttt	-927.565979 -337.681000 -446.705994	0.000 0.000 0.000
item_box_buckshot_ttt	-924.591003 -318.307007 -446.705994	0.000 0.000 0.000
item_box_buckshot_ttt	-912.965027 95.111504 105.293999	0.000 180.000 0.000
item_box_buckshot_ttt	-917.203003 76.512398 105.293999	0.000 180.000 0.000
item_box_buckshot_ttt	-913.380005 120.977997 105.293999	0.000 180.000 0.000
item_box_buckshot_ttt	-805.132996 164.878006 233.294006	0.000 0.000 0.000
item_box_buckshot_ttt	-789.703003 164.832993 233.294006	0.000 0.000 0.000
ttt_random_ammo	343.972992 -917.525024 -446.998993	0.000 0.000 0.000
ttt_random_ammo	437.020996 -916.335999 -446.998993	0.000 0.000 0.000
ttt_random_ammo	121.830002 -912.375977 -446.998993	0.000 0.000 0.000
ttt_random_ammo	-41.921902 -909.828979 -446.998993	0.000 0.000 0.000
ttt_random_ammo	-131.315994 -909.551025 -446.998993	0.000 0.000 0.000
ttt_random_ammo	202.401001 -918.367004 -446.998993	0.000 0.000 0.000
ttt_random_ammo	-212.699005 -809.979980 -446.998993	0.000 0.000 0.000
ttt_random_ammo	-154.951004 -811.752014 -446.998993	0.000 0.000 0.000
ttt_random_ammo	212.903000 -815.802979 -446.998993	0.000 0.000 0.000
ttt_random_ammo	386.322998 -814.890015 -446.998993	0.000 0.000 0.000
ttt_random_ammo	484.114990 -816.216980 -446.998993	0.000 0.000 0.000
ttt_random_ammo	-1022.559998 1309.699951 93.000603	0.000 0.000 0.000
ttt_random_ammo	-1027.130005 1328.239990 93.000603	0.000 0.000 0.000
ttt_random_ammo	-991.768982 1331.520020 93.000603	0.000 0.000 0.000
ttt_random_ammo	-989.741028 1313.310059 93.000603	0.000 0.000 0.000
ttt_random_ammo	-1784.000000 1277.000000 108.375999	0.000 0.000 0.000
ttt_random_ammo	-1775.000000 1282.000000 108.375999	0.000 0.000 0.000
ttt_random_ammo	-1788.000000 1288.000000 108.375999	0.000 0.000 0.000
ttt_random_ammo	-1763.000000 1290.000000 108.375999	0.000 317.000 0.000
ttt_random_ammo	-1784.000000 1297.000000 108.375999	0.000 0.000 0.000
ttt_random_ammo	-1765.000000 1302.000000 108.375999	0.000 0.000 0.000
ttt_random_ammo	-2681.000000 6031.000000 98.243599	0.000 0.000 0.000
ttt_random_ammo	-2702.909912 6031.000000 98.104797	0.000 0.000 0.000
ttt_random_ammo	-2702.909912 6043.000000 98.104797	0.000 0.000 0.000
ttt_random_ammo	-2681.000000 6043.000000 98.243599	0.000 0.000 0.000
ttt_random_ammo	-1280.000000 1246.000000 108.375999	0.000 90.000 0.000
ttt_random_ammo	-1268.000000 1248.000000 108.375999	0.000 47.000 0.000
ttt_random_ammo	-1275.000000 1227.000000 108.375999	0.000 90.000 0.000
ttt_random_ammo	-1266.000000 1223.000000 108.375999	0.000 90.000 0.000
ttt_random_ammo	-1260.000000 1236.000000 108.375999	0.000 90.000 0.000
ttt_random_ammo	-1255.000000 1227.000000 108.375999	0.000 90.000 0.000
ttt_random_ammo	-1750.000000 5813.000000 76.315201	0.000 0.000 0.000
ttt_random_ammo	-1750.000000 5828.799805 78.341904	0.000 0.000 0.000
ttt_random_ammo	-1750.000000 5848.740234 79.000000	0.000 0.000 0.000
ttt_random_ammo	-1750.000000 5813.000000 101.315002	0.000 0.000 0.000
ttt_random_ammo	-1750.000000 5828.799805 103.342003	0.000 0.000 0.000
ttt_random_ammo	-1750.000000 5848.740234 104.000000	0.000 0.000 0.000
ttt_random_ammo	-1750.000000 5813.000000 138.315002	0.000 0.000 0.000
ttt_random_ammo	-1750.000000 5828.799805 140.341995	0.000 0.000 0.000
ttt_random_ammo	-1750.000000 5848.740234 141.000000	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5744.259766 138.315002	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5760.069824 140.341995	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5780.000000 141.000000	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5760.069824 103.342003	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5744.259766 101.315002	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5780.000000 104.000000	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5780.000000 79.000000	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5760.069824 78.341904	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5744.259766 76.315201	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5877.259766 138.315002	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5893.069824 140.341995	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5913.000000 141.000000	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5893.069824 103.342003	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5877.259766 101.315002	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5913.000000 104.000000	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5913.000000 79.000000	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5893.069824 78.341904	0.000 0.000 0.000
ttt_random_ammo	-1749.709961 5877.259766 76.315201	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5884.000000 138.315002	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5899.799805 140.341995	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5919.740234 141.000000	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5899.799805 103.342003	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5884.000000 101.315002	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5919.740234 104.000000	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5919.740234 79.000000	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5899.799805 78.341904	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5884.000000 76.315201	0.000 0.000 0.000
ttt_random_ammo	-932.288025 5855.470215 104.000000	0.000 0.000 0.000
ttt_random_ammo	-932.288025 5835.540039 103.342003	0.000 0.000 0.000
ttt_random_ammo	-932.288025 5819.740234 101.315002	0.000 0.000 0.000
ttt_random_ammo	-932.288025 5819.740234 76.315201	0.000 0.000 0.000
ttt_random_ammo	-932.288025 5835.540039 78.341904	0.000 0.000 0.000
ttt_random_ammo	-932.288025 5855.470215 79.000000	0.000 0.000 0.000
ttt_random_ammo	-932.288025 5855.470215 141.000000	0.000 0.000 0.000
ttt_random_ammo	-932.288025 5835.540039 140.341995	0.000 0.000 0.000
ttt_random_ammo	-932.288025 5819.740234 138.315002	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5751.000000 138.315002	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5766.799805 140.341995	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5786.740234 141.000000	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5786.740234 104.000000	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5766.799805 103.342003	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5751.000000 101.315002	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5751.000000 76.315201	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5766.799805 78.341904	0.000 0.000 0.000
ttt_random_ammo	-932.000000 5786.740234 79.000000	0.000 0.000 0.000
ttt_random_ammo	-946.557983 -916.554993 -42.999401	0.000 0.000 0.000
ttt_random_ammo	-923.596985 -914.556030 -42.999401	0.000 0.000 0.000
ttt_random_ammo	-898.669983 -912.820984 -42.999401	0.000 0.000 0.000
ttt_random_ammo	-917.481995 -876.000000 -42.999401	0.000 0.000 0.000
ttt_random_ammo	-892.723022 -876.443970 -42.999401	0.000 0.000 0.000
ttt_random_ammo	-944.138000 -877.906006 -42.999401	0.000 0.000 0.000
ttt_random_ammo	-968.913025 -879.440979 -42.999401	0.000 0.000 0.000
ttt_random_ammo	-1430.709961 5312.000000 101.315002	0.000 0.000 0.000
ttt_random_ammo	-1430.709961 5327.799805 103.342003	0.000 0.000 0.000
ttt_random_ammo	-1430.709961 5347.740234 104.000000	0.000 0.000 0.000
ttt_random_ammo	-1430.709961 5347.740234 79.000000	0.000 0.000 0.000
ttt_random_ammo	-1430.709961 5327.799805 78.341904	0.000 0.000 0.000
ttt_random_ammo	-1430.709961 5312.000000 76.315201	0.000 0.000 0.000
ttt_random_ammo	-1430.709961 5312.000000 138.315002	0.000 0.000 0.000
ttt_random_ammo	-1430.709961 5327.799805 140.341995	0.000 0.000 0.000
ttt_random_ammo	-1430.709961 5347.740234 141.000000	0.000 0.000 0.000
ttt_random_ammo	-418.954010 2434.590088 81.000603	0.000 0.000 0.000
ttt_random_ammo	-417.299988 2465.969971 81.000603	0.000 0.000 0.000
ttt_random_ammo	-419.045990 2505.479980 81.000603	0.000 0.000 0.000
ttt_random_ammo	-362.290009 2518.679932 81.000603	0.000 0.000 0.000
ttt_random_ammo	-354.571014 2474.020020 81.000603	0.000 0.000 0.000
ttt_random_ammo	-355.479004 2440.989990 81.000603	0.000 0.000 0.000
ttt_random_ammo	-1544.729980 1782.489990 129.001007	0.000 0.000 0.000
ttt_random_ammo	-1545.680054 1867.219971 129.001007	0.000 0.000 0.000
ttt_random_ammo	-1546.400024 1698.930054 129.001007	0.000 0.000 0.000
ttt_random_ammo	-859.195313 -735.922546 104.342316	0.048 0.000 -0.021
ttt_random_ammo	-859.509583 -715.789246 104.369125	0.092 -0.000 -0.046
ttt_random_ammo	-859.878418 -702.664185 104.394470	1.110 0.015 1.296
ttt_random_ammo	-859.995117 -683.162354 104.380997	0.192 0.001 0.174
ttt_random_ammo	-859.617493 -666.415222 104.349060	0.051 -0.000 0.014
ttt_random_ammo	-1091.494751 -266.281494 141.780060	-0.020 15.479 -0.005
ttt_random_ammo	-1074.482544 -270.141815 141.747040	0.082 -0.038 -0.199
ttt_random_ammo	-1088.160034 -289.470520 141.697769	-0.340 0.110 0.327
ttt_random_ammo	-1246.615479 151.612625 104.363457	0.068 0.000 0.016
ttt_random_ammo	-1220.924072 153.244949 104.351151	0.050 0.000 -0.011
ttt_random_ammo	-1195.814087 153.640869 104.394112	0.753 0.007 0.865
ttt_random_ammo	-1170.425781 152.470062 104.339920	0.046 0.000 -0.023
ttt_random_ammo	-1252.194824 57.566853 104.337570	0.045 0.000 -0.025
ttt_random_ammo	-1219.498657 60.175224 104.325241	0.045 0.000 -0.031
ttt_random_ammo	-1189.442383 59.425095 104.395103	1.208 0.018 1.418
ttt_random_ammo	-1169.751465 58.491859 104.322655	0.045 0.000 -0.032
ttt_random_ammo	-1061.647827 -101.468773 104.457176	-1.483 -2.567 -0.534
ttt_random_ammo	-1090.924927 -99.748367 104.342239	0.046 0.000 -0.021
ttt_random_ammo	-1174.833618 -102.963699 104.442780	0.232 -0.439 1.094
ttt_random_ammo	-1144.525757 -96.330513 104.442093	0.996 0.026 1.192
ttt_random_ammo	1275.416992 -121.187737 129.393524	0.844 0.009 0.972
ttt_random_ammo	1273.000854 -154.879303 129.369141	0.091 -0.000 -0.045
ttt_random_ammo	1273.604980 -193.125000 129.349045	0.051 0.000 -0.014
ttt_random_ammo	1275.060425 -233.844406 129.353348	0.055 0.000 -0.007
ttt_random_ammo	1276.340820 -269.731384 129.456512	0.876 0.024 1.065
ttt_random_ammo	1276.125244 -316.857117 129.344589	0.049 0.000 -0.019
ttt_random_ammo	1276.613647 -350.568115 129.351212	0.053 0.000 -0.011
ttt_random_ammo	1278.963013 -373.610809 129.353348	0.055 0.000 -0.007
ttt_random_ammo	697.720581 -364.333069 129.376419	-0.123 -0.000 0.086
ttt_random_ammo	693.954407 -333.188934 129.473434	-0.713 -0.022 0.864
ttt_random_ammo	691.218872 -304.476501 129.356354	-0.058 -0.000 -0.003
ttt_random_ammo	691.094910 -273.148773 129.412125	-1.132 -0.016 1.324
ttt_random_ammo	703.465515 -139.452896 131.709625	-0.002 79.394 -89.990
ttt_random_ammo	687.273682 -110.335159 132.640594	-89.485 -8.764 -129.245
ttt_random_ammo	676.355835 -108.796539 130.593887	0.008 5.164 -29.814
ttt_random_ammo	675.911072 -99.769882 129.708817	0.009 -1.776 -5.569
ttt_random_ammo	700.143860 -103.951027 139.474289	0.008 -136.892 178.743
ttt_random_ammo	676.573425 -121.659897 137.303558	1.914 4.553 -50.530
ttt_random_ammo	697.004578 -148.957138 132.637619	-89.669 -86.236 84.555
ttt_random_ammo	676.409668 -121.290726 131.709518	0.000 4.350 -90.001
ttt_random_ammo	676.128113 -130.712708 131.375702	0.009 3.045 -58.204
ttt_random_ammo	682.859558 -136.488983 131.758301	-0.001 67.571 90.005
ttt_random_ammo	681.443237 -136.641602 133.301849	-41.286 -89.995 47.794
ttt_random_ammo	680.093445 -142.841873 131.687729	1.268 17.366 89.315
ttt_random_ammo	686.003418 -114.074600 139.485382	-0.006 53.706 -179.026
ttt_random_ammo	676.759766 -115.162651 136.164185	0.097 6.721 -50.491
ttt_random_ammo	1323.628174 -282.823212 129.346771	0.048 0.000 -0.017
ttt_random_ammo	1319.686890 -157.063278 129.374466	0.116 0.000 0.081
ttt_random_ammo	1523.851074 -211.052963 129.423691	1.401 0.032 1.684
ttt_random_ammo	1526.581299 -318.592804 129.339920	0.046 0.000 -0.023
weapon_zm_rifle	-1018.000000 212.000000 242.000000	-72.411 6.150 -117.980
weapon_zm_rifle	-1000.000000 1209.000000 198.000000	0.000 177.500 -94.500
weapon_zm_rifle	-1087.000000 1209.000000 198.000000	0.000 177.500 -94.500
weapon_zm_rifle	-784.380005 1665.280029 157.143005	0.866 90.500 -59.996
weapon_zm_rifle	-784.380005 1665.280029 132.143005	0.866 90.500 -59.996
weapon_zm_rifle	-784.380005 1665.280029 110.142998	0.866 90.500 -59.996
weapon_zm_rifle	1008.000000 1056.000000 242.957993	0.000 0.000 0.000
weapon_zm_rifle	-2884.000000 5922.000000 423.000000	1.489 277.002 90.183
weapon_zm_mac10	991.000000 226.000000 -164.000000	0.000 0.000 91.000
weapon_zm_mac10	-794.000000 1805.000000 131.613007	0.000 0.000 -92.500
weapon_zm_mac10	-794.000000 1859.000000 131.613007	0.000 0.000 -92.500
weapon_zm_mac10	-1022.380005 1210.000000 176.000000	0.000 0.000 88.500
weapon_zm_mac10	-1071.380005 1210.000000 176.000000	0.000 0.000 88.500
weapon_zm_mac10	-1121.380005 1210.000000 176.000000	0.000 0.000 88.500
weapon_zm_mac10	1008.000000 1344.000000 245.470993	0.000 0.000 0.000
weapon_zm_mac10	-2804.000000 6240.000000 67.000000	0.000 0.000 -90.500
weapon_zm_mac10	-1408.099976 6121.700195 229.470993	0.000 0.000 0.000
weapon_zm_mac10	-1031.000000 -291.000000 145.000000	0.000 190.000 88.500
weapon_zm_mac10	-2653.050049 6044.959961 69.471199	0.000 0.000 0.000
weapon_zm_mac10	-2269.520020 5822.669922 213.470993	0.000 0.000 0.000
item_ammo_357_ttt	-1034.560059 219.981003 233.276001	0.000 0.000 0.000
item_ammo_357_ttt	-1031.880005 207.647003 233.276001	0.000 0.000 0.000
item_ammo_357_ttt	-1119.180054 1306.640015 93.275803	0.000 0.000 0.000
item_ammo_357_ttt	-1120.000000 1327.160034 93.275803	0.000 0.000 0.000
item_ammo_357_ttt	-1099.130005 1309.079956 93.275803	0.000 0.000 0.000
item_ammo_357_ttt	-1102.530029 1328.900024 93.275803	0.000 0.000 0.000
item_ammo_357_ttt	1008.000000 1072.000000 241.276001	0.000 0.000 0.000
item_ammo_357_ttt	1024.000000 1072.000000 241.276001	0.000 0.000 0.000
item_ammo_357_ttt	-2890.659912 5948.129883 420.276001	0.000 0.000 0.000
item_ammo_357_ttt	1220.430054 308.882996 130.276001	0.000 0.000 0.000
item_ammo_357_ttt	1239.609985 307.816010 130.276001	0.000 0.000 0.000
item_ammo_357_ttt	1028.979980 309.919006 130.276001	0.000 0.000 0.000
item_ammo_357_ttt	1045.280029 303.721008 130.276001	0.000 0.000 0.000
item_ammo_pistol_ttt	905.000000 -489.000000 162.000000	0.000 0.000 0.000
item_ammo_pistol_ttt	914.000000 -490.000000 162.000000	0.000 0.000 0.000
item_ammo_pistol_ttt	-860.515015 -613.000000 105.000000	0.000 0.000 0.000
item_ammo_pistol_ttt	854.518005 -582.671997 -446.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	837.270996 -582.656982 -446.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	825.877014 -582.706970 -446.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	864.570007 -710.333008 -446.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	848.478027 -709.020020 -446.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	834.598999 -710.487000 -446.720001	0.000 0.000 0.000
item_ammo_pistol_ttt	-921.877991 1327.689941 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-964.939026 1327.140015 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-939.809021 1330.349976 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-951.086975 1330.430054 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-928.107971 1300.020020 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-939.098999 1303.369995 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-957.994995 1307.640015 93.280098	0.000 0.000 0.000
item_ammo_pistol_ttt	-853.190979 11.646600 117.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	-846.142029 44.257599 117.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	-846.142029 44.257599 141.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	-846.142029 16.257601 141.279999	0.000 0.000 0.000
item_ammo_pistol_ttt	1483.489990 1423.819946 277.013000	0.000 0.000 0.000
item_ammo_pistol_ttt	1475.489990 1423.819946 277.013000	0.000 0.000 0.000
item_ammo_pistol_ttt	-599.862000 -259.011993 105.279999	0.000 0.000 0.000
weapon_zm_molotov	-711.418030 -516.507019 109.735001	0.000 0.000 0.000
weapon_zm_molotov	-714.374023 -423.308990 109.735001	0.000 0.000 0.000
weapon_zm_molotov	-610.617004 -31.534401 109.735001	0.000 0.000 0.000
weapon_zm_molotov	715.273987 1292.750000 245.735001	0.000 0.000 0.000
weapon_zm_molotov	903.456970 1289.079956 245.735001	0.000 0.000 0.000
weapon_zm_molotov	-1248.380005 1446.010010 149.735001	0.000 0.000 0.000
weapon_zm_molotov	-1259.829956 1445.859985 149.735001	0.000 0.000 0.000
weapon_zm_molotov	-1289.270020 1446.260010 149.735001	0.000 0.000 0.000
weapon_zm_molotov	-1270.729980 1448.469971 149.735001	0.000 0.000 0.000
weapon_zm_molotov	-1724.359985 5919.049805 69.734596	0.000 0.000 0.000
weapon_zm_molotov	-1730.609985 5866.859863 69.734596	0.000 0.000 0.000
weapon_zm_molotov	-1723.969971 5812.229980 69.734596	0.000 0.000 0.000
weapon_zm_molotov	-1729.040039 5748.580078 69.734596	0.000 0.000 0.000
weapon_ttt_confgrenade	-676.109009 1463.689941 92.487099	0.000 0.000 0.000
weapon_ttt_confgrenade	-678.211975 1603.209961 92.487099	0.000 0.000 0.000
weapon_ttt_confgrenade	-1167.430054 1545.150024 108.487000	0.000 0.000 0.000
weapon_ttt_confgrenade	-1197.209961 1546.250000 108.487000	0.000 0.000 0.000
weapon_ttt_confgrenade	-1179.670044 1547.229980 108.487000	0.000 0.000 0.000
weapon_ttt_confgrenade	-953.310974 5914.479980 68.487099	0.000 0.000 0.000
weapon_ttt_confgrenade	-959.369995 5890.390137 68.487099	0.000 0.000 0.000
weapon_ttt_confgrenade	-955.835999 5852.580078 68.487099	0.000 0.000 0.000
weapon_ttt_confgrenade	-956.877991 5805.689941 68.487099	0.000 0.000 0.000
